"Step","110-dynamic","110-dynamic - dead-1__MIN","110-dynamic - dead-1__MAX","110-ofb","110-ofbt - dead-1__MIN","110-ofbt - dead-1__MAX","110-static-1","110-static-1 - dead-1__MIN","110-static-1 - dead-1__MAX","110-every-100","110-every-100 - dead-1__MIN","110-every-100 - dead-1__MAX","110-every-10","110-every-10 - dead-1__MIN","110-every-10 - dead-1__MAX"
"118953","","","","","","","1","1","1","","","","3","3","3"
"118971","","","","","","","","","","","","","6","6","6"
"118974","","","","","","","","","","","","","3","3","3"
"118975","","","","","","","","","","0","0","0","","",""
"118980","0","0","0","","","","0","0","0","","","","","",""
"118982","","","","","","","","","","","","","5","5","5"
"118983","","","","","","","","","","0","0","0","","",""
"118985","","","","","","","","","","0","0","0","","",""
"118990","","","","","","","2","2","2","","","","","",""
"118991","","","","","","","0","0","0","","","","","",""
"118993","","","","","","","","","","","","","2","2","2"
"118994","","","","0","0","0","","","","","","","","",""
"118998","","","","","","","","","","0","0","0","","",""
"118999","","","","","","","","","","0","0","0","","",""
"119006","","","","","","","1","1","1","","","","","",""
"119010","","","","","","","","","","0","0","0","","",""
"119016","","","","","","","","","","","","","3","3","3"
"119019","","","","","","","","","","","","","10","10","10"
"119023","","","","","","","","","","0","0","0","","",""
"119026","","","","","","","","","","0","0","0","","",""
"119027","","","","","","","","","","0","0","0","","",""
"119028","","","","","","","0","0","0","","","","","",""
"119031","","","","","","","","","","","","","0","0","0"
"119033","","","","","","","1","1","1","","","","","",""
"119040","","","","","","","","","","0","0","0","","",""
"119043","","","","0","0","0","","","","","","","","",""
"119045","","","","","","","","","","0","0","0","","",""
"119047","","","","","","","","","","0","0","0","","",""
"119052","0","0","0","","","","","","","","","","","",""
"119059","","","","","","","1","1","1","","","","","",""
"119062","0","0","0","","","","","","","","","","","",""
"119063","","","","","","","","","","0","0","0","","",""
"119065","","","","","","","","","","","","","3","3","3"
"119067","","","","","","","","","","0","0","0","","",""
"119069","","","","","","","","","","","","","11","11","11"
"119076","","","","","","","","","","0","0","0","","",""
"119082","","","","0","0","0","","","","","","","","",""
"119083","0","0","0","","","","2","2","2","","","","","",""
"119086","","","","","","","","","","0","0","0","","",""
"119090","","","","","","","","","","","","","1","1","1"
"119092","","","","","","","","","","0","0","0","","",""
"119093","","","","","","","","","","0","0","0","","",""
"119096","","","","0","0","0","","","","","","","2","2","2"
"119097","","","","","","","","","","","","","3","3","3"
"119100","","","","","","","10","10","10","","","","","",""
"119102","","","","0","0","0","","","","","","","","",""
"119103","","","","","","","","","","","","","0","0","0"
"119106","","","","0","0","0","","","","","","","","",""
"119115","0","0","0","","","","","","","","","","","",""
"119120","","","","","","","0","0","0","","","","","",""
"119121","","","","","","","2","2","2","","","","","",""
"119124","","","","","","","0","0","0","","","","","",""
"119125","","","","","","","3","3","3","","","","","",""
"119129","","","","","","","","","","0","0","0","","",""
"119130","","","","","","","","","","0","0","0","","",""
"119132","0","0","0","","","","","","","","","","","",""
"119133","","","","0","0","0","","","","","","","","",""
"119135","","","","","","","3","3","3","","","","","",""
"119138","","","","","","","","","","0","0","0","","",""
"119143","","","","","","","","","","","","","0","0","0"
"119146","","","","0","0","0","","","","","","","","",""
"119154","","","","","","","","","","0","0","0","","",""
"119156","","","","","","","","","","","","","6","6","6"
"119158","","","","0","0","0","","","","","","","","",""
"119159","","","","","","","7","7","7","","","","","",""
"119163","0","0","0","","","","","","","","","","","",""
"119165","","","","","","","","","","0","0","0","","",""
"119167","","","","","","","","","","","","","6","6","6"
"119172","","","","","","","","","","0","0","0","","",""
"119176","","","","","","","","","","","","","6","6","6"
"119179","","","","","","","","","","0","0","0","","",""
"119180","","","","0","0","0","1","1","1","","","","","",""
"119186","0","0","0","","","","","","","","","","","",""
"119191","0","0","0","","","","","","","","","","","",""
"119198","","","","","","","","","","0","0","0","","",""
"119214","0","0","0","","","","","","","0","0","0","","",""
"119216","0","0","0","","","","","","","","","","","",""
"119217","","","","","","","","","","0","0","0","","",""
"119221","0","0","0","","","","","","","","","","","",""
"119222","","","","0","0","0","","","","","","","","",""
"119229","","","","0","0","0","","","","","","","12","12","12"
"119232","","","","","","","","","","","","","3","3","3"
"119238","","","","","","","","","","","","","1","1","1"
"119245","","","","","","","0","0","0","0","0","0","","",""
"119246","0","0","0","","","","3","3","3","","","","","",""
"119247","0","0","0","","","","","","","","","","","",""
"119248","","","","","","","","","","0","0","0","","",""
"119250","","","","","","","0","0","0","0","0","0","","",""
"119255","","","","","","","7","7","7","","","","","",""
"119256","","","","","","","2","2","2","0","0","0","","",""
"119266","","","","0","0","0","2","2","2","","","","","",""
"119274","","","","","","","","","","0","0","0","","",""
"119276","","","","","","","0","0","0","","","","0","0","0"
"119277","","","","0","0","0","","","","","","","","",""
"119280","0","0","0","","","","","","","","","","","",""
"119281","","","","","","","","","","0","0","0","","",""
"119285","","","","","","","","","","","","","0","0","0"
"119291","","","","","","","","","","0","0","0","","",""
"119292","","","","","","","3","3","3","","","","","",""
"119296","0","0","0","","","","","","","","","","","",""
"119297","","","","","","","","","","0","0","0","","",""
"119301","","","","","","","","","","","","","2","2","2"
"119302","","","","","","","","","","","","","2","2","2"
"119308","","","","","","","","","","","","","4","4","4"
"119310","0","0","0","","","","","","","","","","","",""
"119311","0","0","0","","","","","","","","","","","",""
"119316","","","","0","0","0","","","","","","","1","1","1"
"119319","0","0","0","","","","","","","","","","","",""
"119328","","","","","","","","","","0","0","0","","",""
"119330","0","0","0","","","","","","","","","","","",""
"119335","","","","","","","0","0","0","","","","","",""
"119336","","","","","","","","","","","","","1","1","1"
"119337","","","","","","","","","","","","","8","8","8"
"119339","","","","","","","","","","0","0","0","","",""
"119344","","","","","","","0","0","0","","","","","",""
"119346","","","","","","","","","","","","","2","2","2"
"119350","","","","","","","","","","0","0","0","","",""
"119353","0","0","0","","","","","","","","","","","",""
"119359","0","0","0","","","","","","","","","","","",""
"119364","","","","","","","","","","","","","7","7","7"
"119369","0","0","0","","","","","","","0","0","0","","",""
"119371","","","","","","","","","","0","0","0","","",""
"119373","","","","","","","","","","0","0","0","","",""
"119381","","","","","","","1","1","1","","","","","",""
"119382","","","","","","","0","0","0","","","","","",""
"119383","","","","","","","0","0","0","","","","","",""
"119386","","","","","","","","","","","","","3","3","3"
"119395","","","","","","","0","0","0","","","","","",""
"119410","","","","","","","","","","0","0","0","","",""
"119411","0","0","0","0","0","0","","","","","","","","",""
"119415","","","","","","","0","0","0","","","","","",""
"119416","","","","","","","","","","0","0","0","","",""
"119419","","","","","","","","","","0","0","0","","",""
"119420","","","","","","","","","","0","0","0","","",""
"119422","","","","0","0","0","","","","","","","","",""
"119426","","","","0","0","0","0","0","0","","","","","",""
"119430","","","","","","","","","","0","0","0","","",""
"119433","0","0","0","","","","","","","","","","","",""
"119435","0","0","0","","","","","","","","","","","",""
"119438","","","","","","","","","","0","0","0","","",""
"119439","0","0","0","","","","","","","","","","","",""
"119441","","","","","","","0","0","0","","","","","",""
"119446","","","","","","","","","","0","0","0","","",""
"119447","","","","0","0","0","","","","","","","","",""
"119448","","","","","","","","","","0","0","0","","",""
"119449","","","","0","0","0","","","","","","","","",""
"119450","0","0","0","","","","","","","","","","","",""
"119451","","","","","","","","","","","","","0","0","0"
"119460","","","","0","0","0","","","","","","","","",""
"119465","0","0","0","0","0","0","","","","","","","","",""
"119470","0","0","0","","","","","","","","","","","",""
"119479","","","","","","","","","","0","0","0","","",""
"119480","","","","","","","","","","","","","4","4","4"
"119481","","","","","","","0","0","0","","","","","",""
"119483","0","0","0","","","","","","","","","","","",""
"119486","","","","","","","6","6","6","","","","","",""
"119488","0","0","0","0","0","0","","","","","","","","",""
"119491","","","","","","","","","","","","","0","0","0"
"119494","0","0","0","","","","","","","","","","","",""
"119500","","","","0","0","0","0","0","0","","","","","",""
"119504","","","","","","","","","","","","","5","5","5"
"119507","","","","","","","","","","","","","0","0","0"
"119510","0","0","0","","","","","","","","","","","",""
"119511","0","0","0","","","","","","","","","","4","4","4"
"119514","","","","0","0","0","","","","","","","","",""
"119518","","","","","","","","","","","","","2","2","2"
"119519","","","","","","","","","","0","0","0","","",""
"119523","","","","0","0","0","","","","","","","","",""
"119526","","","","","","","1","1","1","","","","","",""
"119534","","","","","","","","","","","","","3","3","3"
"119535","","","","","","","","","","","","","1","1","1"
"119537","","","","0","0","0","","","","","","","","",""
"119540","","","","","","","","","","","","","6","6","6"
"119544","","","","","","","","","","","","","3","3","3"
"119546","0","0","0","","","","","","","","","","","",""
"119559","","","","","","","","","","","","","0","0","0"
"119564","","","","","","","","","","0","0","0","2","2","2"
"119566","","","","","","","0","0","0","","","","","",""
"119569","","","","0","0","0","0","0","0","","","","","",""
"119570","","","","","","","","","","","","","6","6","6"
"119574","","","","","","","","","","0","0","0","","",""
"119576","","","","","","","","","","0","0","0","","",""
"119579","","","","","","","0","0","0","","","","","",""
"119583","0","0","0","","","","","","","","","","","",""
"119590","","","","0","0","0","","","","","","","","",""
"119592","","","","","","","","","","","","","3","3","3"
"119594","0","0","0","","","","","","","","","","","",""
"119597","","","","","","","","","","0","0","0","","",""
"119598","","","","","","","","","","","","","4","4","4"
"119600","","","","0","0","0","","","","","","","","",""
"119602","","","","0","0","0","","","","","","","","",""
"119605","","","","","","","5","5","5","","","","0","0","0"
"119609","","","","0","0","0","","","","","","","","",""
"119612","","","","0","0","0","","","","","","","4","4","4"
