"Step","110-dynamic","110-dynamic - dead-1__MIN","110-dynamic - dead-1__MAX","110-ofb","110-ofbt - dead-1__MIN","110-ofbt - dead-1__MAX","110-static-1","110-static-1 - dead-1__MIN","110-static-1 - dead-1__MAX","110-every-100","110-every-100 - dead-1__MIN","110-every-100 - dead-1__MAX","110-every-10","110-every-10 - dead-1__MIN","110-every-10 - dead-1__MAX"
"174754","","","","0","0","0","4","4","4","","","","","",""
"174758","0","0","0","","","","","","","","","","","",""
"174759","0","0","0","","","","","","","","","","","",""
"174761","0","0","0","","","","","","","","","","","",""
"174764","","","","0","0","0","","","","","","","","",""
"174765","0","0","0","","","","","","","","","","","",""
"174767","","","","0","0","0","","","","","","","","",""
"174770","","","","","","","","","","0","0","0","","",""
"174773","","","","","","","","","","0","0","0","","",""
"174780","","","","","","","","","","0","0","0","","",""
"174787","","","","","","","0","0","0","","","","","",""
"174789","","","","","","","","","","0","0","0","","",""
"174795","","","","","","","","","","","","","2","2","2"
"174796","","","","0","0","0","","","","","","","","",""
"174797","","","","","","","","","","0","0","0","","",""
"174799","","","","","","","","","","0","0","0","","",""
"174803","","","","","","","5","5","5","","","","","",""
"174808","","","","0","0","0","","","","","","","","",""
"174811","","","","","","","2","2","2","","","","","",""
"174815","","","","","","","0","0","0","","","","","",""
"174816","","","","","","","1","1","1","","","","","",""
"174821","0","0","0","","","","","","","0","0","0","","",""
"174823","0","0","0","","","","","","","","","","","",""
"174826","","","","0","0","0","","","","0","0","0","","",""
"174831","","","","","","","","","","0","0","0","","",""
"174834","0","0","0","","","","","","","","","","","",""
"174836","0","0","0","","","","","","","","","","","",""
"174841","","","","0","0","0","","","","","","","","",""
"174842","","","","0","0","0","0","0","0","","","","","",""
"174849","","","","","","","","","","","","","13","13","13"
"174851","0","0","0","","","","","","","","","","","",""
"174859","0","0","0","","","","","","","","","","","",""
"174860","","","","0","0","0","","","","","","","","",""
"174863","0","0","0","","","","","","","","","","","",""
"174867","","","","","","","","","","0","0","0","","",""
"174868","0","0","0","","","","","","","","","","","",""
"174869","","","","","","","","","","0","0","0","","",""
"174871","","","","","","","","","","0","0","0","","",""
"174876","0","0","0","","","","","","","","","","","",""
"174880","","","","","","","1","1","1","","","","","",""
"174881","","","","","","","","","","","","","6","6","6"
"174883","","","","0","0","0","","","","","","","","",""
"174887","0","0","0","","","","","","","","","","","",""
"174888","0","0","0","","","","","","","","","","","",""
"174897","","","","","","","2","2","2","","","","","",""
"174899","","","","","","","","","","","","","13","13","13"
"174909","","","","0","0","0","","","","","","","5","5","5"
"174911","0","0","0","","","","","","","","","","","",""
"174916","","","","0","0","0","","","","","","","","",""
"174921","","","","","","","","","","","","","6","6","6"
"174923","","","","","","","","","","0","0","0","","",""
"174926","","","","","","","0","0","0","","","","","",""
"174927","0","0","0","","","","","","","","","","4","4","4"
"174928","","","","","","","4","4","4","","","","","",""
"174935","","","","","","","","","","0","0","0","","",""
"174938","","","","","","","","","","","","","8","8","8"
"174946","","","","0","0","0","","","","","","","","",""
"174951","0","0","0","","","","","","","","","","","",""
"174952","0","0","0","","","","","","","0","0","0","","",""
"174953","","","","","","","2","2","2","","","","","",""
"174954","","","","0","0","0","","","","","","","","",""
"174955","","","","0","0","0","","","","","","","","",""
"174956","","","","","","","2","2","2","","","","","",""
"174957","","","","0","0","0","","","","","","","","",""
"174959","","","","0","0","0","","","","","","","","",""
"174966","","","","","","","","","","","","","3","3","3"
"174969","","","","","","","4","4","4","","","","","",""
"174970","","","","","","","3","3","3","","","","","",""
"174972","","","","","","","1","1","1","","","","","",""
"174973","","","","","","","","","","0","0","0","","",""
"174981","","","","0","0","0","","","","0","0","0","","",""
"174983","0","0","0","","","","","","","","","","","",""
"174985","","","","","","","0","0","0","","","","","",""
"174986","","","","","","","","","","","","","4","4","4"
"174987","","","","","","","4","4","4","","","","","",""
"174993","","","","","","","","","","","","","3","3","3"
"174997","","","","0","0","0","","","","","","","","",""
"174999","","","","0","0","0","","","","","","","","",""
"175000","","","","","","","","","","0","0","0","","",""
"175004","","","","","","","","","","0","0","0","","",""
"175007","","","","","","","0","0","0","","","","","",""
"175015","0","0","0","","","","","","","0","0","0","0","0","0"
"175019","","","","","","","1","1","1","","","","","",""
"175021","","","","0","0","0","","","","","","","","",""
"175024","","","","","","","","","","0","0","0","","",""
"175029","0","0","0","0","0","0","","","","","","","","",""
"175031","","","","","","","3","3","3","","","","","",""
"175032","0","0","0","","","","","","","","","","","",""
"175033","","","","","","","","","","0","0","0","","",""
"175038","","","","","","","","","","","","","2","2","2"
"175042","","","","","","","","","","","","","2","2","2"
"175043","0","0","0","","","","","","","","","","","",""
"175044","","","","","","","7","7","7","0","0","0","","",""
"175045","","","","","","","","","","0","0","0","","",""
"175046","0","0","0","","","","","","","","","","4","4","4"
"175050","","","","","","","","","","","","","0","0","0"
"175053","","","","","","","","","","","","","0","0","0"
"175058","0","0","0","","","","","","","","","","","",""
"175064","","","","","","","","","","0","0","0","","",""
"175070","","","","","","","0","0","0","","","","","",""
"175073","0","0","0","","","","","","","","","","","",""
"175074","0","0","0","0","0","0","","","","","","","","",""
"175080","","","","","","","","","","0","0","0","","",""
"175083","","","","","","","2","2","2","","","","","",""
"175088","","","","","","","","","","0","0","0","","",""
"175098","","","","","","","3","3","3","","","","","",""
"175099","","","","","","","1","1","1","","","","","",""
"175105","0","0","0","","","","","","","","","","","",""
"175108","","","","","","","2","2","2","","","","","",""
"175109","","","","","","","","","","0","0","0","","",""
"175119","0","0","0","","","","","","","","","","","",""
"175121","","","","","","","","","","","","","0","0","0"
"175125","","","","","","","","","","","","","1","1","1"
"175127","","","","0","0","0","","","","","","","","",""
"175137","0","0","0","","","","","","","","","","","",""
"175138","","","","0","0","0","","","","","","","","",""
"175140","","","","0","0","0","","","","","","","","",""
"175143","","","","","","","","","","0","0","0","","",""
"175144","","","","","","","","","","","","","2","2","2"
"175149","","","","0","0","0","","","","","","","","",""
"175158","","","","0","0","0","","","","","","","","",""
"175160","","","","0","0","0","","","","","","","","",""
"175161","","","","","","","","","","0","0","0","","",""
"175163","","","","0","0","0","","","","","","","","",""
"175165","0","0","0","","","","4","4","4","","","","","",""
"175171","","","","","","","","","","","","","2","2","2"
"175181","","","","","","","","","","0","0","0","","",""
"175183","","","","0","0","0","","","","","","","","",""
"175184","","","","0","0","0","","","","","","","7","7","7"
"175187","","","","","","","","","","0","0","0","","",""
"175202","","","","0","0","0","","","","","","","","",""
"175203","","","","","","","","","","0","0","0","","",""
"175207","0","0","0","","","","","","","","","","","",""
"175208","0","0","0","","","","","","","0","0","0","","",""
"175210","0","0","0","","","","","","","0","0","0","","",""
"175216","","","","","","","","","","0","0","0","","",""
"175227","","","","","","","3","3","3","","","","","",""
"175228","","","","","","","","","","","","","2","2","2"
"175233","","","","","","","","","","0","0","0","","",""
"175241","","","","0","0","0","","","","","","","","",""
"175244","0","0","0","","","","","","","","","","","",""
"175248","","","","","","","0","0","0","","","","","",""
"175253","","","","0","0","0","","","","","","","","",""
"175255","0","0","0","0","0","0","","","","","","","","",""
"175273","","","","","","","","","","0","0","0","","",""
"175278","","","","","","","","","","0","0","0","","",""
"175289","","","","","","","10","10","10","","","","","",""
"175298","","","","","","","","","","0","0","0","","",""
"175300","","","","0","0","0","","","","","","","","",""
"175305","0","0","0","","","","","","","","","","","",""
"175309","","","","0","0","0","","","","","","","","",""
"175317","","","","0","0","0","","","","","","","4","4","4"
"175320","","","","","","","","","","0","0","0","","",""
"175322","","","","","","","0","0","0","","","","","",""
"175331","","","","","","","0","0","0","","","","","",""
"175339","","","","","","","0","0","0","","","","","",""
"175341","","","","","","","7","7","7","","","","","",""
"175343","0","0","0","","","","","","","","","","","",""
"175344","","","","0","0","0","","","","","","","","",""
"175345","","","","","","","4","4","4","","","","","",""
"175352","0","0","0","","","","","","","","","","","",""
"175357","","","","0","0","0","","","","","","","","",""
"175359","","","","","","","2","2","2","","","","","",""
"175361","","","","","","","","","","","","","2","2","2"
"175366","","","","","","","","","","0","0","0","","",""
"175369","","","","0","0","0","","","","0","0","0","","",""
"175373","","","","0","0","0","","","","","","","","",""
"175378","","","","","","","","","","","","","6","6","6"
"175386","","","","","","","","","","","","","2","2","2"
"175387","0","0","0","","","","","","","","","","","",""
"175390","","","","","","","0","0","0","0","0","0","","",""
"175395","","","","","","","8","8","8","","","","","",""
"175396","","","","0","0","0","","","","0","0","0","","",""
"175399","","","","","","","0","0","0","","","","","",""
"175405","","","","0","0","0","","","","","","","","",""
"175406","","","","","","","","","","","","","4","4","4"
"175409","0","0","0","","","","","","","0","0","0","","",""
"175410","","","","","","","","","","0","0","0","","",""
"175412","","","","","","","","","","","","","0","0","0"
"175413","","","","","","","","","","","","","3","3","3"
"175417","","","","0","0","0","","","","","","","","",""
"175419","0","0","0","","","","","","","","","","","",""
"175420","","","","","","","","","","0","0","0","","",""
"175425","","","","","","","","","","","","","3","3","3"
"175427","","","","0","0","0","","","","","","","","",""
"175431","","","","","","","","","","","","","0","0","0"
"175432","0","0","0","","","","","","","","","","","",""
"175441","","","","","","","","","","0","0","0","","",""
"175444","","","","0","0","0","","","","","","","","",""
"175445","0","0","0","","","","","","","","","","0","0","0"
"175448","","","","","","","0","0","0","","","","","",""
"175450","","","","","","","","","","0","0","0","","",""
"175461","","","","","","","","","","0","0","0","","",""
"175463","0","0","0","","","","","","","","","","","",""
"175467","","","","","","","","","","","","","3","3","3"
"175469","","","","","","","","","","","","","11","11","11"
"175472","","","","","","","","","","0","0","0","","",""
"175474","","","","0","0","0","","","","","","","","",""
"175477","","","","","","","4","4","4","","","","1","1","1"
"175478","","","","0","0","0","","","","","","","","",""
"175479","","","","0","0","0","","","","","","","","",""
"175482","","","","0","0","0","","","","","","","","",""
"175487","","","","","","","","","","0","0","0","","",""
"175491","","","","","","","","","","0","0","0","0","0","0"
"175492","0","0","0","","","","","","","","","","","",""
"175496","","","","","","","","","","0","0","0","","",""
"175497","0","0","0","","","","","","","","","","","",""
"175499","","","","","","","","","","","","","13","13","13"
"175500","","","","","","","","","","","","","4","4","4"
"175504","","","","0","0","0","","","","","","","","",""
"175508","","","","","","","","","","","","","4","4","4"
"175509","","","","","","","","","","0","0","0","","",""
"175515","","","","","","","","","","","","","5","5","5"
"175530","","","","","","","1","1","1","","","","","",""
"175533","","","","0","0","0","","","","","","","","",""
"175535","","","","","","","","","","0","0","0","","",""
"175536","0","0","0","","","","","","","","","","","",""
"175538","0","0","0","","","","","","","","","","","",""
"175549","0","0","0","","","","","","","","","","","",""
"175551","","","","0","0","0","","","","","","","","",""
"175552","","","","","","","","","","0","0","0","","",""
"175553","","","","","","","","","","0","0","0","","",""
"175555","","","","0","0","0","","","","","","","","",""
"175556","","","","","","","","","","","","","1","1","1"
"175565","","","","0","0","0","","","","","","","0","0","0"
"175567","","","","","","","","","","0","0","0","","",""
"175577","","","","0","0","0","","","","","","","","",""
"175578","","","","","","","","","","","","","0","0","0"
"175586","","","","","","","1","1","1","","","","","",""
"175591","","","","","","","","","","","","","0","0","0"
"175598","0","0","0","0","0","0","","","","0","0","0","","",""
"175601","","","","","","","","","","0","0","0","","",""
"175604","0","0","0","0","0","0","","","","","","","","",""
"175611","","","","","","","0","0","0","","","","","",""
"175613","","","","","","","","","","","","","0","0","0"
"175614","","","","","","","","","","","","","0","0","0"
"175617","","","","0","0","0","","","","","","","","",""
"175618","","","","","","","0","0","0","","","","","",""
"175622","","","","","","","","","","","","","0","0","0"
"175625","","","","0","0","0","","","","","","","","",""
"175634","","","","","","","","","","0","0","0","","",""
"175636","","","","","","","","","","0","0","0","0","0","0"
"175638","","","","","","","","","","","","","0","0","0"
"175649","","","","","","","3","3","3","","","","","",""
"175651","","","","","","","","","","","","","3","3","3"
"175653","","","","","","","1","1","1","","","","","",""
"175662","0","0","0","","","","","","","","","","","",""
"175667","","","","","","","2","2","2","","","","","",""
"175668","","","","0","0","0","","","","","","","","",""
"175669","0","0","0","","","","","","","","","","","",""
"175671","","","","","","","","","","","","","6","6","6"
"175672","","","","","","","","","","0","0","0","","",""
"175675","","","","0","0","0","","","","0","0","0","","",""
"175676","","","","","","","1","1","1","","","","","",""
"175681","","","","","","","","","","0","0","0","","",""
"175687","0","0","0","","","","","","","","","","","",""
"175692","","","","","","","4","4","4","","","","","",""
"175693","","","","","","","5","5","5","","","","","",""
"175699","","","","","","","6","6","6","","","","","",""
"175703","0","0","0","0","0","0","5","5","5","","","","3","3","3"
"175707","","","","0","0","0","","","","","","","","",""
"175708","","","","0","0","0","","","","0","0","0","","",""
"175710","","","","","","","","","","","","","5","5","5"
"175718","","","","","","","","","","0","0","0","","",""
"175719","","","","","","","5","5","5","","","","","",""
"175723","0","0","0","","","","0","0","0","","","","","",""
"175724","","","","","","","","","","0","0","0","3","3","3"
"175729","","","","","","","","","","","","","12","12","12"
"175731","0","0","0","","","","","","","","","","","",""
"175735","","","","","","","","","","0","0","0","","",""
"175737","","","","0","0","0","","","","","","","0","0","0"
"175738","","","","0","0","0","","","","","","","","",""
"175749","0","0","0","","","","","","","","","","","",""
"175753","0","0","0","","","","","","","","","","","",""
"175754","","","","","","","4","4","4","","","","","",""
"175764","","","","","","","","","","0","0","0","5","5","5"
"175775","","","","","","","4","4","4","","","","","",""
"175776","","","","","","","","","","0","0","0","","",""
"175778","","","","","","","0","0","0","","","","","",""
"175779","","","","","","","","","","","","","4","4","4"
"175780","0","0","0","","","","","","","","","","","",""
"175781","","","","","","","9","9","9","","","","3","3","3"
"175783","","","","0","0","0","","","","","","","","",""
"175786","","","","","","","","","","","","","2","2","2"
"175787","","","","","","","","","","0","0","0","","",""
"175789","","","","","","","0","0","0","0","0","0","","",""
"175790","","","","","","","","","","0","0","0","","",""
"175792","","","","","","","1","1","1","","","","","",""
"175793","","","","0","0","0","","","","","","","","",""
"175808","","","","0","0","0","","","","","","","","",""
"175809","","","","0","0","0","","","","0","0","0","","",""
"175816","","","","","","","","","","","","","0","0","0"
"175818","","","","","","","","","","0","0","0","","",""
"175819","","","","","","","","","","","","","6","6","6"
"175820","0","0","0","","","","","","","","","","","",""
"175821","","","","0","0","0","","","","","","","","",""
"175825","","","","","","","0","0","0","","","","0","0","0"
"175826","0","0","0","","","","","","","","","","","",""
"175829","","","","0","0","0","","","","","","","","",""
"175831","0","0","0","","","","3","3","3","","","","","",""
"175842","","","","","","","","","","","","","0","0","0"
"175853","","","","0","0","0","","","","","","","","",""
"175859","","","","0","0","0","","","","","","","","",""
"175868","0","0","0","","","","","","","","","","","",""
"175871","0","0","0","","","","","","","","","","","",""
"175878","","","","0","0","0","","","","","","","","",""
"175879","","","","","","","","","","","","","8","8","8"
"175883","","","","0","0","0","","","","","","","","",""
"175889","","","","","","","","","","","","","9","9","9"
"175890","","","","","","","2","2","2","","","","","",""
"175893","","","","0","0","0","","","","","","","","",""
"175894","","","","","","","","","","0","0","0","","",""
"175898","","","","","","","","","","0","0","0","","",""
"175900","0","0","0","","","","","","","","","","","",""
"175918","","","","","","","","","","0","0","0","","",""
"175919","","","","","","","0","0","0","","","","","",""
"175931","","","","","","","4","4","4","","","","","",""
"175934","","","","","","","10","10","10","","","","","",""
"175938","0","0","0","","","","","","","","","","","",""
"175947","0","0","0","","","","","","","","","","","",""
"175949","","","","","","","","","","0","0","0","","",""
"175952","","","","0","0","0","","","","0","0","0","","",""
"175954","","","","0","0","0","","","","","","","","",""
"175957","","","","","","","","","","0","0","0","","",""
"175959","0","0","0","","","","","","","","","","6","6","6"
"175962","","","","","","","0","0","0","","","","","",""
"175966","","","","0","0","0","5","5","5","","","","2","2","2"
"175967","","","","0","0","0","","","","0","0","0","","",""
"175975","","","","","","","0","0","0","","","","","",""
"175978","","","","","","","0","0","0","","","","0","0","0"
"175981","","","","0","0","0","","","","","","","","",""
"175982","","","","","","","","","","","","","3","3","3"
"175986","","","","","","","3","3","3","","","","","",""
"175991","","","","","","","","","","","","","3","3","3"
"175993","","","","","","","1","1","1","","","","","",""
"175994","","","","","","","","","","0","0","0","","",""
"175996","","","","","","","0","0","0","","","","","",""
"176000","0","0","0","","","","","","","","","","2","2","2"
"176002","0","0","0","0","0","0","","","","","","","","",""
"176003","","","","","","","","","","0","0","0","","",""
"176009","","","","","","","3","3","3","","","","","",""
"176013","","","","","","","","","","","","","5","5","5"
"176015","","","","","","","0","0","0","","","","","",""
"176017","","","","","","","","","","0","0","0","","",""
"176018","","","","","","","","","","0","0","0","","",""
"176020","","","","","","","","","","","","","0","0","0"
"176027","","","","","","","0","0","0","","","","0","0","0"
"176034","","","","","","","","","","","","","0","0","0"
"176042","0","0","0","0","0","0","","","","","","","","",""
"176045","","","","0","0","0","","","","","","","","",""
"176047","","","","","","","","","","","","","0","0","0"
"176048","","","","0","0","0","","","","","","","","",""
"176054","","","","","","","","","","","","","0","0","0"
"176056","","","","","","","","","","","","","2","2","2"
"176066","0","0","0","","","","","","","","","","","",""
"176074","0","0","0","","","","","","","","","","","",""
"176075","","","","","","","","","","","","","0","0","0"
"176082","","","","","","","","","","0","0","0","","",""
"176083","0","0","0","","","","","","","","","","","",""
"176084","","","","","","","","","","0","0","0","","",""
"176085","","","","0","0","0","","","","","","","","",""
"176096","0","0","0","","","","","","","","","","","",""
"176098","0","0","0","","","","","","","","","","0","0","0"
"176099","","","","0","0","0","1","1","1","","","","","",""
"176103","","","","","","","","","","0","0","0","","",""
"176105","","","","","","","3","3","3","","","","","",""
"176108","","","","","","","","","","","","","11","11","11"
"176114","","","","","","","","","","0","0","0","","",""
"176116","","","","","","","1","1","1","","","","","",""
"176121","0","0","0","","","","","","","","","","","",""
"176122","","","","","","","","","","0","0","0","","",""
"176125","0","0","0","","","","","","","","","","2","2","2"
"176126","","","","","","","","","","0","0","0","","",""
"176127","","","","","","","","","","","","","4","4","4"
"176129","","","","","","","0","0","0","","","","","",""
"176130","0","0","0","","","","","","","","","","","",""
"176131","","","","","","","0","0","0","0","0","0","","",""
"176135","","","","","","","","","","","","","5","5","5"
"176159","","","","","","","","","","0","0","0","","",""
"176162","","","","","","","","","","","","","0","0","0"
"176163","","","","","","","","","","0","0","0","0","0","0"
"176167","","","","0","0","0","","","","","","","","",""
"176170","0","0","0","","","","","","","","","","","",""
"176175","0","0","0","0","0","0","","","","","","","","",""
"176176","0","0","0","","","","","","","","","","","",""
"176177","","","","","","","","","","","","","0","0","0"
"176181","","","","","","","","","","0","0","0","","",""
"176183","","","","","","","4","4","4","","","","","",""
"176186","","","","0","0","0","","","","","","","","",""
"176190","","","","","","","","","","0","0","0","","",""
"176194","","","","0","0","0","","","","","","","","",""
"176198","","","","","","","","","","","","","0","0","0"
"176203","","","","","","","","","","","","","1","1","1"
"176207","","","","0","0","0","","","","","","","","",""
"176214","0","0","0","","","","","","","","","","","",""
"176215","","","","","","","","","","","","","0","0","0"
"176219","0","0","0","","","","","","","","","","","",""
"176223","","","","","","","","","","0","0","0","","",""
"176228","","","","","","","5","5","5","","","","","",""
"176232","0","0","0","","","","","","","","","","","",""
"176248","","","","0","0","0","","","","","","","","",""
"176249","","","","0","0","0","","","","0","0","0","","",""
"176262","","","","","","","0","0","0","","","","","",""
"176263","","","","","","","","","","","","","0","0","0"
"176272","","","","0","0","0","","","","","","","","",""
"176276","","","","0","0","0","","","","","","","","",""
"176278","0","0","0","","","","","","","","","","","",""
"176286","","","","","","","9","9","9","","","","","",""
"176289","0","0","0","","","","","","","","","","","",""
"176292","","","","0","0","0","","","","","","","","",""
"176296","","","","","","","","","","0","0","0","","",""
"176297","","","","","","","5","5","5","","","","","",""
"176305","","","","0","0","0","","","","0","0","0","","",""
"176306","0","0","0","","","","","","","","","","","",""
"176308","0","0","0","","","","","","","","","","","",""
"176309","","","","","","","4","4","4","","","","","",""
"176310","","","","","","","6","6","6","","","","","",""
"176311","","","","","","","","","","","","","4","4","4"
"176312","","","","","","","","","","","","","2","2","2"
"176316","","","","","","","","","","","","","3","3","3"
"176317","","","","0","0","0","2","2","2","","","","","",""
"176319","","","","0","0","0","","","","","","","","",""
"176321","","","","","","","","","","0","0","0","","",""
"176326","0","0","0","","","","","","","","","","","",""
"176329","","","","","","","0","0","0","","","","","",""
"176330","","","","","","","","","","0","0","0","","",""
"176333","","","","0","0","0","","","","","","","","",""
"176335","","","","","","","","","","0","0","0","","",""
"176341","","","","0","0","0","","","","","","","","",""
"176344","","","","","","","0","0","0","","","","","",""
"176346","","","","","","","","","","0","0","0","","",""
"176349","","","","","","","","","","","","","7","7","7"
"176351","","","","","","","3","3","3","","","","","",""
"176356","","","","0","0","0","","","","","","","","",""
"176358","","","","0","0","0","","","","","","","","",""
"176360","","","","","","","","","","","","","6","6","6"
"176376","","","","0","0","0","","","","","","","","",""
"176380","","","","","","","2","2","2","","","","","",""
"176391","","","","","","","2","2","2","","","","","",""
"176392","","","","","","","0","0","0","","","","","",""
"176397","0","0","0","0","0","0","","","","","","","","",""
"176400","","","","0","0","0","","","","","","","","",""
"176401","","","","","","","","","","","","","2","2","2"
"176402","0","0","0","0","0","0","","","","","","","","",""
"176403","","","","0","0","0","","","","","","","","",""
"176404","","","","0","0","0","","","","","","","","",""
"176405","","","","0","0","0","","","","","","","4","4","4"
"176407","0","0","0","","","","","","","","","","","",""
"176408","","","","","","","","","","","","","1","1","1"
"176413","","","","","","","6","6","6","","","","","",""
"176414","","","","","","","","","","","","","5","5","5"
"176415","","","","","","","","","","0","0","0","","",""
"176424","","","","0","0","0","","","","","","","","",""
"176427","","","","","","","","","","","","","1","1","1"
"176431","","","","","","","4","4","4","","","","3","3","3"
"176444","","","","","","","5","5","5","","","","","",""
"176455","","","","","","","3","3","3","","","","","",""
"176457","","","","","","","","","","","","","1","1","1"
"176459","0","0","0","","","","","","","","","","","",""
"176470","","","","0","0","0","","","","","","","","",""
"176472","","","","0","0","0","","","","","","","","",""
"176476","","","","","","","","","","0","0","0","","",""
"176478","","","","0","0","0","","","","","","","1","1","1"
"176483","","","","0","0","0","","","","","","","","",""
"176485","","","","","","","0","0","0","","","","","",""
"176490","","","","","","","","","","0","0","0","0","0","0"
"176491","","","","","","","","","","0","0","0","","",""
"176492","","","","0","0","0","","","","","","","","",""
"176495","","","","","","","","","","","","","1","1","1"
"176496","","","","","","","1","1","1","","","","","",""
"176497","","","","","","","0","0","0","","","","","",""
"176499","","","","","","","","","","","","","10","10","10"
"176501","","","","","","","0","0","0","0","0","0","2","2","2"
"176506","0","0","0","0","0","0","","","","","","","","",""
"176507","","","","","","","","","","","","","3","3","3"
"176512","","","","","","","","","","","","","0","0","0"
"176513","","","","","","","2","2","2","","","","","",""
"176516","","","","0","0","0","","","","","","","","",""
"176518","","","","0","0","0","","","","","","","4","4","4"
"176523","","","","","","","0","0","0","0","0","0","","",""
"176524","0","0","0","","","","","","","","","","","",""
"176526","","","","","","","","","","","","","7","7","7"
"176532","","","","","","","","","","","","","3","3","3"
"176534","","","","","","","","","","","","","6","6","6"
"176537","0","0","0","","","","","","","","","","","",""
"176538","","","","","","","0","0","0","","","","","",""
"176540","0","0","0","","","","","","","","","","","",""
"176542","","","","0","0","0","","","","","","","","",""
"176550","0","0","0","","","","","","","","","","","",""
"176558","","","","","","","","","","","","","7","7","7"
"176560","","","","","","","1","1","1","","","","2","2","2"
"176562","0","0","0","","","","","","","","","","","",""
"176568","","","","","","","3","3","3","","","","","",""
"176570","0","0","0","","","","","","","","","","","",""
"176574","","","","","","","","","","","","","8","8","8"
"176576","","","","","","","6","6","6","","","","","",""
"176579","","","","","","","2","2","2","","","","","",""
"176580","","","","","","","","","","0","0","0","","",""
"176584","0","0","0","","","","","","","","","","","",""
"176585","","","","","","","0","0","0","","","","","",""
"176588","","","","","","","","","","0","0","0","","",""
"176596","0","0","0","","","","","","","","","","","",""
"176602","0","0","0","","","","","","","","","","","",""
"176604","","","","","","","","","","0","0","0","","",""
"176605","","","","0","0","0","","","","","","","6","6","6"
"176607","","","","","","","","","","","","","5","5","5"
"176609","0","0","0","","","","","","","0","0","0","","",""
"176615","0","0","0","0","0","0","","","","","","","","",""
"176620","","","","","","","5","5","5","","","","","",""
"176621","0","0","0","","","","","","","","","","","",""
"176626","","","","","","","","","","0","0","0","","",""
"176628","","","","","","","0","0","0","","","","","",""
"176629","","","","","","","","","","0","0","0","","",""
"176633","","","","","","","0","0","0","","","","","",""
"176634","","","","","","","","","","0","0","0","","",""
"176638","0","0","0","","","","","","","","","","","",""
"176639","","","","","","","","","","","","","14","14","14"
"176640","0","0","0","","","","","","","","","","","",""
"176651","0","0","0","","","","","","","","","","","",""
"176656","","","","","","","1","1","1","","","","","",""
"176667","","","","","","","0","0","0","","","","","",""
"176668","","","","","","","","","","0","0","0","","",""
"176675","","","","","","","","","","","","","5","5","5"
"176677","0","0","0","","","","","","","","","","","",""
"176678","0","0","0","","","","","","","","","","3","3","3"
"176679","","","","","","","2","2","2","","","","","",""
"176685","","","","0","0","0","0","0","0","","","","","",""
"176687","0","0","0","","","","","","","","","","","",""
"176691","","","","","","","","","","0","0","0","2","2","2"
"176697","","","","0","0","0","","","","","","","","",""
"176698","","","","","","","4","4","4","","","","","",""
"176701","","","","","","","","","","0","0","0","","",""
"176702","0","0","0","","","","","","","","","","","",""
"176703","0","0","0","","","","","","","","","","","",""
"176704","","","","0","0","0","0","0","0","","","","","",""
"176705","0","0","0","","","","","","","","","","","",""
"176708","","","","","","","4","4","4","","","","","",""
"176716","0","0","0","","","","4","4","4","","","","","",""
"176720","","","","0","0","0","","","","","","","","",""
"176728","","","","","","","","","","0","0","0","","",""
"176730","","","","","","","","","","","","","5","5","5"
"176737","0","0","0","0","0","0","","","","","","","","",""
"176741","","","","","","","0","0","0","","","","","",""
"176742","","","","","","","","","","0","0","0","","",""
"176754","0","0","0","","","","","","","","","","","",""
"176761","","","","","","","","","","","","","3","3","3"
"176765","","","","","","","","","","","","","0","0","0"
"176767","","","","","","","","","","0","0","0","","",""
"176768","","","","0","0","0","","","","","","","","",""
"176769","","","","","","","0","0","0","","","","","",""
"176770","","","","0","0","0","","","","","","","","",""
"176776","","","","","","","6","6","6","","","","","",""
"176778","","","","","","","0","0","0","","","","","",""
"176780","","","","","","","","","","","","","0","0","0"
"176784","","","","","","","3","3","3","","","","","",""
"176788","","","","","","","0","0","0","","","","","",""
"176792","0","0","0","","","","","","","","","","","",""
"176795","","","","","","","3","3","3","","","","","",""
"176800","","","","0","0","0","4","4","4","","","","","",""
"176804","","","","","","","9","9","9","","","","","",""
"176813","","","","0","0","0","","","","","","","","",""
"176818","0","0","0","","","","","","","","","","","",""
"176823","","","","","","","","","","","","","0","0","0"
"176825","","","","","","","","","","","","","6","6","6"
"176831","","","","","","","5","5","5","","","","","",""
"176832","0","0","0","","","","","","","","","","","",""
"176834","","","","","","","","","","","","","7","7","7"
"176839","","","","","","","1","1","1","","","","6","6","6"
"176840","","","","","","","0","0","0","","","","","",""
"176843","","","","","","","","","","","","","9","9","9"
"176847","0","0","0","","","","","","","","","","","",""
"176849","","","","","","","0","0","0","","","","","",""
"176851","0","0","0","","","","","","","","","","","",""
"176854","0","0","0","","","","","","","","","","","",""
"176855","","","","0","0","0","","","","","","","","",""
"176856","0","0","0","","","","","","","","","","","",""
"176862","0","0","0","0","0","0","","","","","","","","",""
"176872","","","","0","0","0","","","","","","","","",""
"176873","","","","","","","","","","","","","4","4","4"
"176876","","","","","","","","","","0","0","0","","",""
"176877","","","","0","0","0","","","","","","","","",""
"176879","","","","0","0","0","","","","","","","8","8","8"
"176880","0","0","0","","","","","","","","","","1","1","1"
"176891","","","","","","","","","","0","0","0","","",""
"176905","","","","0","0","0","","","","","","","","",""
"176910","","","","","","","","","","0","0","0","","",""
"176915","","","","","","","","","","0","0","0","","",""
"176918","","","","","","","","","","","","","0","0","0"
