"Step","110-dynamic","110-dynamic - latency-1__MIN","110-dynamic - latency-1__MAX","110-ofb","110-ofbt - latency-1__MIN","110-ofbt - latency-1__MAX","110-static-1","110-static-1 - latency-1__MIN","110-static-1 - latency-1__MAX","110-every-100","110-every-100 - latency-1__MIN","110-every-100 - latency-1__MAX","110-every-10","110-every-10 - latency-1__MIN","110-every-10 - latency-1__MAX"
"111957","","","","","","","70","70","70","","","","","",""
"111961","","","","","","","70","70","70","","","","","",""
"111963","","","","1.1111111111111112","1.1111111111111112","1.1111111111111112","","","","39.875","39.875","39.875","70","70","70"
"111971","","","","0","0","0","","","","","","","","",""
"111973","","","","","","","","","","39.7","39.7","39.7","70","70","70"
"111988","","","","","","","","","","38.625","38.625","38.625","70","70","70"
"111991","","","","","","","","","","38.55555555555556","38.55555555555556","38.55555555555556","69.875","69.875","69.875"
"111993","","","","","","","","","","38.888888888888886","38.888888888888886","38.888888888888886","70","70","70"
"111994","1","1","1","","","","","","","","","","","",""
"112002","2.888888888888889","2.888888888888889","2.888888888888889","","","","69.85714285714286","69.85714285714286","69.85714285714286","41.77777777777778","41.77777777777778","41.77777777777778","70","70","70"
"112003","","","","","","","","","","41.7","41.7","41.7","70","70","70"
"112005","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","","","","",""
"112019","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"112027","","","","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","",""
"112047","","","","","","","","","","37.5","37.5","37.5","70","70","70"
"112053","","","","","","","","","","37.5","37.5","37.5","70","70","70"
"112055","","","","","","","","","","37.8","37.8","37.8","70","70","70"
"112059","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"112064","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","70","70","70","","","","","",""
"112066","","","","","","","70","70","70","","","","","",""
"112073","5.888888888888889","5.888888888888889","5.888888888888889","","","","","","","","","","","",""
"112075","","","","","","","70","70","70","","","","","",""
"112082","","","","1.1111111111111112","1.1111111111111112","1.1111111111111112","","","","","","","","",""
"112088","","","","","","","","","","38.22222222222222","38.22222222222222","38.22222222222222","70","70","70"
"112089","4.6","4.6","4.6","","","","","","","","","","","",""
"112106","","","","","","","","","","38","38","38","70","70","70"
"112108","","","","","","","70","70","70","","","","","",""
"112112","2.2222222222222223","2.2222222222222223","2.2222222222222223","","","","","","","","","","","",""
"112113","","","","","","","","","","37.25","37.25","37.25","69.85714285714286","69.85714285714286","69.85714285714286"
"112118","","","","3","3","3","","","","","","","","",""
"112131","3.3","3.3","3.3","","","","","","","","","","","",""
"112133","","","","","","","70","70","70","","","","","",""
"112134","3.6666666666666665","3.6666666666666665","3.6666666666666665","","","","","","","","","","","",""
"112137","","","","1","1","1","","","","","","","","",""
"112140","","","","","","","70","70","70","","","","","",""
"112141","","","","","","","70","70","70","","","","","",""
"112142","","","","","","","","","","34","34","34","70","70","70"
"112143","","","","","","","70","70","70","","","","","",""
"112145","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"112149","","","","","","","70","70","70","","","","","",""
"112156","2.5454545454545454","2.5454545454545454","2.5454545454545454","3","3","3","","","","","","","","",""
"112161","","","","","","","","","","35.333333333333336","35.333333333333336","35.333333333333336","70","70","70"
"112163","","","","2","2","2","","","","","","","","",""
"112164","","","","","","","","","","35.125","35.125","35.125","70","70","70"
"112168","3.375","3.375","3.375","","","","","","","","","","","",""
"112169","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","","","","","",""
"112172","2.7","2.7","2.7","","","","","","","","","","","",""
"112173","","","","","","","","","","33.6","33.6","33.6","70","70","70"
"112183","","","","2.4444444444444446","2.4444444444444446","2.4444444444444446","","","","","","","","",""
"112185","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","","","","",""
"112193","","","","","","","70","70","70","","","","","",""
"112196","","","","","","","","","","35.5","35.5","35.5","70","70","70"
"112197","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"112200","","","","2.5555555555555554","2.5555555555555554","2.5555555555555554","","","","","","","","",""
"112208","3","3","3","","","","","","","","","","","",""
"112212","3.9","3.9","3.9","","","","","","","","","","","",""
"112213","","","","4","4","4","","","","","","","","",""
"112215","4.444444444444445","4.444444444444445","4.444444444444445","","","","","","","","","","","",""
"112216","","","","","","","","","","35.5","35.5","35.5","70","70","70"
"112225","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","","","","",""
"112241","","","","","","","","","","36.5","36.5","36.5","70","70","70"
"112243","","","","","","","","","","36.875","36.875","36.875","70","70","70"
"112267","0.625","0.625","0.625","","","","","","","","","","","",""
"112269","","","","","","","70","70","70","","","","","",""
"112280","","","","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","",""
"112281","","","","","","","","","","35.857142857142854","35.857142857142854","35.857142857142854","69.5","69.5","69.5"
"112287","","","","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","","","","","",""
"112291","0.5","0.5","0.5","4","4","4","","","","","","","","",""
"112292","0.1111111111111111","0.1111111111111111","0.1111111111111111","","","","","","","","","","","",""
"112294","","","","","","","","","","35.111111111111114","35.111111111111114","35.111111111111114","70","70","70"
"112295","","","","5","5","5","","","","","","","","",""
"112303","0","0","0","","","","70","70","70","","","","","",""
"112312","","","","","","","","","","38.142857142857146","38.142857142857146","38.142857142857146","70","70","70"
"112313","","","","","","","","","","38.375","38.375","38.375","70","70","70"
"112320","","","","3","3","3","69.57142857142857","69.57142857142857","69.57142857142857","38.55555555555556","38.55555555555556","38.55555555555556","70","70","70"
"112321","","","","","","","","","","38.375","38.375","38.375","69.83333333333333","69.83333333333333","69.83333333333333"
"112323","2","2","2","","","","","","","","","","","",""
"112324","","","","3.111111111111111","3.111111111111111","3.111111111111111","","","","","","","","",""
"112326","","","","","","","70","70","70","","","","","",""
"112330","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","","",""
"112331","","","","","","","","","","38","38","38","70","70","70"
"112335","","","","","","","70","70","70","","","","","",""
"112336","","","","","","","","","","38.333333333333336","38.333333333333336","38.333333333333336","70","70","70"
"112344","","","","","","","69.5","69.5","69.5","","","","","",""
"112345","","","","2.7","2.7","2.7","","","","","","","","",""
"112348","","","","","","","70","70","70","","","","","",""
"112349","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","","","","",""
"112357","","","","0.8888888888888888","0.8888888888888888","0.8888888888888888","","","","","","","","",""
"112359","0.1111111111111111","0.1111111111111111","0.1111111111111111","","","","","","","39","39","39","0","0","0"
"112367","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"112372","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","","",""
"112373","","","","","","","70","70","70","","","","","",""
"112380","3.5","3.5","3.5","","","","","","","","","","","",""
"112383","","","","","","","","","","35.55555555555556","35.55555555555556","35.55555555555556","70","70","70"
"112385","3.888888888888889","3.888888888888889","3.888888888888889","","","","","","","","","","","",""
"112388","","","","","","","","","","36.5","36.5","36.5","70","70","70"
"112390","","","","","","","","","","35.625","35.625","35.625","70","70","70"
"112392","","","","","","","70","70","70","","","","","",""
"112395","","","","0.2","0.2","0.2","","","","","","","","",""
"112396","","","","","","","70","70","70","","","","","",""
"112398","","","","","","","70","70","70","","","","","",""
"112399","3.272727272727273","3.272727272727273","3.272727272727273","","","","","","","","","","","",""
"112402","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"112404","","","","0.7","0.7","0.7","","","","","","","","",""
"112406","","","","0.7777777777777778","0.7777777777777778","0.7777777777777778","","","","","","","","",""
"112407","","","","","","","70","70","70","","","","","",""
"112410","","","","","","","69.33333333333333","69.33333333333333","69.33333333333333","","","","","",""
"112412","","","","","","","","","","36.333333333333336","36.333333333333336","36.333333333333336","70","70","70"
"112414","0.8888888888888888","0.8888888888888888","0.8888888888888888","","","","","","","","","","","",""
"112418","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"112423","","","","0","0","0","","","","36.625","36.625","36.625","70","70","70"
"112426","","","","","","","","","","36","36","36","70","70","70"
"112428","","","","","","","70","70","70","","","","","",""
"112433","","","","","","","70","70","70","","","","","",""
"112435","2.2222222222222223","2.2222222222222223","2.2222222222222223","1","1","1","","","","","","","","",""
"112438","","","","","","","","","","37.77777777777778","37.77777777777778","37.77777777777778","68.71428571428571","68.71428571428571","68.71428571428571"
"112440","","","","","","","","","","38.44444444444444","38.44444444444444","38.44444444444444","70","70","70"
"112441","","","","","","","","","","38.75","38.75","38.75","70","70","70"
"112442","2.9","2.9","2.9","","","","","","","","","","","",""
"112445","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","",""
"112446","","","","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","",""
"112447","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","","","","","","","","",""
"112452","","","","","","","","","","37.888888888888886","37.888888888888886","37.888888888888886","70","70","70"
"112454","","","","","","","","","","38.333333333333336","38.333333333333336","38.333333333333336","70","70","70"
"112461","","","","","","","","","","40","40","40","70","70","70"
"112463","","","","1","1","1","","","","","","","","",""
"112467","","","","","","","","","","40","40","40","69.5","69.5","69.5"
