"Step","110-dynamic","110-dynamic - latency-1__MIN","110-dynamic - latency-1__MAX","110-ofb","110-ofbt - latency-1__MIN","110-ofbt - latency-1__MAX","110-static-1","110-static-1 - latency-1__MIN","110-static-1 - latency-1__MAX","110-every-100","110-every-100 - latency-1__MIN","110-every-100 - latency-1__MAX","110-every-10","110-every-10 - latency-1__MIN","110-every-10 - latency-1__MAX"
"195273","","","","","","","","","","","","","70","70","70"
"195278","","","","","","","","","","","","","70","70","70"
"195279","","","","3","3","3","","","","","","","","",""
"195293","","","","","","","","","","6.285714285714286","6.285714285714286","6.285714285714286","","",""
"195299","2.2222222222222223","2.2222222222222223","2.2222222222222223","","","","","","","","","","","",""
"195303","","","","2.7777777777777777","2.7777777777777777","2.7777777777777777","","","","","","","","",""
"195305","","","","","","","","","","","","","70","70","70"
"195306","","","","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","",""
"195308","1.25","1.25","1.25","","","","","","","","","","","",""
"195317","","","","0","0","0","","","","","","","","",""
"195319","3.1","3.1","3.1","","","","","","","","","","","",""
"195321","","","","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","70","70","70"
"195323","","","","","","","","","","","","","70","70","70"
"195325","","","","","","","70","70","70","","","","","",""
"195327","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"195328","","","","0.6","0.6","0.6","70","70","70","","","","","",""
"195330","","","","","","","70","70","70","5","5","5","","",""
"195334","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667","","","","","",""
"195347","2.5","2.5","2.5","","","","","","","4","4","4","","",""
"195348","","","","","","","","","","3.7777777777777777","3.7777777777777777","3.7777777777777777","","",""
"195349","2.7","2.7","2.7","","","","","","","","","","0","0","0"
"195357","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","",""
"195361","","","","","","","","","","5.555555555555555","5.555555555555555","5.555555555555555","","",""
"195365","","","","","","","","","","7","7","7","","",""
"195372","","","","2.4444444444444446","2.4444444444444446","2.4444444444444446","70","70","70","","","","","",""
"195381","1","1","1","","","","","","","","","","70","70","70"
"195383","","","","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"195390","","","","","","","","","","13","13","13","","",""
"195391","","","","","","","","","","12.777777777777779","12.777777777777779","12.777777777777779","","",""
"195400","1.6","1.6","1.6","","","","","","","12.714285714285714","12.714285714285714","12.714285714285714","","",""
"195402","","","","","","","","","","13","13","13","","",""
"195403","1.2222222222222223","1.2222222222222223","1.2222222222222223","","","","","","","","","","","",""
"195415","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","","","","",""
"195416","1.625","1.625","1.625","","","","70","70","70","","","","","",""
"195423","","","","2.3","2.3","2.3","","","","","","","","",""
"195429","","","","","","","70","70","70","","","","","",""
"195435","","","","","","","70","70","70","12.555555555555555","12.555555555555555","12.555555555555555","","",""
"195439","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","","","","",""
"195441","","","","2","2","2","","","","","","","","",""
"195444","","","","","","","","","","","","","70","70","70"
"195446","","","","","","","","","","","","","70","70","70"
"195450","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","69.57142857142857","69.57142857142857","69.57142857142857"
"195451","","","","","","","","","","12.222222222222221","12.222222222222221","12.222222222222221","","",""
"195454","","","","","","","","","","11","11","11","","",""
"195455","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"195460","","","","","","","","","","","","","70","70","70"
"195463","","","","1","1","1","","","","","","","","",""
"195464","5.111111111111111","5.111111111111111","5.111111111111111","","","","","","","","","","","",""
"195471","6.666666666666667","6.666666666666667","6.666666666666667","1","1","1","","","","","","","","",""
"195472","","","","","","","70","70","70","","","","","",""
"195473","","","","","","","70","70","70","","","","","",""
"195478","","","","","","","70","70","70","","","","","",""
"195479","","","","","","","70","70","70","","","","","",""
"195482","6.875","6.875","6.875","","","","","","","","","","","",""
"195483","6.555555555555555","6.555555555555555","6.555555555555555","","","","","","","","","","","",""
"195484","","","","0","0","0","","","","","","","","",""
"195489","","","","","","","70","70","70","","","","","",""
"195490","","","","","","","","","","10.5","10.5","10.5","","",""
"195493","","","","","","","","","","","","","70","70","70"
"195498","","","","1","1","1","","","","9.777777777777779","9.777777777777779","9.777777777777779","","",""
"195501","","","","","","","70","70","70","","","","","",""
"195502","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","70","70","70"
"195505","6.555555555555555","6.555555555555555","6.555555555555555","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"195513","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","","","","",""
"195514","","","","","","","","","","8","8","8","","",""
"195515","4.333333333333333","4.333333333333333","4.333333333333333","","","","","","","","","","","",""
"195520","","","","","","","","","","","","","70","70","70"
"195523","","","","","","","70","70","70","","","","","",""
"195526","","","","","","","70","70","70","","","","","",""
"195529","","","","0.5555555555555556","0.5555555555555556","0.5555555555555556","70","70","70","","","","0","0","0"
"195533","","","","","","","70","70","70","","","","","",""
"195535","","","","","","","","","","","","","70","70","70"
"195542","","","","","","","","","","7.5","7.5","7.5","","",""
"195546","","","","0","0","0","","","","","","","","",""
"195553","","","","","","","70","70","70","","","","","",""
"195555","4.777777777777778","4.777777777777778","4.777777777777778","","","","","","","","","","70","70","70"
"195557","","","","","","","","","","","","","69.875","69.875","69.875"
"195559","","","","","","","","","","","","","0","0","0"
"195566","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","","",""
"195567","","","","","","","70","70","70","","","","","",""
"195579","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","","","","","","","","",""
"195584","","","","","","","","","","7.1","7.1","7.1","","",""
"195587","","","","","","","70","70","70","","","","","",""
"195590","","","","","","","","","","","","","70","70","70"
"195591","","","","","","","","","","6.555555555555555","6.555555555555555","6.555555555555555","","",""
"195593","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333","","","","","",""
"195595","","","","","","","69.5","69.5","69.5","","","","","",""
"195600","","","","","","","70","70","70","","","","","",""
"195607","4.875","4.875","4.875","","","","","","","","","","","",""
"195611","","","","0.1111111111111111","0.1111111111111111","0.1111111111111111","70","70","70","","","","","",""
"195613","4.1","4.1","4.1","","","","","","","","","","","",""
"195617","","","","","","","70","70","70","","","","","",""
"195619","","","","","","","","","","7.666666666666667","7.666666666666667","7.666666666666667","","",""
"195621","","","","","","","","","","7.555555555555555","7.555555555555555","7.555555555555555","","",""
"195624","","","","","","","","","","","","","70","70","70"
"195625","","","","","","","","","","","","","70","70","70"
"195632","","","","","","","70","70","70","","","","","",""
"195634","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","","","","","","","",""
"195635","3","3","3","1.1111111111111112","1.1111111111111112","1.1111111111111112","","","","","","","","",""
"195638","","","","","","","70","70","70","","","","","",""
"195643","","","","","","","","","","","","","70","70","70"
"195646","","","","","","","70","70","70","","","","","",""
"195647","","","","","","","70","70","70","","","","","",""
"195651","","","","","","","70","70","70","","","","","",""
"195659","","","","","","","","","","","","","0","0","0"
"195662","7.222222222222222","7.222222222222222","7.222222222222222","","","","","","","","","","","",""
"195664","7.2","7.2","7.2","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","","","","",""
"195666","7.25","7.25","7.25","","","","70","70","70","","","","","",""
"195667","7.111111111111111","7.111111111111111","7.111111111111111","","","","","","","6.777777777777778","6.777777777777778","6.777777777777778","","",""
"195673","","","","","","","","","","7.222222222222222","7.222222222222222","7.222222222222222","","",""
"195675","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"195679","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","7.777777777777778","7.777777777777778","7.777777777777778","","",""
"195680","","","","","","","","","","7.875","7.875","7.875","","",""
"195684","","","","1.4444444444444444","1.4444444444444444","1.4444444444444444","","","","","","","","",""
"195685","","","","","","","","","","8","8","8","70","70","70"
"195686","","","","","","","","","","8.333333333333334","8.333333333333334","8.333333333333334","","",""
"195689","","","","","","","","","","","","","0","0","0"
"195696","","","","","","","","","","8.333333333333334","8.333333333333334","8.333333333333334","","",""
"195705","","","","","","","70","70","70","","","","","",""
"195706","","","","","","","","","","","","","70","70","70"
"195715","4.222222222222222","4.222222222222222","4.222222222222222","","","","","","","","","","70","70","70"
"195717","4.428571428571429","4.428571428571429","4.428571428571429","","","","","","","","","","","",""
"195719","","","","","","","70","70","70","","","","","",""
"195721","","","","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","",""
"195726","3.1","3.1","3.1","","","","","","","","","","","",""
"195735","","","","","","","70","70","70","","","","","",""
"195742","","","","","","","69.6","69.6","69.6","","","","","",""
"195744","1.625","1.625","1.625","","","","","","","","","","","",""
"195746","","","","","","","","","","12","12","12","","",""
"195751","","","","2.2222222222222223","2.2222222222222223","2.2222222222222223","","","","","","","","",""
"195761","","","","","","","","","","","","","70","70","70"
"195764","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"195768","","","","","","","","","","7.222222222222222","7.222222222222222","7.222222222222222","","",""
"195772","","","","","","","","","","","","","69.625","69.625","69.625"
"195774","","","","","","","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857"
"195776","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","",""
"195778","0.9","0.9","0.9","","","","","","","","","","","",""
"195783","","","","","","","70","70","70","","","","","",""
"195786","","","","","","","","","","","","","70","70","70"
"195793","0","0","0","","","","","","","","","","","",""
"195794","","","","","","","","","","8","8","8","","",""
"195797","0","0","0","","","","","","","","","","","",""
"195801","","","","","","","","","","8.444444444444445","8.444444444444445","8.444444444444445","","",""
"195805","","","","1.8888888888888888","1.8888888888888888","1.8888888888888888","","","","8","8","8","","",""
"195810","","","","","","","","","","","","","70","70","70"
"195816","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"195822","0","0","0","","","","70","70","70","","","","69.85714285714286","69.85714285714286","69.85714285714286"
"195825","","","","","","","70","70","70","","","","","",""
"195828","","","","1.8888888888888888","1.8888888888888888","1.8888888888888888","","","","","","","","",""
"195831","0","0","0","","","","","","","","","","","",""
"195834","","","","1.2222222222222223","1.2222222222222223","1.2222222222222223","","","","","","","","",""
"195839","","","","","","","","","","11.11111111111111","11.11111111111111","11.11111111111111","","",""
"195840","0","0","0","","","","","","","","","","","",""
"195843","0.2222222222222222","0.2222222222222222","0.2222222222222222","","","","","","","","","","70","70","70"
"195847","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","","","","","",""
"195863","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"195868","1.625","1.625","1.625","","","","","","","","","","","",""
"195869","","","","2","2","2","","","","","","","","",""
"195870","","","","2.2222222222222223","2.2222222222222223","2.2222222222222223","","","","11.7","11.7","11.7","","",""
"195873","","","","","","","","","","","","","70","70","70"
"195875","","","","2","2","2","","","","","","","","",""
"195880","","","","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","",""
"195887","","","","","","","","","","12.75","12.75","12.75","","",""
"195889","","","","","","","70","70","70","","","","","",""
"195895","","","","2.111111111111111","2.111111111111111","2.111111111111111","70","70","70","","","","","",""
"195896","","","","","","","70","70","70","","","","","",""
"195900","1.375","1.375","1.375","","","","","","","","","","","",""
"195902","","","","","","","70","70","70","","","","","",""
"195903","","","","","","","","","","14.333333333333334","14.333333333333334","14.333333333333334","","",""
"195910","","","","","","","","","","14.222222222222221","14.222222222222221","14.222222222222221","","",""
"195912","","","","","","","70","70","70","","","","","",""
"195919","","","","2.625","2.625","2.625","","","","","","","","",""
"195925","","","","","","","","","","12.7","12.7","12.7","","",""
"195928","","","","","","","","","","","","","70","70","70"
"195930","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","",""
"195933","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","",""
"195935","","","","","","","","","","10.2","10.2","10.2","","",""
"195939","1.8","1.8","1.8","","","","","","","","","","","",""
"195941","","","","","","","70","70","70","","","","","",""
"195942","","","","","","","","","","","","","70","70","70"
"195945","1.125","1.125","1.125","","","","","","","","","","","",""
"195946","","","","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","",""
"195950","","","","","","","70","70","70","","","","","",""
"195954","","","","1","1","1","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286"
"195956","","","","","","","","","","10","10","10","","",""
"195958","","","","","","","","","","","","","70","70","70"
"195961","","","","","","","","","","9.88888888888889","9.88888888888889","9.88888888888889","","",""
"195963","","","","0.5555555555555556","0.5555555555555556","0.5555555555555556","","","","","","","","",""
"195966","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"195967","2","2","2","","","","69.875","69.875","69.875","","","","70","70","70"
"195974","","","","","","","70","70","70","","","","","",""
"195975","","","","","","","","","","11.333333333333334","11.333333333333334","11.333333333333334","","",""
"195977","","","","","","","","","","","","","70","70","70"
"195980","0.375","0.375","0.375","","","","","","","","","","","",""
"195988","","","","","","","","","","","","","70","70","70"
"195990","","","","","","","70","70","70","","","","","",""
"195992","0.375","0.375","0.375","","","","","","","","","","","",""
"195995","","","","","","","","","","11.222222222222221","11.222222222222221","11.222222222222221","","",""
"195996","","","","","","","70","70","70","","","","","",""
"195998","","","","","","","","","","11.125","11.125","11.125","","",""
"195999","","","","","","","","","","0","0","0","","",""
"196004","0","0","0","","","","","","","","","","","",""
"196007","0","0","0","","","","","","","","","","","",""
"196014","","","","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666","","",""
"196017","","","","","","","70","70","70","14","14","14","","",""
"196021","1.5555555555555556","1.5555555555555556","1.5555555555555556","","","","","","","","","","","",""
"196026","","","","","","","","","","12.222222222222221","12.222222222222221","12.222222222222221","","",""
"196029","","","","","","","","","","12.5","12.5","12.5","","",""
"196033","","","","","","","","","","","","","70","70","70"
"196043","","","","","","","","","","14.6","14.6","14.6","","",""
"196045","","","","2.888888888888889","2.888888888888889","2.888888888888889","","","","","","","","",""
"196048","","","","3.4444444444444446","3.4444444444444446","3.4444444444444446","","","","","","","","",""
"196049","0.7","0.7","0.7","","","","","","","","","","","",""
"196057","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143","","","","","",""
"196061","","","","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666","","",""
"196070","","","","4.888888888888889","4.888888888888889","4.888888888888889","","","","","","","","",""
"196071","","","","4.888888888888889","4.888888888888889","4.888888888888889","","","","","","","","",""
"196077","","","","5.888888888888889","5.888888888888889","5.888888888888889","","","","","","","","",""
"196081","1.3","1.3","1.3","","","","70","70","70","","","","","",""
"196083","","","","6.555555555555555","6.555555555555555","6.555555555555555","","","","","","","","",""
"196087","","","","5.6","5.6","5.6","","","","","","","","",""
"196088","","","","5.444444444444445","5.444444444444445","5.444444444444445","","","","","","","","",""
"196090","","","","5.555555555555555","5.555555555555555","5.555555555555555","","","","9","9","9","","",""
"196105","","","","6","6","6","","","","","","","","",""
"196111","","","","","","","70","70","70","","","","","",""
"196112","2.7","2.7","2.7","","","","","","","","","","","",""
"196114","3","3","3","","","","","","","","","","","",""
"196119","","","","","","","","","","","","","0","0","0"
"196122","","","","","","","","","","9.7","9.7","9.7","","",""
"196130","0.125","0.125","0.125","","","","","","","","","","","",""
"196132","","","","","","","","","","9.125","9.125","9.125","","",""
"196133","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","",""
"196136","","","","","","","","","","9.375","9.375","9.375","","",""
"196141","","","","","","","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857"
"196144","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","","",""
"196155","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143","","","","","",""
"196164","","","","","","","","","","","","","70","70","70"
"196166","","","","0.9","0.9","0.9","","","","8.25","8.25","8.25","","",""
"196167","0.4","0.4","0.4","","","","","","","","","","","",""
"196168","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"196169","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286","","","","","",""
"196170","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","","","","",""
"196173","","","","","","","69.42857142857143","69.42857142857143","69.42857142857143","","","","","",""
"196176","","","","0","0","0","","","","","","","","",""
"196180","","","","","","","","","","6.555555555555555","6.555555555555555","6.555555555555555","","",""
"196181","0","0","0","","","","","","","","","","","",""
"196185","0.25","0.25","0.25","","","","","","","","","","","",""
"196186","","","","","","","","","","6.7","6.7","6.7","","",""
"196187","0","0","0","","","","","","","","","","","",""
"196189","0.125","0.125","0.125","0.7777777777777778","0.7777777777777778","0.7777777777777778","","","","","","","","",""
"196194","","","","","","","70","70","70","","","","","",""
"196195","1","1","1","0.5","0.5","0.5","","","","","","","","",""
"196198","1.1111111111111112","1.1111111111111112","1.1111111111111112","","","","","","","","","","","",""
"196201","","","","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"196205","0","0","0","","","","","","","","","","","",""
"196206","0","0","0","","","","","","","","","","","",""
"196207","","","","","","","","","","","","","70","70","70"
"196209","0","0","0","","","","","","","","","","","",""
"196212","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"196214","","","","0.9","0.9","0.9","","","","","","","","",""
"196216","1.25","1.25","1.25","","","","69.71428571428571","69.71428571428571","69.71428571428571","","","","","",""
"196217","","","","","","","","","","6.8","6.8","6.8","","",""
"196221","","","","","","","","","","7","7","7","","",""
"196226","","","","0.2","0.2","0.2","","","","","","","68.5","68.5","68.5"
"196227","","","","","","","","","","","","","68.375","68.375","68.375"
"196240","0.7777777777777778","0.7777777777777778","0.7777777777777778","","","","","","","","","","","",""
"196241","","","","","","","69.28571428571429","69.28571428571429","69.28571428571429","","","","","",""
"196245","","","","","","","","","","8.222222222222221","8.222222222222221","8.222222222222221","69.83333333333333","69.83333333333333","69.83333333333333"
"196246","2.111111111111111","2.111111111111111","2.111111111111111","","","","","","","","","","70","70","70"
"196249","","","","2.7","2.7","2.7","","","","","","","","",""
"196252","","","","","","","","","","","","","70","70","70"
"196254","","","","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"196255","","","","","","","","","","7.875","7.875","7.875","70","70","70"
"196257","0.25","0.25","0.25","","","","","","","","","","","",""
"196265","2.5","2.5","2.5","","","","","","","","","","","",""
"196274","","","","","","","","","","8.8","8.8","8.8","","",""
"196281","0.25","0.25","0.25","","","","","","","","","","","",""
"196287","0.875","0.875","0.875","","","","","","","","","","69.16666666666667","69.16666666666667","69.16666666666667"
"196288","","","","","","","","","","10.5","10.5","10.5","","",""
"196289","","","","","","","","","","","","","0","0","0"
"196294","","","","","","","","","","9.6","9.6","9.6","69.5","69.5","69.5"
"196297","","","","","","","70","70","70","","","","","",""
"196300","","","","0","0","0","","","","","","","","",""
"196304","","","","","","","70","70","70","","","","","",""
"196308","","","","","","","","","","8.5","8.5","8.5","","",""
"196313","","","","","","","70","70","70","","","","","",""
"196315","","","","","","","","","","","","","70","70","70"
"196317","","","","","","","70","70","70","","","","","",""
"196319","","","","","","","","","","8.88888888888889","8.88888888888889","8.88888888888889","","",""
"196322","","","","","","","","","","9.5","9.5","9.5","","",""
"196323","","","","","","","70","70","70","","","","","",""
"196328","","","","","","","","","","10.625","10.625","10.625","","",""
"196329","1.7","1.7","1.7","","","","","","","","","","","",""
"196335","1","1","1","","","","","","","","","","","",""
"196346","","","","0.2","0.2","0.2","","","","","","","","",""
"196347","","","","","","","","","","10.444444444444445","10.444444444444445","10.444444444444445","","",""
"196351","","","","1","1","1","","","","","","","","",""
"196353","0","0","0","","","","","","","","","","","",""
"196355","","","","","","","","","","10.11111111111111","10.11111111111111","10.11111111111111","","",""
"196356","","","","","","","","","","","","","70","70","70"
"196357","","","","","","","69.5","69.5","69.5","","","","","",""
"196358","","","","","","","","","","10.2","10.2","10.2","","",""
"196360","","","","0.9","0.9","0.9","","","","","","","","",""
"196361","","","","","","","","","","10","10","10","","",""
"196366","","","","","","","","","","11.75","11.75","11.75","","",""
"196368","0","0","0","","","","","","","","","","","",""
"196369","","","","","","","70","70","70","","","","","",""
"196377","","","","","","","","","","","","","70","70","70"
"196382","","","","0","0","0","","","","","","","","",""
"196383","","","","0","0","0","","","","","","","","",""
"196386","","","","0.4444444444444444","0.4444444444444444","0.4444444444444444","","","","","","","","",""
"196388","1","1","1","","","","","","","","","","","",""
"196391","","","","","","","","","","11.444444444444445","11.444444444444445","11.444444444444445","","",""
"196394","","","","","","","","","","11.75","11.75","11.75","","",""
"196397","","","","","","","","","","11.88888888888889","11.88888888888889","11.88888888888889","","",""
"196398","","","","1.5","1.5","1.5","","","","","","","","",""
"196402","","","","","","","","","","12.75","12.75","12.75","","",""
"196404","","","","","","","","","","12.8","12.8","12.8","","",""
"196405","","","","","","","","","","12.777777777777779","12.777777777777779","12.777777777777779","68.42857142857143","68.42857142857143","68.42857142857143"
"196407","","","","","","","","","","12.375","12.375","12.375","","",""
"196411","","","","0.2","0.2","0.2","","","","","","","","",""
"196419","","","","","","","","","","12.88888888888889","12.88888888888889","12.88888888888889","","",""
"196421","","","","","","","70","70","70","","","","","",""
"196422","","","","","","","","","","13.666666666666666","13.666666666666666","13.666666666666666","","",""
"196424","","","","","","","","","","13.88888888888889","13.88888888888889","13.88888888888889","","",""
"196430","","","","","","","70","70","70","","","","","",""
"196433","","","","","","","","","","15.222222222222221","15.222222222222221","15.222222222222221","","",""
"196434","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"196444","","","","","","","70","70","70","","","","","",""
"196445","","","","","","","","","","17.5","17.5","17.5","","",""
"196447","6.5","6.5","6.5","","","","","","","","","","","",""
"196448","6.111111111111111","6.111111111111111","6.111111111111111","","","","","","","","","","","",""
"196449","","","","0","0","0","","","","","","","","",""
"196452","","","","","","","","","","18","18","18","","",""
"196454","7.222222222222222","7.222222222222222","7.222222222222222","0","0","0","","","","","","","","",""
"196455","","","","0.125","0.125","0.125","","","","","","","","",""
"196456","","","","0","0","0","","","","19.25","19.25","19.25","","",""
"196461","","","","","","","","","","","","","70","70","70"
"196467","6","6","6","","","","","","","","","","","",""
"196468","","","","","","","","","","19.2","19.2","19.2","","",""
"196474","5.333333333333333","5.333333333333333","5.333333333333333","","","","","","","20.4","20.4","20.4","","",""
"196476","","","","3","3","3","","","","","","","","",""
"196480","","","","","","","","","","19.6","19.6","19.6","","",""
"196481","","","","","","","69.25","69.25","69.25","","","","","",""
"196487","","","","3","3","3","","","","","","","","",""
"196491","5.222222222222222","5.222222222222222","5.222222222222222","","","","","","","","","","","",""
"196492","","","","3.625","3.625","3.625","","","","","","","","",""
"196498","5.25","5.25","5.25","","","","","","","","","","","",""
"196499","6","6","6","","","","","","","","","","","",""
"196501","","","","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"196505","5.8","5.8","5.8","","","","69.75","69.75","69.75","","","","","",""
"196510","5.888888888888889","5.888888888888889","5.888888888888889","","","","","","","","","","","",""
"196513","","","","2.888888888888889","2.888888888888889","2.888888888888889","","","","","","","","",""
"196515","6","6","6","","","","","","","","","","","",""
"196516","","","","","","","","","","19","19","19","70","70","70"
"196519","","","","3","3","3","","","","","","","","",""
"196523","","","","","","","","","","19.88888888888889","19.88888888888889","19.88888888888889","","",""
"196528","","","","","","","","","","20.375","20.375","20.375","","",""
"196531","","","","","","","","","","","","","70","70","70"
"196532","4.625","4.625","4.625","","","","","","","","","","","",""
"196535","5","5","5","","","","","","","","","","","",""
"196539","4.333333333333333","4.333333333333333","4.333333333333333","","","","","","","","","","","",""
"196541","4.444444444444445","4.444444444444445","4.444444444444445","","","","","","","","","","","",""
"196547","","","","","","","69.625","69.625","69.625","","","","","",""
"196552","","","","","","","","","","16.75","16.75","16.75","","",""
"196553","","","","","","","","","","","","","70","70","70"
"196555","","","","","","","","","","16.555555555555557","16.555555555555557","16.555555555555557","","",""
"196558","","","","","","","68.375","68.375","68.375","","","","","",""
"196563","","","","","","","68.85714285714286","68.85714285714286","68.85714285714286","","","","","",""
"196565","","","","","","","69.25","69.25","69.25","","","","","",""
"196566","","","","","","","69.5","69.5","69.5","","","","","",""
"196567","","","","","","","69.5","69.5","69.5","","","","","",""
"196568","","","","","","","69.5","69.5","69.5","","","","","",""
"196570","","","","2.111111111111111","2.111111111111111","2.111111111111111","","","","","","","","",""
"196573","","","","","","","70","70","70","","","","","",""
"196576","","","","2","2","2","","","","","","","","",""
"196581","","","","","","","","","","13.125","13.125","13.125","","",""
"196586","","","","","","","","","","13","13","13","","",""
"196591","","","","","","","69.625","69.625","69.625","","","","","",""
"196593","","","","","","","","","","","","","70","70","70"
"196597","2","2","2","","","","","","","","","","","",""
"196598","","","","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"196601","","","","1.2222222222222223","1.2222222222222223","1.2222222222222223","","","","14.375","14.375","14.375","","",""
"196604","2.4444444444444446","2.4444444444444446","2.4444444444444446","","","","","","","","","","","",""
"196608","","","","2.4444444444444446","2.4444444444444446","2.4444444444444446","","","","","","","70","70","70"
"196610","","","","","","","70","70","70","","","","","",""
"196611","","","","","","","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286"
"196612","","","","","","","70","70","70","","","","","",""
"196613","","","","2.3333333333333335","2.3333333333333335","2.3333333333333335","","","","","","","","",""
"196616","","","","","","","","","","11.666666666666666","11.666666666666666","11.666666666666666","","",""
"196623","","","","","","","","","","12.25","12.25","12.25","","",""
"196624","","","","","","","70","70","70","","","","","",""
"196629","","","","","","","","","","12.25","12.25","12.25","","",""
"196636","","","","","","","70","70","70","","","","","",""
"196637","3.5555555555555554","3.5555555555555554","3.5555555555555554","","","","","","","","","","","",""
"196642","","","","","","","70","70","70","","","","","",""
"196647","","","","","","","69.33333333333333","69.33333333333333","69.33333333333333","","","","","",""
"196657","1.75","1.75","1.75","","","","","","","","","","","",""
"196663","","","","3.2222222222222223","3.2222222222222223","3.2222222222222223","","","","","","","","",""
"196665","","","","","","","70","70","70","","","","","",""
"196667","","","","","","","","","","","","","70","70","70"
"196670","","","","","","","70","70","70","","","","","",""
"196674","","","","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","",""
"196676","","","","1.2222222222222223","1.2222222222222223","1.2222222222222223","","","","","","","","",""
"196680","","","","","","","","","","","","","70","70","70"
"196684","","","","1.7777777777777777","1.7777777777777777","1.7777777777777777","","","","","","","","",""
"196685","","","","","","","","","","12","12","12","","",""
"196696","","","","","","","","","","","","","70","70","70"
"196697","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","","","","",""
"196698","","","","1.6","1.6","1.6","","","","","","","","",""
"196699","","","","","","","70","70","70","0","0","0","","",""
"196703","0.2222222222222222","0.2222222222222222","0.2222222222222222","","","","","","","","","","","",""
"196711","0","0","0","","","","","","","","","","","",""
"196712","0","0","0","","","","","","","","","","","",""
"196714","","","","","","","","","","","","","69.33333333333333","69.33333333333333","69.33333333333333"
"196716","","","","","","","","","","16.75","16.75","16.75","","",""
"196719","","","","","","","","","","17.11111111111111","17.11111111111111","17.11111111111111","","",""
"196720","","","","2.6666666666666665","2.6666666666666665","2.6666666666666665","","","","","","","","",""
"196723","","","","","","","","","","17.555555555555557","17.555555555555557","17.555555555555557","","",""
"196726","","","","","","","","","","17.875","17.875","17.875","","",""
"196731","1.3","1.3","1.3","","","","","","","","","","","",""
"196732","","","","","","","","","","18.125","18.125","18.125","","",""
"196733","","","","","","","70","70","70","","","","","",""
"196734","","","","","","","70","70","70","","","","","",""
