"Step","12-static-1","12-static - dead-1__MIN","12-static - dead-1__MAX","12-dynamic","12-dynamic - dead-1__MIN","12-dynamic - dead-1__MAX","12-ofb","12-ofbt - dead-1__MIN","12-ofbt - dead-1__MAX","12-every-10","12-every-10 - dead-1__MIN","12-every-10 - dead-1__MAX","12-every-100","12-every-100 - dead-1__MIN","12-every-100 - dead-1__MAX"
"58793","","","","","","","","","","2","2","2","","",""
"58810","","","","","","","0","0","0","","","","","",""
"58813","2","2","2","","","","","","","","","","","",""
"58822","","","","0","0","0","","","","","","","","",""
"58823","","","","","","","","","","","","","0","0","0"
"58826","","","","0","0","0","","","","","","","","",""
"58831","","","","","","","0","0","0","","","","","",""
"58835","","","","","","","","","","3","3","3","","",""
"58837","","","","","","","","","","","","","0","0","0"
"58839","","","","","","","","","","","","","0","0","0"
"58841","","","","0","0","0","","","","","","","","",""
"58845","1","1","1","","","","0","0","0","","","","","",""
"58857","","","","","","","0","0","0","","","","","",""
"58863","","","","0","0","0","","","","","","","0","0","0"
"58869","","","","","","","0","0","0","","","","","",""
"58872","","","","0","0","0","","","","","","","","",""
"58883","2","2","2","","","","","","","","","","","",""
"58886","","","","0","0","0","","","","","","","","",""
"58890","","","","","","","","","","3","3","3","","",""
"58894","","","","0","0","0","","","","","","","","",""
"58904","","","","","","","0","0","0","","","","","",""
"58906","","","","","","","","","","","","","0","0","0"
"58910","","","","","","","0","0","0","","","","","",""
"58911","","","","0","0","0","","","","","","","","",""
"58912","5","5","5","","","","","","","","","","","",""
"58914","","","","0","0","0","","","","","","","","",""
"58916","","","","0","0","0","","","","","","","","",""
"58923","","","","","","","","","","","","","0","0","0"
"58928","","","","","","","","","","","","","0","0","0"
"58930","","","","","","","","","","","","","0","0","0"
"58932","3","3","3","","","","","","","","","","","",""
"58937","","","","0","0","0","","","","","","","","",""
"58940","","","","","","","0","0","0","","","","","",""
"58952","","","","","","","","","","0","0","0","","",""
"58953","","","","","","","0","0","0","","","","","",""
"58957","","","","","","","","","","","","","0","0","0"
"58959","","","","","","","","","","","","","0","0","0"
"58960","","","","0","0","0","","","","","","","","",""
"58967","","","","0","0","0","","","","","","","","",""
"58971","","","","0","0","0","","","","","","","","",""
"58972","","","","","","","0","0","0","","","","","",""
"58980","2","2","2","","","","","","","","","","","",""
"58981","4","4","4","","","","","","","","","","","",""
"58983","","","","0","0","0","","","","","","","","",""
"58985","","","","","","","0","0","0","","","","","",""
"58993","0","0","0","","","","","","","","","","","",""
"59003","","","","","","","0","0","0","","","","","",""
"59013","","","","","","","","","","","","","0","0","0"
"59014","","","","0","0","0","","","","","","","","",""
"59015","","","","","","","","","","","","","0","0","0"
"59016","","","","","","","","","","3","3","3","","",""
"59022","","","","","","","0","0","0","","","","0","0","0"
"59025","","","","","","","","","","","","","0","0","0"
"59026","","","","","","","","","","","","","0","0","0"
"59028","","","","0","0","0","","","","","","","","",""
"59030","","","","","","","","","","3","3","3","","",""
"59031","","","","","","","0","0","0","","","","","",""
"59033","","","","","","","","","","6","6","6","","",""
"59036","","","","","","","","","","3","3","3","","",""
"59043","3","3","3","0","0","0","","","","1","1","1","","",""
"59046","6","6","6","0","0","0","","","","","","","","",""
"59048","","","","","","","","","","1","1","1","0","0","0"
"59050","","","","","","","","","","","","","0","0","0"
"59051","1","1","1","","","","","","","","","","","",""
"59054","","","","","","","","","","0","0","0","","",""
"59065","","","","","","","0","0","0","","","","","",""
"59067","","","","","","","0","0","0","","","","","",""
"59071","","","","","","","","","","","","","0","0","0"
"59073","","","","0","0","0","","","","","","","","",""
"59074","0","0","0","","","","","","","","","","","",""
"59078","","","","","","","","","","1","1","1","","",""
"59082","","","","","","","","","","2","2","2","","",""
"59084","","","","","","","0","0","0","","","","","",""
"59086","5","5","5","","","","","","","","","","","",""
"59092","","","","","","","0","0","0","","","","","",""
"59100","","","","","","","0","0","0","","","","","",""
"59102","","","","0","0","0","","","","","","","","",""
"59107","","","","","","","","","","2","2","2","","",""
"59114","7","7","7","","","","","","","","","","","",""
"59115","","","","","","","","","","6","6","6","","",""
"59117","","","","","","","","","","","","","0","0","0"
"59118","3","3","3","","","","","","","","","","","",""
"59120","","","","0","0","0","","","","","","","","",""
"59122","","","","","","","","","","2","2","2","","",""
"59123","","","","","","","","","","","","","0","0","0"
"59128","","","","","","","0","0","0","","","","","",""
"59130","","","","","","","","","","","","","0","0","0"
"59134","","","","0","0","0","","","","","","","","",""
"59140","","","","","","","","","","","","","0","0","0"
"59143","","","","0","0","0","","","","","","","","",""
"59145","","","","","","","","","","3","3","3","","",""
"59147","","","","","","","","","","4","4","4","","",""
"59149","","","","","","","","","","","","","0","0","0"
"59150","","","","","","","0","0","0","","","","","",""
"59151","","","","","","","","","","2","2","2","","",""
"59157","","","","","","","","","","","","","0","0","0"
"59161","","","","0","0","0","","","","","","","0","0","0"
"59164","","","","","","","0","0","0","","","","","",""
"59165","0","0","0","","","","","","","0","0","0","","",""
"59168","","","","","","","","","","6","6","6","","",""
"59170","8","8","8","","","","","","","","","","","",""
"59177","","","","","","","","","","4","4","4","","",""
"59179","","","","","","","0","0","0","","","","","",""
"59180","","","","0","0","0","","","","","","","","",""
"59183","","","","0","0","0","","","","","","","","",""
"59196","4","4","4","0","0","0","","","","","","","0","0","0"
"59200","4","4","4","","","","","","","","","","","",""
"59206","2","2","2","","","","","","","","","","","",""
"59210","2","2","2","","","","","","","","","","","",""
"59212","0","0","0","","","","","","","","","","","",""
"59213","","","","","","","","","","3","3","3","","",""
"59217","","","","0","0","0","","","","","","","","",""
"59225","","","","0","0","0","","","","","","","","",""
"59230","","","","","","","","","","0","0","0","","",""
"59243","","","","","","","0","0","0","","","","","",""
"59248","","","","","","","","","","","","","0","0","0"
"59250","","","","0","0","0","","","","","","","","",""
"59257","","","","0","0","0","0","0","0","","","","","",""
"59265","3","3","3","","","","","","","","","","","",""
"59267","","","","","","","0","0","0","","","","","",""
"59268","","","","0","0","0","","","","","","","","",""
"59271","","","","","","","0","0","0","","","","","",""
"59272","2","2","2","","","","","","","","","","","",""
"59278","3","3","3","","","","","","","","","","","",""
"59283","3","3","3","","","","","","","","","","","",""
"59287","","","","","","","","","","3","3","3","0","0","0"
"59290","","","","","","","0","0","0","","","","","",""
"59292","","","","","","","0","0","0","2","2","2","","",""
"59293","","","","","","","","","","","","","0","0","0"
"59299","","","","","","","0","0","0","","","","","",""
"59310","","","","","","","","","","3","3","3","","",""
"59311","","","","","","","0","0","0","","","","","",""
"59317","","","","","","","0","0","0","","","","","",""
"59323","3","3","3","","","","","","","","","","","",""
"59325","","","","0","0","0","","","","","","","","",""
"59331","","","","","","","","","","4","4","4","","",""
"59334","","","","0","0","0","","","","","","","","",""
"59340","3","3","3","","","","","","","","","","","",""
"59350","","","","0","0","0","","","","","","","","",""
"59357","","","","","","","","","","","","","0","0","0"
"59359","","","","","","","0","0","0","","","","","",""
"59361","","","","","","","","","","2","2","2","","",""
"59362","","","","","","","","","","","","","0","0","0"
"59365","","","","","","","","","","","","","0","0","0"
"59367","","","","","","","","","","3","3","3","","",""
"59368","","","","","","","","","","","","","0","0","0"
"59370","","","","","","","","","","5","5","5","","",""
"59378","3","3","3","","","","","","","","","","","",""
"59381","","","","","","","","","","","","","0","0","0"
"59383","","","","","","","","","","3","3","3","","",""
"59395","1","1","1","0","0","0","","","","3","3","3","","",""
"59407","","","","","","","","","","3","3","3","","",""
"59412","","","","","","","","","","","","","0","0","0"
"59414","0","0","0","","","","","","","","","","","",""
"59415","","","","0","0","0","0","0","0","","","","","",""
"59422","6","6","6","","","","","","","","","","","",""
"59424","","","","","","","0","0","0","","","","","",""
"59430","","","","0","0","0","","","","","","","","",""
"59433","","","","","","","0","0","0","","","","","",""
"59438","","","","","","","","","","","","","0","0","0"
"59440","3","3","3","0","0","0","","","","","","","","",""
"59441","","","","0","0","0","","","","","","","","",""
"59443","","","","","","","","","","","","","0","0","0"
"59449","1","1","1","","","","","","","","","","","",""
"59450","","","","0","0","0","","","","","","","","",""
"59451","5","5","5","","","","","","","","","","","",""
"59457","","","","","","","0","0","0","","","","","",""
"59458","","","","0","0","0","","","","","","","","",""
"59461","","","","","","","","","","","","","0","0","0"
"59467","","","","0","0","0","","","","","","","","",""
"59469","","","","","","","0","0","0","","","","","",""
"59473","","","","0","0","0","","","","","","","","",""
"59476","","","","","","","0","0","0","","","","","",""
"59479","4","4","4","","","","","","","","","","","",""
"59481","","","","","","","","","","1","1","1","","",""
"59490","0","0","0","","","","","","","","","","","",""
"59495","1","1","1","","","","","","","","","","","",""
"59496","3","3","3","","","","","","","","","","","",""
"59498","1","1","1","","","","","","","","","","","",""
"59503","","","","","","","","","","","","","0","0","0"
"59507","1","1","1","","","","","","","","","","","",""
"59508","","","","","","","","","","4","4","4","","",""
"59509","0","0","0","","","","","","","","","","","",""
"59511","0","0","0","","","","","","","","","","","",""
"59518","","","","","","","","","","","","","0","0","0"
"59523","","","","","","","0","0","0","","","","","",""
"59524","4","4","4","","","","","","","","","","","",""
"59528","","","","","","","0","0","0","","","","","",""
"59529","","","","","","","","","","","","","0","0","0"
"59530","","","","0","0","0","","","","","","","","",""
"59541","","","","","","","","","","","","","0","0","0"
"59542","","","","","","","0","0","0","4","4","4","","",""
"59543","","","","","","","","","","4","4","4","","",""
"59546","2","2","2","","","","","","","","","","","",""
"59549","","","","","","","","","","","","","0","0","0"
"59550","","","","","","","","","","","","","0","0","0"
"59558","","","","0","0","0","","","","","","","","",""
"59564","","","","","","","","","","0","0","0","","",""
"59566","","","","","","","0","0","0","","","","0","0","0"
"59569","","","","","","","","","","","","","0","0","0"
"59574","","","","","","","0","0","0","","","","","",""
"59575","","","","","","","","","","3","3","3","","",""
"59576","","","","","","","","","","","","","0","0","0"
"59578","","","","0","0","0","","","","","","","0","0","0"
"59580","","","","","","","0","0","0","","","","","",""
"59581","","","","","","","","","","4","4","4","","",""
"59585","","","","","","","0","0","0","","","","","",""
"59586","2","2","2","","","","","","","","","","","",""
"59588","2","2","2","","","","","","","","","","0","0","0"
