"Step","12-static-1","12-static - drop-0__MIN","12-static - drop-0__MAX","12-dynamic","12-dynamic - drop-0__MIN","12-dynamic - drop-0__MAX","12-ofb","12-ofbt - drop-0__MIN","12-ofbt - drop-0__MAX","12-every-10","12-every-10 - drop-0__MIN","12-every-10 - drop-0__MAX","12-every-100","12-every-100 - drop-0__MIN","12-every-100 - drop-0__MAX"
"2415","4","4","4","6","6","6","","","","","","","","",""
"2432","","","","","","","","","","","","","3","3","3"
"2433","","","","","","","","","","","","","7","7","7"
"2437","","","","","","","","","","","","","9","9","9"
"2443","2","2","2","7","7","7","","","","","","","","",""
"2445","","","","","","","","","","2","2","2","","",""
"2451","","","","","","","","","","","","","8","8","8"
"2457","","","","","","","","","","","","","9","9","9"
"2459","","","","","","","0","0","0","","","","","",""
"2460","","","","","","","0","0","0","","","","","",""
"2464","","","","","","","","","","","","","7","7","7"
"2471","0","0","0","5","5","5","","","","","","","","",""
"2477","","","","","","","","","","0","0","0","","",""
"2479","0","0","0","5","5","5","","","","","","","","",""
"2486","","","","","","","0","0","0","","","","","",""
"2490","","","","","","","","","","","","","9","9","9"
"2492","0","0","0","8","8","8","0","0","0","","","","","",""
"2493","","","","","","","0","0","0","","","","","",""
"2496","","","","","","","","","","","","","9","9","9"
"2499","","","","","","","0","0","0","","","","","",""
"2505","","","","","","","0","0","0","","","","","",""
"2507","0","0","0","5","5","5","","","","","","","","",""
"2515","","","","","","","","","","6","6","6","","",""
"2518","0","0","0","5","5","5","","","","","","","","",""
"2521","0","0","0","6","6","6","0","0","0","","","","","",""
"2534","","","","","","","","","","","","","11","11","11"
"2535","0","0","0","3","3","3","","","","","","","","",""
"2540","","","","","","","","","","10","10","10","","",""
"2547","","","","","","","","","","0","0","0","","",""
"2548","0","0","0","4","4","4","","","","","","","","",""
"2553","0","0","0","5","5","5","0","0","0","","","","","",""
"2558","","","","","","","","","","2","2","2","","",""
"2574","","","","","","","0","0","0","","","","11","11","11"
"2578","","","","","","","","","","","","","5","5","5"
"2584","","","","","","","","","","0","0","0","","",""
"2600","8","8","8","2","2","2","","","","","","","","",""
"2601","","","","","","","","","","","","","12","12","12"
"2605","","","","","","","","","","","","","10","10","10"
"2606","","","","","","","0","0","0","","","","","",""
"2610","10","10","10","3","3","3","","","","","","","","",""
"2621","","","","","","","0","0","0","","","","","",""
"2623","2","2","2","0","0","0","","","","","","","","",""
"2631","0","0","0","0","0","0","","","","","","","","",""
"2638","","","","","","","0","0","0","","","","","",""
"2640","","","","","","","","","","13","13","13","","",""
"2653","","","","","","","","","","5","5","5","","",""
"2655","","","","","","","","","","4","4","4","","",""
"2657","","","","","","","0","0","0","","","","","",""
"2664","","","","","","","0","0","0","","","","","",""
"2668","","","","","","","0","0","0","","","","","",""
"2676","","","","","","","","","","","","","11","11","11"
"2677","","","","","","","","","","7","7","7","","",""
"2679","","","","","","","","","","","","","11","11","11"
"2680","0","0","0","10","10","10","","","","","","","","",""
"2681","","","","","","","0","0","0","","","","","",""
"2682","0","0","0","11","11","11","","","","","","","","",""
"2685","","","","","","","","","","6","6","6","","",""
"2688","","","","","","","0","0","0","","","","","",""
"2690","","","","","","","0","0","0","","","","","",""
"2691","0","0","0","3","3","3","","","","","","","","",""
"2695","","","","","","","0","0","0","","","","","",""
"2706","","","","","","","0","0","0","","","","","",""
"2719","","","","","","","","","","0","0","0","","",""
"2724","","","","","","","","","","0","0","0","","",""
"2729","","","","","","","","","","","","","12","12","12"
"2730","","","","","","","","","","0","0","0","","",""
"2733","","","","","","","","","","0","0","0","","",""
"2739","","","","","","","","","","","","","12","12","12"
"2745","","","","","","","","","","","","","8","8","8"
"2751","","","","","","","","","","1","1","1","","",""
"2756","","","","","","","0","0","0","","","","","",""
"2759","","","","","","","0","0","0","","","","","",""
"2762","","","","","","","","","","0","0","0","","",""
"2763","5","5","5","8","8","8","","","","","","","10","10","10"
"2769","","","","","","","","","","","","","7","7","7"
"2771","","","","","","","","","","","","","10","10","10"
"2780","","","","","","","0","0","0","","","","","",""
"2785","0","0","0","4","4","4","","","","","","","","",""
"2787","0","0","0","2","2","2","","","","","","","8","8","8"
"2789","0","0","0","6","6","6","","","","","","","","",""
"2799","","","","","","","0","0","0","","","","","",""
"2809","0","0","0","5","5","5","","","","","","","","",""
"2813","","","","","","","","","","","","","10","10","10"
"2814","","","","","","","","","","","","","14","14","14"
"2817","","","","","","","","","","","","","9","9","9"
"2820","","","","","","","0","0","0","","","","","",""
"2824","","","","","","","0","0","0","","","","","",""
"2826","","","","","","","","","","0","0","0","15","15","15"
"2839","","","","","","","0","0","0","","","","","",""
"2846","","","","","","","","","","","","","11","11","11"
"2847","","","","","","","","","","2","2","2","","",""
"2853","","","","","","","0","0","0","","","","","",""
"2865","","","","","","","","","","","","","11","11","11"
"2874","0","0","0","1","1","1","","","","","","","","",""
"2877","","","","","","","","","","","","","12","12","12"
"2880","0","0","0","2","2","2","","","","","","","","",""
"2881","0","0","0","3","3","3","","","","","","","11","11","11"
"2886","","","","","","","","","","3","3","3","","",""
"2887","","","","","","","","","","","","","11","11","11"
"2898","","","","","","","0","0","0","","","","","",""
"2901","","","","","","","0","0","0","","","","","",""
"2908","0","0","0","1","1","1","","","","","","","11","11","11"
"2910","","","","","","","0","0","0","","","","","",""
"2919","","","","","","","","","","","","","12","12","12"
"2924","0","0","0","0","0","0","","","","","","","","",""
"2933","","","","","","","","","","3","3","3","","",""
"2936","","","","","","","0","0","0","","","","","",""
"2939","","","","","","","","","","2","2","2","","",""
"2947","","","","","","","0","0","0","","","","","",""
"2948","0","0","0","0","0","0","","","","","","","","",""
"2952","","","","","","","","","","1","1","1","","",""
"2956","","","","","","","","","","","","","9","9","9"
"2962","","","","","","","0","0","0","","","","","",""
"2963","","","","","","","","","","","","","11","11","11"
"2965","","","","","","","","","","","","","10","10","10"
"2969","0","0","0","0","0","0","","","","0","0","0","","",""
"2974","","","","","","","","","","","","","10","10","10"
"2981","","","","","","","","","","","","","12","12","12"
"2982","0","0","0","8","8","8","","","","","","","","",""
"2983","","","","","","","0","0","0","","","","12","12","12"
"2986","","","","","","","0","0","0","","","","","",""
"2989","","","","","","","","","","0","0","0","","",""
"2990","0","0","0","6","6","6","0","0","0","","","","","",""
"2991","","","","","","","0","0","0","","","","","",""
"2992","","","","","","","","","","0","0","0","","",""
"2993","","","","","","","0","0","0","","","","","",""
"2999","","","","","","","","","","0","0","0","","",""
"3009","","","","","","","","","","0","0","0","","",""
"3010","","","","","","","0","0","0","","","","","",""
"3011","","","","","","","0","0","0","","","","","",""
"3015","","","","","","","0","0","0","","","","","",""
"3019","","","","","","","","","","0","0","0","","",""
"3021","","","","","","","0","0","0","0","0","0","","",""
"3026","0","0","0","8","8","8","","","","","","","","",""
"3032","","","","","","","0","0","0","","","","","",""
"3042","","","","","","","","","","","","","10","10","10"
"3053","","","","","","","0","0","0","","","","","",""
"3054","","","","","","","","","","","","","5","5","5"
"3055","","","","","","","","","","0","0","0","","",""
"3058","","","","","","","","","","0","0","0","","",""
"3063","0","0","0","10","10","10","","","","","","","","",""
"3067","0","0","0","7","7","7","","","","","","","","",""
"3069","","","","","","","","","","0","0","0","","",""
"3071","","","","","","","","","","1","1","1","","",""
"3072","0","0","0","11","11","11","","","","","","","","",""
"3073","0","0","0","9","9","9","","","","","","","","",""
"3074","","","","","","","","","","","","","4","4","4"
"3079","","","","","","","","","","","","","7","7","7"
"3081","","","","","","","","","","","","","4","4","4"
"3084","","","","","","","0","0","0","","","","","",""
"3087","","","","","","","0","0","0","","","","","",""
"3093","","","","","","","0","0","0","","","","","",""
"3094","","","","","","","","","","0","0","0","5","5","5"
"3095","","","","","","","","","","0","0","0","","",""
"3097","","","","","","","","","","0","0","0","","",""
"3099","","","","","","","","","","","","","4","4","4"
"3101","0","0","0","8","8","8","","","","","","","","",""
"3104","0","0","0","5","5","5","","","","","","","","",""
"3106","","","","","","","0","0","0","","","","","",""
"3108","","","","","","","0","0","0","","","","","",""
"3109","","","","","","","","","","","","","0","0","0"
"3116","","","","","","","","","","0","0","0","","",""
"3117","","","","","","","0","0","0","","","","","",""
"3121","0","0","0","6","6","6","","","","","","","","",""
"3123","","","","","","","","","","","","","0","0","0"
"3127","","","","","","","","","","0","0","0","","",""
"3133","0","0","0","8","8","8","","","","","","","","",""
"3135","","","","","","","","","","0","0","0","0","0","0"
"3143","0","0","0","4","4","4","","","","","","","","",""
"3147","0","0","0","6","6","6","","","","","","","","",""
"3150","","","","","","","","","","0","0","0","","",""
"3156","","","","","","","0","0","0","","","","","",""
"3157","","","","","","","","","","","","","0","0","0"
"3162","","","","","","","","","","0","0","0","","",""
"3165","0","0","0","4","4","4","","","","","","","","",""
"3166","","","","","","","","","","0","0","0","","",""
"3168","","","","","","","","","","0","0","0","","",""
"3171","","","","","","","","","","","","","0","0","0"
"3184","","","","","","","0","0","0","","","","","",""
"3192","","","","","","","","","","","","","0","0","0"
"3202","","","","","","","0","0","0","","","","","",""
"3203","","","","","","","","","","0","0","0","","",""
"3209","","","","","","","","","","0","0","0","","",""
"3211","","","","","","","","","","0","0","0","","",""
"3215","","","","","","","0","0","0","","","","","",""
"3221","","","","","","","","","","","","","12","12","12"
"3231","","","","","","","3","3","3","","","","","",""
"3234","0","0","0","2","2","2","","","","","","","","",""
"3240","","","","","","","2","2","2","","","","14","14","14"
"3244","","","","","","","","","","0","0","0","","",""
"3246","","","","","","","","","","0","0","0","","",""
"3250","0","0","0","4","4","4","","","","","","","","",""
"3253","","","","","","","","","","","","","9","9","9"
"3258","","","","","","","","","","0","0","0","","",""
"3259","0","0","0","0","0","0","","","","","","","","",""
"3260","","","","","","","6","6","6","","","","","",""
"3262","","","","","","","4","4","4","","","","","",""
"3266","","","","","","","","","","","","","12","12","12"
"3268","0","0","0","0","0","0","","","","","","","","",""
"3269","","","","","","","","","","0","0","0","","",""
"3271","0","0","0","0","0","0","","","","0","0","0","","",""
"3272","0","0","0","0","0","0","","","","","","","","",""
"3277","0","0","0","0","0","0","","","","","","","","",""
"3279","","","","","","","0","0","0","","","","","",""
"3280","","","","","","","","","","0","0","0","","",""
"3281","","","","","","","","","","","","","12","12","12"
"3285","","","","","","","","","","0","0","0","","",""
"3288","","","","","","","","","","0","0","0","","",""
"3293","","","","","","","1","1","1","","","","","",""
"3299","","","","","","","","","","4","4","4","","",""
"3303","0","0","0","0","0","0","","","","","","","9","9","9"
"3308","","","","","","","","","","","","","11","11","11"
"3310","","","","","","","","","","12","12","12","","",""
"3314","0","0","0","0","0","0","","","","0","0","0","","",""
"3321","","","","","","","","","","","","","11","11","11"
"3322","","","","","","","0","0","0","","","","","",""
"3336","0","0","0","0","0","0","","","","","","","11","11","11"
"3340","0","0","0","0","0","0","","","","","","","","",""
"3343","","","","","","","","","","","","","10","10","10"
"3346","","","","","","","","","","0","0","0","","",""
"3347","","","","","","","","","","","","","14","14","14"
"3348","0","0","0","0","0","0","","","","","","","","",""
"3355","","","","","","","2","2","2","","","","","",""
"3356","0","0","0","0","0","0","","","","","","","","",""
"3357","","","","","","","","","","","","","13","13","13"
"3369","","","","","","","","","","","","","11","11","11"
"3373","","","","","","","","","","0","0","0","","",""
"3378","0","0","0","0","0","0","","","","","","","","",""
"3380","","","","","","","","","","","","","13","13","13"
"3382","","","","","","","","","","","","","11","11","11"
"3384","0","0","0","7","7","7","3","3","3","","","","","",""
"3386","0","0","0","4","4","4","","","","0","0","0","13","13","13"
"3392","","","","","","","","","","","","","12","12","12"
"3398","0","0","0","0","0","0","","","","","","","","",""
"3402","","","","","","","","","","","","","13","13","13"
"3405","","","","","","","","","","","","","13","13","13"
