"Step","12-static-1","12-static - latency-1__MIN","12-static - latency-1__MAX","12-dynamic","12-dynamic - latency-1__MIN","12-dynamic - latency-1__MAX","12-ofb","12-ofbt - latency-1__MIN","12-ofbt - latency-1__MAX","12-every-10","12-every-10 - latency-1__MIN","12-every-10 - latency-1__MAX","12-every-100","12-every-100 - latency-1__MIN","12-every-100 - latency-1__MAX"
"2331","","","","0","0","0","70","70","70","41.5","41.5","41.5","","",""
"2332","","","","","","","","","","40","40","40","","",""
"2333","","","","","","","","","","39.8","39.8","39.8","","",""
"2337","","","","","","","","","","","","","0","0","0"
"2339","46.4","46.4","46.4","","","","","","","","","","","",""
"2358","50.5","50.5","50.5","","","","","","","","","","","",""
"2365","","","","","","","","","","","","","0","0","0"
"2383","","","","0","0","0","70","70","70","","","","","",""
"2394","","","","","","","","","","","","","0","0","0"
"2400","","","","0","0","0","59","59","59","","","","","",""
"2410","","","","0","0","0","58.5","58.5","58.5","","","","","",""
"2412","","","","","","","","","","0","0","0","","",""
"2414","","","","","","","","","","","","","0","0","0"
"2415","","","","","","","","","","","","","0","0","0"
"2422","","","","0","0","0","0","0","0","","","","","",""
"2424","","","","1","1","1","0","0","0","","","","","",""
"2425","","","","","","","","","","47","47","47","","",""
"2427","52","52","52","","","","","","","","","","","",""
"2430","","","","0","0","0","69.66666666666667","69.66666666666667","69.66666666666667","","","","","",""
"2433","","","","0","0","0","70","70","70","","","","","",""
"2439","","","","","","","","","","","","","0","0","0"
"2458","","","","0","0","0","65.16666666666667","65.16666666666667","65.16666666666667","","","","","",""
"2465","","","","0","0","0","57.333333333333336","57.333333333333336","57.333333333333336","","","","","",""
"2474","","","","0","0","0","47.75","47.75","47.75","","","","","",""
"2503","","","","0.5","0.5","0.5","0","0","0","","","","","",""
"2506","","","","0","0","0","0","0","0","","","","","",""
"2507","","","","","","","","","","","","","0","0","0"
"2508","","","","","","","","","","","","","0","0","0"
"2509","","","","0","0","0","0","0","0","","","","","",""
"2511","","","","","","","","","","","","","0","0","0"
"2515","","","","0","0","0","0","0","0","","","","","",""
"2516","","","","0","0","0","0","0","0","","","","","",""
"2525","","","","0.25","0.25","0.25","0","0","0","","","","","",""
"2527","0","0","0","","","","","","","","","","","",""
"2535","","","","","","","","","","0","0","0","","",""
"2540","","","","","","","","","","1.2","1.2","1.2","","",""
"2541","","","","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","",""
"2544","","","","","","","","","","0","0","0","","",""
"2547","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","70","70","70","","","","0","0","0"
"2566","58.714285714285715","58.714285714285715","58.714285714285715","","","","","","","","","","","",""
"2571","","","","","","","","","","4","4","4","","",""
"2584","","","","","","","","","","","","","0","0","0"
"2591","7.5","7.5","7.5","","","","","","","","","","","",""
"2601","0","0","0","3.1666666666666665","3.1666666666666665","3.1666666666666665","64.8","64.8","64.8","","","","","",""
"2610","0","0","0","","","","","","","","","","","",""
"2611","0","0","0","","","","","","","","","","","",""
"2614","0","0","0","","","","","","","","","","","",""
"2616","","","","","","","","","","12.6","12.6","12.6","0","0","0"
"2630","","","","13","13","13","0","0","0","","","","","",""
"2639","0","0","0","","","","","","","","","","","",""
"2642","","","","","","","","","","1.25","1.25","1.25","","",""
"2646","","","","21.5","21.5","21.5","69","69","69","","","","","",""
"2651","","","","0","0","0","66.125","66.125","66.125","","","","0","0","0"
"2655","11.333333333333334","11.333333333333334","11.333333333333334","","","","","","","","","","","",""
"2662","","","","10.444444444444445","10.444444444444445","10.444444444444445","48.666666666666664","48.666666666666664","48.666666666666664","","","","","",""
"2668","","","","","","","","","","0","0","0","0","0","0"
"2676","","","","","","","","","","","","","0","0","0"
"2677","","","","","","","","","","","","","0","0","0"
"2679","0","0","0","","","","","","","","","","","",""
"2680","","","","","","","","","","","","","0","0","0"
"2696","","","","","","","","","","0","0","0","","",""
"2697","46","46","46","","","","","","","0","0","0","","",""
"2703","44.5","44.5","44.5","","","","","","","","","","","",""
"2707","","","","0","0","0","0","0","0","","","","","",""
"2716","","","","0","0","0","0","0","0","","","","","",""
"2718","","","","","","","","","","","","","0","0","0"
"2720","","","","0","0","0","0","0","0","","","","","",""
"2724","17.375","17.375","17.375","0","0","0","0","0","0","","","","","",""
"2731","","","","","","","","","","18.5","18.5","18.5","0","0","0"
"2733","1.625","1.625","1.625","","","","","","","","","","","",""
"2735","0","0","0","","","","","","","","","","","",""
"2737","0","0","0","","","","","","","","","","","",""
"2742","","","","0.8333333333333334","0.8333333333333334","0.8333333333333334","0","0","0","","","","","",""
"2747","","","","0","0","0","69.5","69.5","69.5","","","","","",""
"2748","0","0","0","","","","","","","","","","","",""
"2751","0","0","0","","","","","","","","","","","",""
"2754","","","","0","0","0","0","0","0","","","","","",""
"2757","","","","","","","","","","","","","0","0","0"
"2761","","","","","","","","","","26.5","26.5","26.5","","",""
"2762","","","","","","","","","","","","","0","0","0"
"2763","","","","0","0","0","69.75","69.75","69.75","","","","","",""
"2766","","","","0","0","0","67.66666666666667","67.66666666666667","67.66666666666667","","","","","",""
"2775","","","","","","","","","","20.75","20.75","20.75","","",""
"2776","0","0","0","","","","","","","","","","","",""
"2777","0","0","0","","","","","","","","","","","",""
"2779","","","","","","","","","","0","0","0","","",""
"2780","0","0","0","","","","","","","","","","","",""
"2781","","","","","","","","","","22","22","22","","",""
"2783","","","","0","0","0","0","0","0","","","","","",""
"2799","","","","0","0","0","65.83333333333333","65.83333333333333","65.83333333333333","","","","","",""
"2800","","","","","","","","","","","","","0.5","0.5","0.5"
"2802","","","","","","","","","","0","0","0","","",""
"2803","","","","","","","","","","","","","0","0","0"
"2807","","","","","","","","","","16","16","16","","",""
"2814","","","","","","","","","","","","","0","0","0"
"2820","","","","","","","","","","22","22","22","","",""
"2834","","","","","","","","","","28.4","28.4","28.4","","",""
"2836","","","","","","","","","","","","","0","0","0"
"2838","","","","","","","","","","28.333333333333332","28.333333333333332","28.333333333333332","","",""
"2840","22.714285714285715","22.714285714285715","22.714285714285715","","","","","","","","","","","",""
"2848","","","","0","0","0","68","68","68","","","","","",""
"2859","","","","","","","","","","","","","0","0","0"
"2863","3","3","3","","","","","","","","","","","",""
"2866","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","","","","","","","",""
"2869","","","","0","0","0","60.75","60.75","60.75","","","","","",""
"2871","","","","","","","","","","","","","0","0","0"
"2874","","","","0","0","0","59.6","59.6","59.6","","","","","",""
"2880","0","0","0","","","","","","","","","","","",""
"2892","0","0","0","","","","","","","","","","","",""
"2893","","","","","","","","","","5.428571428571429","5.428571428571429","5.428571428571429","","",""
"2895","","","","","","","","","","","","","0","0","0"
"2896","0","0","0","","","","","","","","","","","",""
"2899","","","","5.75","5.75","5.75","57","57","57","","","","","",""
"2909","","","","","","","","","","0","0","0","0","0","0"
"2912","","","","","","","","","","0","0","0","","",""
"2913","","","","","","","","","","0","0","0","","",""
"2921","","","","","","","","","","","","","0","0","0"
"2922","0","0","0","","","","","","","","","","","",""
"2925","","","","","","","","","","","","","0","0","0"
"2927","","","","0","0","0","43","43","43","","","","","",""
"2928","50.5","50.5","50.5","","","","","","","","","","","",""
"2930","50.75","50.75","50.75","","","","","","","","","","","",""
"2936","","","","23","23","23","30.333333333333332","30.333333333333332","30.333333333333332","","","","","",""
"2942","0","0","0","","","","","","","","","","","",""
"2945","","","","","","","","","","0","0","0","","",""
"2948","","","","","","","","","","0","0","0","","",""
"2956","","","","","","","","","","0","0","0","","",""
"2957","70","70","70","","","","","","","","","","","",""
"2958","70","70","70","","","","","","","","","","","",""
"2962","","","","","","","","","","0","0","0","0","0","0"
"2971","","","","45","45","45","12.75","12.75","12.75","","","","","",""
"2975","","","","","","","","","","13.5","13.5","13.5","","",""
"2976","68.66666666666667","68.66666666666667","68.66666666666667","","","","","","","","","","","",""
"2985","66","66","66","","","","","","","","","","","",""
"2989","","","","","","","","","","","","","0","0","0"
"2991","69.33333333333333","69.33333333333333","69.33333333333333","","","","","","","","","","","",""
"2996","0","0","0","11.7","11.7","11.7","0","0","0","","","","","",""
"2998","","","","","","","","","","","","","0","0","0"
"3004","","","","0","0","0","0","0","0","","","","","",""
"3007","","","","0","0","0","0","0","0","","","","","",""
"3009","","","","0","0","0","0","0","0","","","","","",""
"3012","","","","0","0","0","0","0","0","","","","","",""
"3017","","","","","","","","","","44.6","44.6","44.6","0","0","0"
"3020","70","70","70","","","","","","","","","","","",""
"3021","","","","","","","","","","42.25","42.25","42.25","","",""
"3031","","","","","","","","","","","","","0","0","0"
"3034","","","","","","","","","","32.625","32.625","32.625","","",""
"3036","","","","","","","","","","","","","0","0","0"
"3037","0","0","0","","","","","","","","","","","",""
"3039","","","","","","","","","","0","0","0","","",""
"3049","","","","","","","","","","","","","0","0","0"
"3051","","","","","","","","","","25.25","25.25","25.25","","",""
"3062","","","","","","","","","","26.25","26.25","26.25","","",""
"3072","","","","","","","","","","","","","0","0","0"
"3076","","","","","","","","","","23","23","23","","",""
"3079","","","","0","0","0","0","0","0","","","","0","0","0"
"3085","","","","","","","","","","0","0","0","","",""
"3086","","","","0","0","0","3","3","3","","","","","",""
"3088","","","","0","0","0","3.3333333333333335","3.3333333333333335","3.3333333333333335","","","","","",""
"3090","","","","","","","","","","29","29","29","","",""
"3092","","","","","","","","","","","","","0","0","0"
"3093","","","","","","","","","","","","","0","0","0"
"3096","0","0","0","","","","","","","","","","","",""
"3110","","","","","","","","","","","","","4.5","4.5","4.5"
"3112","0","0","0","","","","","","","","","","","",""
"3113","","","","","","","","","","0","0","0","","",""
"3118","69","69","69","","","","","","","","","","","",""
"3119","69","69","69","","","","","","","","","","","",""
"3121","","","","0","0","0","0","0","0","","","","","",""
"3122","","","","0","0","0","0","0","0","","","","","",""
"3124","","","","0","0","0","0","0","0","","","","","",""
"3128","","","","","","","","","","","","","19","19","19"
"3129","","","","0","0","0","0","0","0","","","","","",""
"3143","","","","0","0","0","0","0","0","","","","","",""
"3153","","","","","","","","","","0","0","0","","",""
"3158","","","","","","","","","","","","","40.333333333333336","40.333333333333336","40.333333333333336"
"3161","70","70","70","","","","","","","","","","","",""
"3162","","","","","","","","","","","","","42.75","42.75","42.75"
"3167","","","","","","","","","","69","69","69","","",""
"3171","","","","","","","","","","","","","35.5","35.5","35.5"
"3172","68.5","68.5","68.5","","","","","","","","","","","",""
"3173","","","","","","","","","","","","","33","33","33"
"3174","","","","","","","","","","70","70","70","","",""
"3176","0","0","0","","","","","","","","","","","",""
"3178","70","70","70","","","","","","","","","","","",""
"3180","","","","","","","","","","69","69","69","","",""
"3182","","","","","","","","","","68.75","68.75","68.75","","",""
"3190","69.66666666666667","69.66666666666667","69.66666666666667","","","","","","","","","","","",""
"3191","","","","","","","","","","","","","20.2","20.2","20.2"
"3192","70","70","70","","","","","","","","","","","",""
"3198","","","","0","0","0","0","0","0","","","","","",""
"3206","64","64","64","","","","","","","","","","","",""
"3207","","","","","","","","","","","","","0.25","0.25","0.25"
"3210","","","","","","","","","","0","0","0","","",""
"3216","","","","0","0","0","0","0","0","","","","","",""
"3220","","","","0","0","0","0","0","0","","","","","",""
"3222","","","","","","","","","","0","0","0","","",""
"3224","","","","0","0","0","0","0","0","","","","","",""
"3230","","","","","","","","","","","","","0","0","0"
"3232","","","","","","","","","","69","69","69","","",""
"3233","","","","0","0","0","0","0","0","","","","","",""
"3234","","","","0","0","0","0","0","0","","","","","",""
"3235","","","","0","0","0","0","0","0","","","","","",""
"3241","","","","","","","","","","67.5","67.5","67.5","","",""
