"Step","ofb-final-steps2M-Seed1 - slice0:incoming-traffic","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","ofb-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","dynamic-final-steps2M-Seed1 - slice0:incoming-traffic__MAX","static-final-steps2M-Seed1 - slice0:incoming-traffic","static-final-steps2M-Seed1 - slice0:incoming-traffic__MIN","static-final-steps2M-Seed1 - slice0:incoming-traffic__MAX"
"526150","13","13","13","","","","","",""
"526170","","","","10","10","10","5","5","5"
"526180","","","","","","","9","9","9"
"526190","","","","13","13","13","","",""
"526200","","","","","","","13","13","13"
"526220","9","9","9","","","","","",""
"526320","8","8","8","8","8","8","","",""
"526370","","","","","","","12","12","12"
"526380","","","","9","9","9","","",""
"526410","","","","14","14","14","","",""
"526470","","","","","","","8","8","8"
"526480","","","","","","","14","14","14"
"526500","10","10","10","","","","","",""
"526530","","","","6","6","6","","",""
"526540","9","9","9","","","","","",""
"526610","","","","","","","9","9","9"
"526620","","","","","","","6","6","6"
"526700","","","","11","11","11","","",""
"526710","","","","10","10","10","","",""
"526790","","","","","","","10","10","10"
"526860","9","9","9","","","","","",""
"526960","7","7","7","","","","","",""
"526970","","","","","","","6","6","6"
"527090","10","10","10","","","","","",""
"527100","","","","","","","12","12","12"
"527120","","","","6","6","6","","",""
"527170","12","12","12","","","","","",""
"527210","","","","","","","14","14","14"
"527220","","","","","","","12","12","12"
"527230","","","","14","14","14","","",""
"527290","","","","","","","13","13","13"
"527310","","","","","","","12","12","12"
"527410","8","8","8","8","8","8","","",""
"527430","","","","13","13","13","","",""
"527450","","","","17","17","17","","",""
"527570","10","10","10","8","8","8","","",""
"527580","","","","","","","8","8","8"
"527620","","","","11","11","11","","",""
"527700","","","","","","","7","7","7"
"527790","7","7","7","","","","","",""
"527860","12","12","12","","","","","",""
"527910","","","","11","11","11","12","12","12"
"527960","6","6","6","","","","","",""
"528110","10","10","10","","","","","",""
"528220","","","","","","","9","9","9"
"528230","9","9","9","","","","","",""
"528240","7","7","7","","","","","",""
"528280","9","9","9","","","","","",""
"528360","","","","","","","9","9","9"
"528530","","","","8","8","8","","",""
"528640","","","","4","4","4","","",""
"528650","","","","","","","9","9","9"
"528680","","","","","","","8","8","8"
"528740","","","","9","9","9","","",""
"528850","","","","","","","10","10","10"
"528890","","","","","","","11","11","11"
"528920","10","10","10","","","","","",""
"529120","","","","","","","13","13","13"
"529160","","","","","","","6","6","6"
"529190","9","9","9","","","","","",""
"529290","","","","","","","8","8","8"
"529380","5","5","5","","","","","",""
"529420","","","","7","7","7","","",""
"529470","","","","","","","5","5","5"
"529690","","","","","","","11","11","11"
"529730","10","10","10","","","","","",""
"529740","8","8","8","","","","","",""
"529800","9","9","9","","","","","",""
"529850","","","","","","","11","11","11"
"529870","","","","10","10","10","","",""
"529890","","","","","","","11","11","11"
"529930","5","5","5","","","","","",""
"530040","11","11","11","","","","","",""
"530080","13","13","13","","","","","",""
"530110","","","","9","9","9","","",""
"530140","6","6","6","","","","","",""
"530150","","","","","","","8","8","8"
"530160","","","","8","8","8","","",""
"530260","","","","9","9","9","","",""
"530300","","","","","","","9","9","9"
"530360","5","5","5","","","","","",""
"530480","","","","","","","12","12","12"
"530500","10","10","10","","","","","",""
"530510","8","8","8","","","","","",""
"530630","","","","9","9","9","","",""
"530640","","","","","","","7","7","7"
"530800","","","","10","10","10","","",""
"530820","8","8","8","","","","","",""
"530920","9","9","9","","","","","",""
"530960","","","","","","","8","8","8"
"530970","","","","","","","6","6","6"
"531090","6","6","6","","","","","",""
"531170","","","","4","4","4","","",""
"531230","8","8","8","","","","","",""
"531260","","","","10","10","10","","",""
"531370","12","12","12","","","","","",""
"531400","13","13","13","","","","","",""
"531430","","","","10","10","10","","",""
"531440","10","10","10","","","","","",""
"531460","","","","","","","9","9","9"
"531470","","","","","","","9","9","9"
"531530","","","","13","13","13","","",""
"531780","","","","","","","13","13","13"
"531830","","","","","","","6","6","6"
"531920","","","","5","5","5","","",""
"532030","","","","","","","8","8","8"
"532140","9","9","9","","","","","",""
"532160","","","","","","","12","12","12"
"532180","","","","","","","8","8","8"
"532220","","","","9","9","9","","",""
"532250","","","","8","8","8","","",""
"532260","6","6","6","","","","","",""
"532310","","","","","","","10","10","10"
"532320","","","","","","","11","11","11"
"532360","","","","","","","12","12","12"
"532380","","","","7","7","7","","",""
"532530","","","","12","12","12","","",""
"532560","","","","","","","15","15","15"
"532580","","","","9","9","9","","",""
"532690","4","4","4","","","","","",""
"532710","","","","15","15","15","","",""
"532750","","","","5","5","5","","",""
"532800","10","10","10","","","","","",""
"532830","","","","","","","7","7","7"
"532900","","","","10","10","10","","",""
"532920","","","","","","","8","8","8"
"532930","6","6","6","8","8","8","","",""
"532950","","","","","","","12","12","12"
"532990","","","","","","","7","7","7"
"533010","8","8","8","","","","","",""
"533020","","","","8","8","8","","",""
"533030","","","","8","8","8","","",""
"533050","","","","","","","9","9","9"
"533100","10","10","10","","","","","",""
"533110","7","7","7","","","","","",""
"533130","","","","","","","9","9","9"
"533200","","","","","","","9","9","9"
"533230","","","","","","","12","12","12"
"533270","","","","","","","9","9","9"
"533280","","","","11","11","11","","",""
"533350","","","","7","7","7","","",""
"533390","8","8","8","","","","","",""
"533410","11","11","11","","","","","",""
"533430","","","","8","8","8","","",""
"533480","12","12","12","","","","","",""
"533490","","","","","","","12","12","12"
"533530","","","","","","","11","11","11"
"533600","9","9","9","","","","","",""
"533640","","","","8","8","8","","",""
"533650","","","","9","9","9","","",""
"533710","8","8","8","","","","","",""
"533750","","","","","","","10","10","10"
"533790","","","","9","9","9","","",""
"533910","","","","","","","12","12","12"
"533920","","","","8","8","8","","",""
"533930","9","9","9","","","","","",""
"533990","3","3","3","","","","","",""
"534020","","","","8","8","8","","",""
"534040","","","","","","","7","7","7"
"534060","12","12","12","","","","","",""
"534070","11","11","11","","","","","",""
"534100","7","7","7","","","","","",""
"534130","12","12","12","","","","","",""
"534160","","","","","","","8","8","8"
"534280","11","11","11","","","","","",""
"534400","","","","8","8","8","","",""
"534450","9","9","9","8","8","8","","",""
"534550","","","","6","6","6","","",""
"534580","7","7","7","","","","","",""
"534590","13","13","13","","","","","",""
"534600","","","","","","","12","12","12"
"534640","7","7","7","","","","","",""
"534660","","","","8","8","8","","",""
"534750","","","","","","","13","13","13"
"534760","","","","","","","10","10","10"
"534820","11","11","11","","","","","",""
"534850","","","","","","","9","9","9"
"534910","","","","11","11","11","","",""
"534960","8","8","8","","","","","",""
"535200","","","","","","","6","6","6"
"535210","","","","11","11","11","","",""
"535230","6","6","6","","","","","",""
"535310","","","","","","","8","8","8"
"535330","8","8","8","","","","","",""
"535350","10","10","10","","","","","",""
"535400","","","","13","13","13","","",""
"535430","","","","16","16","16","","",""
"535450","","","","","","","5","5","5"
"535580","","","","","","","5","5","5"
"535590","","","","","","","6","6","6"
"535610","4","4","4","","","","","",""
"535960","","","","","","","11","11","11"
"536030","","","","","","","11","11","11"
"536040","","","","","","","11","11","11"
"536070","","","","11","11","11","","",""
"536180","7","7","7","","","","","",""
"536200","7","7","7","","","","","",""
"536210","","","","11","11","11","","",""
"536310","","","","11","11","11","","",""
"536400","","","","14","14","14","","",""
"536470","","","","","","","7","7","7"
"536480","","","","8","8","8","","",""
"536550","8","8","8","","","","","",""
"536570","","","","","","","6","6","6"
"536620","","","","13","13","13","8","8","8"
"536660","9","9","9","","","","","",""
"536760","4","4","4","","","","","",""
"536840","11","11","11","","","","","",""
"536850","13","13","13","","","","","",""
"536860","","","","9","9","9","","",""
"536890","","","","10","10","10","","",""
"536990","11","11","11","","","","","",""
"537210","","","","","","","9","9","9"
"537300","9","9","9","","","","","",""
"537340","","","","","","","5","5","5"
"537350","11","11","11","","","","","",""
"537380","7","7","7","","","","","",""
"537410","14","14","14","","","","","",""
"537500","","","","12","12","12","","",""
"537580","","","","10","10","10","","",""
"537600","","","","7","7","7","","",""
"537620","","","","","","","10","10","10"
"537650","10","10","10","","","","","",""
"537680","7","7","7","","","","","",""
"537690","6","6","6","","","","","",""
"537770","","","","10","10","10","","",""
"537780","7","7","7","","","","","",""
"537850","8","8","8","","","","","",""
"537910","6","6","6","","","","","",""
"537930","","","","13","13","13","","",""
"537940","13","13","13","10","10","10","","",""
"537970","","","","","","","13","13","13"
"538110","","","","","","","7","7","7"
"538190","10","10","10","","","","","",""
"538320","","","","","","","8","8","8"
"538330","9","9","9","","","","","",""
"538350","","","","","","","12","12","12"
"538490","","","","","","","6","6","6"
"538510","8","8","8","","","","","",""
"538590","6","6","6","","","","","",""
"538650","","","","","","","7","7","7"
"538680","","","","9","9","9","","",""
"538720","","","","","","","11","11","11"
"538750","","","","","","","7","7","7"
"538810","","","","","","","11","11","11"
"538820","","","","","","","5","5","5"
"538850","","","","10","10","10","","",""
"539000","","","","11","11","11","","",""
"539020","","","","8","8","8","","",""
"539040","","","","","","","10","10","10"
"539130","","","","","","","6","6","6"
"539170","","","","5","5","5","","",""
"539200","10","10","10","","","","","",""
"539330","","","","11","11","11","","",""
"539340","","","","4","4","4","","",""
"539480","10","10","10","","","","","",""
"539740","","","","","","","15","15","15"
"539810","","","","","","","5","5","5"
"539860","","","","","","","11","11","11"
"539910","","","","","","","12","12","12"
"539950","","","","5","5","5","7","7","7"
"540110","","","","","","","8","8","8"
"540160","","","","","","","7","7","7"
"540220","9","9","9","","","","","",""
"540270","","","","","","","8","8","8"
"540320","","","","10","10","10","","",""
"540390","10","10","10","","","","8","8","8"
"540440","7","7","7","","","","","",""
"540460","","","","","","","9","9","9"
"540480","","","","","","","6","6","6"
"540490","9","9","9","","","","","",""
"540630","","","","9","9","9","","",""
"540700","","","","","","","12","12","12"
"540760","11","11","11","","","","","",""
"540780","7","7","7","9","9","9","","",""
"540800","11","11","11","","","","","",""
"540820","","","","7","7","7","","",""
"540860","","","","","","","7","7","7"
"540870","","","","9","9","9","","",""
"540910","7","7","7","","","","","",""
"540930","","","","","","","3","3","3"
"540940","","","","","","","7","7","7"
"540980","","","","","","","17","17","17"
"541100","8","8","8","","","","11","11","11"
"541200","13","13","13","","","","","",""
"541240","8","8","8","","","","","",""
"541290","","","","","","","10","10","10"
"541320","","","","8","8","8","","",""
"541330","","","","","","","6","6","6"
"541420","","","","10","10","10","","",""
"541490","6","6","6","","","","9","9","9"
"541500","9","9","9","","","","11","11","11"
"541510","","","","","","","11","11","11"
"541660","","","","9","9","9","9","9","9"
"541690","","","","6","6","6","","",""
"541790","5","5","5","7","7","7","","",""
"541810","6","6","6","","","","","",""
"541890","","","","9","9","9","","",""
"541900","","","","","","","7","7","7"
"541920","6","6","6","","","","","",""
"541990","","","","","","","10","10","10"
"542000","10","10","10","","","","","",""
"542110","","","","8","8","8","","",""
"542210","","","","15","15","15","","",""
"542330","","","","9","9","9","","",""
"542430","","","","","","","8","8","8"
"542540","","","","6","6","6","","",""
"542610","11","11","11","","","","","",""
"542680","8","8","8","","","","","",""
"542700","","","","10","10","10","","",""
"542710","11","11","11","","","","","",""
"542720","9","9","9","","","","","",""
"542800","","","","","","","8","8","8"
"542840","","","","","","","10","10","10"
"542950","8","8","8","","","","","",""
"543000","","","","","","","13","13","13"
"543070","","","","15","15","15","","",""
"543080","","","","9","9","9","","",""
"543120","","","","","","","8","8","8"
"543170","","","","","","","8","8","8"
"543260","","","","8","8","8","","",""
"543350","","","","14","14","14","","",""
"543430","","","","","","","9","9","9"
"543460","11","11","11","11","11","11","","",""
"543490","","","","","","","12","12","12"
"543540","","","","5","5","5","","",""
"543570","7","7","7","","","","","",""
"543600","7","7","7","","","","","",""
"543610","","","","","","","8","8","8"
"543620","","","","7","7","7","","",""
"543750","","","","9","9","9","","",""
"543770","","","","","","","6","6","6"
"543860","","","","7","7","7","","",""
"543960","","","","","","","12","12","12"
"544040","","","","","","","13","13","13"
"544090","","","","","","","12","12","12"
"544120","","","","7","7","7","","",""
"544150","8","8","8","","","","","",""
"544250","11","11","11","","","","","",""
"544290","","","","8","8","8","","",""
"544350","","","","","","","12","12","12"
"544420","","","","","","","10","10","10"
"544430","11","11","11","","","","","",""
"544480","12","12","12","","","","","",""
"544500","11","11","11","","","","","",""
"544620","","","","","","","11","11","11"
"544670","8","8","8","","","","10","10","10"
"544740","9","9","9","","","","","",""
"544760","13","13","13","","","","","",""
"544790","","","","12","12","12","","",""
"544830","","","","9","9","9","","",""
"544900","","","","","","","10","10","10"
"544960","5","5","5","","","","","",""
"545030","","","","","","","11","11","11"
"545040","","","","7","7","7","","",""
"545080","","","","7","7","7","11","11","11"
"545290","","","","7","7","7","","",""
"545400","","","","9","9","9","","",""
"545450","7","7","7","","","","","",""
"545490","","","","14","14","14","","",""
"545520","10","10","10","","","","","",""
"545610","9","9","9","","","","","",""
"545690","16","16","16","11","11","11","","",""
"545800","","","","7","7","7","","",""
"545810","5","5","5","","","","","",""
"545920","","","","10","10","10","","",""
"545940","","","","","","","7","7","7"
"545950","","","","","","","13","13","13"
"545990","","","","","","","8","8","8"
"546000","","","","13","13","13","","",""
"546010","","","","","","","6","6","6"
"546090","","","","9","9","9","","",""
"546120","","","","","","","8","8","8"
"546150","","","","10","10","10","","",""
"546190","","","","","","","12","12","12"
"546280","","","","","","","8","8","8"
"546310","","","","","","","6","6","6"
"546330","","","","","","","8","8","8"
"546380","10","10","10","","","","","",""
"546400","","","","","","","7","7","7"
"546430","","","","10","10","10","9","9","9"
"546440","12","12","12","","","","","",""
"546450","","","","","","","7","7","7"
"546540","","","","5","5","5","","",""
"546590","9","9","9","","","","10","10","10"
"546600","5","5","5","","","","","",""
"546740","","","","9","9","9","","",""
"546820","11","11","11","","","","","",""
"546890","11","11","11","","","","","",""
"546930","6","6","6","","","","","",""
"547000","","","","8","8","8","","",""
"547040","10","10","10","","","","","",""
"547080","12","12","12","","","","","",""
"547140","8","8","8","","","","","",""
"547230","","","","9","9","9","","",""
"547250","3","3","3","","","","","",""
"547290","","","","","","","10","10","10"
"547360","9","9","9","","","","","",""
"547370","","","","9","9","9","3","3","3"
"547380","","","","","","","12","12","12"
"547420","","","","12","12","12","","",""
"547510","","","","","","","8","8","8"
"547540","7","7","7","","","","","",""
"547640","","","","8","8","8","","",""
"547980","10","10","10","","","","","",""
"548000","","","","","","","15","15","15"
"548070","10","10","10","","","","","",""
"548110","7","7","7","","","","","",""
"548130","","","","","","","5","5","5"
"548170","","","","","","","7","7","7"
"548200","","","","","","","5","5","5"
"548270","","","","","","","7","7","7"
"548340","12","12","12","","","","","",""
"548450","","","","7","7","7","","",""
"548490","","","","","","","7","7","7"
"548530","","","","","","","10","10","10"
"548540","7","7","7","","","","","",""
"548550","8","8","8","","","","","",""
"548560","","","","9","9","9","","",""
"548670","","","","","","","11","11","11"
"548830","","","","","","","12","12","12"
"548840","12","12","12","","","","","",""
"548850","10","10","10","","","","","",""
"548860","8","8","8","","","","","",""
"548900","","","","","","","13","13","13"
"548930","","","","","","","5","5","5"
"549030","","","","8","8","8","","",""
"549100","","","","8","8","8","","",""
"549110","","","","7","7","7","","",""
"549190","10","10","10","","","","","",""
"549360","10","10","10","7","7","7","","",""
"549430","10","10","10","","","","","",""
"549460","","","","","","","8","8","8"
"549630","11","11","11","","","","","",""
"549680","","","","13","13","13","","",""
"549700","","","","","","","8","8","8"
"549820","","","","8","8","8","","",""
"549890","13","13","13","","","","","",""
"550290","","","","","","","6","6","6"
"550350","","","","8","8","8","","",""
"550450","","","","","","","13","13","13"
"550480","","","","11","11","11","","",""
"550500","","","","8","8","8","","",""
"550530","","","","11","11","11","","",""
"550540","9","9","9","","","","","",""
"550560","13","13","13","","","","","",""
"550610","11","11","11","","","","","",""
"550620","9","9","9","","","","","",""
"550710","","","","10","10","10","","",""
"550850","","","","","","","9","9","9"
"550920","","","","9","9","9","","",""
"550930","","","","8","8","8","","",""
"550940","","","","","","","8","8","8"
"550990","10","10","10","9","9","9","","",""
"551050","","","","","","","8","8","8"
"551080","9","9","9","","","","","",""
"551190","14","14","14","","","","","",""
"551270","","","","","","","8","8","8"
"551280","12","12","12","","","","","",""
"551410","10","10","10","","","","","",""
"551420","12","12","12","","","","","",""
"551490","","","","","","","7","7","7"
"551520","","","","","","","9","9","9"
"551580","12","12","12","","","","","",""
"551750","11","11","11","","","","","",""
"551770","","","","","","","6","6","6"
"551780","","","","","","","6","6","6"
"551810","","","","","","","9","9","9"
"551820","11","11","11","","","","","",""
"551930","","","","","","","11","11","11"
"551940","","","","11","11","11","","",""
"551960","","","","10","10","10","","",""
"552010","","","","","","","6","6","6"
"552020","","","","","","","6","6","6"
"552050","13","13","13","","","","","",""
"552070","","","","7","7","7","","",""
"552160","","","","12","12","12","","",""
"552330","10","10","10","","","","","",""
"552490","","","","","","","5","5","5"
"552560","","","","","","","11","11","11"
"552630","6","6","6","","","","","",""
"552700","","","","","","","4","4","4"
"552830","","","","5","5","5","","",""
"552850","","","","","","","7","7","7"
"552890","10","10","10","","","","","",""
"552920","","","","","","","10","10","10"
"552980","","","","12","12","12","7","7","7"
"553060","10","10","10","","","","","",""
"553090","13","13","13","","","","","",""
"553150","","","","12","12","12","","",""
"553260","","","","13","13","13","","",""
"553280","10","10","10","","","","","",""
"553290","","","","10","10","10","","",""
"553310","","","","10","10","10","","",""
"553330","","","","","","","10","10","10"
"553390","5","5","5","","","","","",""
"553460","7","7","7","","","","","",""
"553470","","","","","","","11","11","11"
"553560","8","8","8","","","","","",""
"553670","","","","","","","8","8","8"
"553680","","","","10","10","10","","",""
"553850","","","","9","9","9","","",""
"553910","8","8","8","","","","","",""
"553920","","","","","","","8","8","8"
"553970","","","","","","","6","6","6"
"554020","9","9","9","","","","","",""
"554050","","","","12","12","12","","",""
"554090","","","","11","11","11","","",""
"554120","","","","10","10","10","","",""
"554130","5","5","5","","","","","",""
"554180","11","11","11","","","","10","10","10"
"554240","7","7","7","","","","","",""
"554300","","","","4","4","4","","",""
"554410","12","12","12","","","","","",""
"554660","13","13","13","","","","","",""
"554670","","","","7","7","7","","",""
"554770","8","8","8","","","","","",""
"554780","","","","9","9","9","","",""
"554810","","","","","","","10","10","10"
"554870","","","","12","12","12","","",""
"554950","","","","","","","8","8","8"
"555000","8","8","8","","","","5","5","5"
"555050","9","9","9","","","","","",""
"555120","","","","11","11","11","","",""
"555130","","","","","","","12","12","12"
"555160","7","7","7","","","","","",""
"555250","","","","","","","6","6","6"
"555340","","","","9","9","9","","",""
"555480","13","13","13","","","","","",""
"555500","9","9","9","","","","","",""
"555540","5","5","5","","","","","",""
"555560","","","","9","9","9","","",""
"555640","","","","11","11","11","","",""
"555670","12","12","12","","","","","",""
"555680","","","","","","","7","7","7"
"555740","","","","","","","7","7","7"
"555750","","","","10","10","10","","",""
"555760","","","","9","9","9","","",""
"555800","","","","8","8","8","","",""
"555880","","","","","","","8","8","8"
"555940","6","6","6","","","","9","9","9"
"555960","11","11","11","","","","","",""
"556000","","","","11","11","11","","",""
"556110","","","","","","","10","10","10"
"556120","","","","","","","7","7","7"
"556130","","","","4","4","4","","",""
"556230","","","","","","","5","5","5"
"556340","","","","9","9","9","","",""
"556430","","","","","","","8","8","8"
"556530","","","","","","","6","6","6"
"556640","","","","10","10","10","","",""
"556650","","","","","","","12","12","12"
"556760","","","","","","","4","4","4"
"556830","","","","","","","13","13","13"
"556870","8","8","8","","","","9","9","9"
"556930","","","","11","11","11","","",""
"556960","","","","9","9","9","","",""
"556970","","","","10","10","10","","",""
"557010","","","","","","","9","9","9"
"557060","","","","10","10","10","","",""
"557100","","","","","","","8","8","8"
"557170","","","","8","8","8","","",""
"557190","","","","","","","5","5","5"
"557350","7","7","7","","","","","",""
"557450","","","","8","8","8","","",""
"557510","","","","8","8","8","","",""
"557590","","","","","","","10","10","10"
"557640","","","","11","11","11","","",""
"557660","","","","","","","10","10","10"
"557700","6","6","6","","","","","",""
"557720","","","","","","","7","7","7"
"557750","","","","","","","12","12","12"
"557830","","","","","","","6","6","6"
"557850","6","6","6","","","","","",""
"557860","13","13","13","","","","","",""
"557910","","","","","","","8","8","8"
"558090","","","","","","","12","12","12"
"558180","","","","9","9","9","","",""
"558240","","","","","","","7","7","7"
"558270","","","","13","13","13","","",""
"558280","","","","","","","6","6","6"
"558310","","","","","","","9","9","9"
"558330","","","","9","9","9","","",""
"558360","","","","","","","12","12","12"
"558370","","","","8","8","8","","",""
"558410","","","","10","10","10","","",""
"558440","","","","9","9","9","","",""
"558470","","","","9","9","9","","",""
"558500","","","","6","6","6","","",""
"558670","","","","12","12","12","","",""
"558780","","","","","","","8","8","8"
"558900","","","","8","8","8","","",""
"559000","10","10","10","","","","","",""
"559090","10","10","10","","","","","",""
"559100","","","","10","10","10","","",""
"559130","","","","4","4","4","","",""
"559140","8","8","8","8","8","8","","",""
"559230","","","","","","","11","11","11"
"559300","","","","","","","9","9","9"
"559360","15","15","15","","","","","",""
"559370","","","","","","","11","11","11"
"559430","","","","8","8","8","","",""
"559460","10","10","10","","","","8","8","8"
"559590","12","12","12","","","","9","9","9"
"559620","5","5","5","","","","","",""
"559660","7","7","7","","","","","",""
"559720","","","","7","7","7","","",""
"559730","12","12","12","","","","","",""
"559840","","","","7","7","7","","",""
"559880","10","10","10","","","","","",""
"559960","","","","13","13","13","","",""
"560010","","","","","","","11","11","11"
"560020","","","","","","","9","9","9"
"560050","9","9","9","","","","","",""
"560120","10","10","10","","","","","",""
"560190","","","","8","8","8","","",""
"560340","","","","","","","11","11","11"
"560370","","","","7","7","7","","",""
"560380","8","8","8","","","","","",""
"560390","","","","","","","6","6","6"
"560400","8","8","8","9","9","9","","",""
"560410","8","8","8","","","","","",""
"560420","6","6","6","","","","","",""
"560430","","","","","","","7","7","7"
"560490","","","","","","","7","7","7"
"560780","13","13","13","","","","","",""
"560910","","","","","","","8","8","8"
"560930","9","9","9","","","","","",""
"560950","","","","8","8","8","","",""
"560980","11","11","11","","","","","",""
"561020","8","8","8","","","","","",""
"561090","","","","6","6","6","10","10","10"
"561110","","","","10","10","10","","",""
"561150","","","","","","","7","7","7"
"561170","12","12","12","","","","","",""
"561180","6","6","6","7","7","7","","",""
"561210","","","","","","","8","8","8"
"561230","6","6","6","","","","","",""
"561270","","","","11","11","11","","",""
"561280","","","","","","","7","7","7"
"561340","12","12","12","","","","","",""
"561390","7","7","7","","","","","",""
"561410","","","","","","","9","9","9"
"561540","11","11","11","","","","","",""
"561730","","","","","","","8","8","8"
"561830","8","8","8","","","","","",""
"561860","5","5","5","8","8","8","","",""
"561880","7","7","7","","","","10","10","10"
"562080","","","","","","","5","5","5"
"562100","12","12","12","","","","6","6","6"
"562110","11","11","11","","","","","",""
"562130","10","10","10","","","","","",""
"562150","11","11","11","","","","","",""
"562240","9","9","9","","","","","",""
"562290","","","","8","8","8","","",""
"562310","9","9","9","","","","","",""
"562330","","","","7","7","7","","",""
"562380","5","5","5","","","","","",""
"562430","","","","5","5","5","","",""
"562440","","","","","","","9","9","9"
"562460","","","","6","6","6","","",""
"562480","10","10","10","","","","7","7","7"
"562490","","","","5","5","5","","",""
"562790","","","","8","8","8","","",""
"562800","8","8","8","","","","","",""
"562830","","","","","","","12","12","12"
"562930","8","8","8","","","","","",""
"563020","","","","14","14","14","","",""
"563200","","","","6","6","6","","",""
"563210","","","","7","7","7","","",""
"563250","","","","","","","12","12","12"
"563310","8","8","8","","","","","",""
"563370","","","","9","9","9","","",""
"563470","","","","","","","12","12","12"
"563490","","","","7","7","7","","",""
"563500","","","","9","9","9","","",""
"563570","9","9","9","","","","","",""
"563600","","","","","","","12","12","12"
"563650","","","","8","8","8","","",""
"563680","","","","10","10","10","","",""
"563900","","","","8","8","8","","",""
"563960","","","","","","","9","9","9"
"564000","","","","","","","8","8","8"
"564020","9","9","9","","","","","",""
"564100","","","","","","","6","6","6"
"564190","9","9","9","","","","","",""
"564230","6","6","6","","","","","",""
"564300","","","","","","","9","9","9"
"564330","","","","","","","10","10","10"
"564350","14","14","14","","","","","",""
"564410","","","","11","11","11","","",""
"564460","9","9","9","","","","","",""
"564490","9","9","9","","","","","",""
"564580","","","","15","15","15","","",""
"564590","","","","","","","8","8","8"
"564600","","","","9","9","9","","",""
"564630","8","8","8","","","","","",""
"564680","11","11","11","","","","","",""
"564690","","","","","","","13","13","13"
"564750","12","12","12","","","","","",""
"564760","8","8","8","","","","","",""
"564830","","","","14","14","14","","",""
"564870","11","11","11","","","","","",""
"564920","","","","11","11","11","","",""
"564940","","","","7","7","7","","",""
"564970","8","8","8","","","","","",""
"565060","","","","9","9","9","","",""
"565080","","","","7","7","7","9","9","9"
"565220","","","","9","9","9","","",""
"565240","","","","11","11","11","13","13","13"
"565350","","","","9","9","9","","",""
"565430","","","","","","","13","13","13"
"565460","","","","","","","12","12","12"
"565510","","","","12","12","12","","",""
"565560","","","","9","9","9","","",""
"565640","10","10","10","","","","","",""
"565690","10","10","10","","","","","",""
"565730","","","","","","","11","11","11"
"565740","","","","","","","11","11","11"
"565980","","","","3","3","3","","",""
"566080","","","","9","9","9","","",""
"566100","","","","","","","11","11","11"
"566190","","","","9","9","9","","",""
"566200","","","","5","5","5","","",""
"566320","","","","10","10","10","","",""
"566330","","","","10","10","10","","",""
"566380","","","","9","9","9","","",""
"566390","","","","","","","7","7","7"
"566410","","","","","","","8","8","8"
"566420","","","","","","","8","8","8"
"566450","","","","7","7","7","","",""
"566670","","","","6","6","6","","",""
"566850","","","","","","","11","11","11"
"566980","9","9","9","","","","","",""
"567010","9","9","9","","","","","",""
"567110","","","","","","","11","11","11"
"567170","8","8","8","","","","","",""
"567250","13","13","13","","","","","",""
"567410","10","10","10","","","","3","3","3"
"567420","5","5","5","","","","","",""
"567450","","","","","","","14","14","14"
"567490","","","","6","6","6","","",""
"567610","7","7","7","12","12","12","8","8","8"
"567650","","","","","","","7","7","7"
"567760","","","","","","","10","10","10"
"567840","","","","11","11","11","","",""
"567930","","","","","","","10","10","10"
"568120","","","","","","","10","10","10"
"568180","12","12","12","","","","","",""
"568280","","","","9","9","9","","",""
"568350","7","7","7","","","","","",""
"568410","","","","","","","9","9","9"
"568420","","","","","","","7","7","7"
"568470","","","","5","5","5","","",""
"568490","11","11","11","","","","","",""
"568660","","","","12","12","12","","",""
"568670","","","","4","4","4","","",""
"568730","","","","11","11","11","","",""
"568820","6","6","6","","","","","",""
"568850","","","","","","","6","6","6"
"568860","","","","8","8","8","","",""
"568870","6","6","6","","","","","",""
"568880","9","9","9","","","","13","13","13"
"568910","8","8","8","","","","","",""
"569060","","","","","","","12","12","12"
"569180","","","","11","11","11","","",""
"569230","","","","","","","9","9","9"
"569240","","","","","","","5","5","5"
"569280","","","","","","","4","4","4"
"569390","10","10","10","","","","","",""
"569430","9","9","9","","","","","",""
"569550","","","","5","5","5","","",""
"569600","","","","","","","12","12","12"
"569610","","","","9","9","9","","",""
"569680","10","10","10","","","","","",""
"569700","","","","","","","10","10","10"
"569810","10","10","10","","","","","",""
"569860","13","13","13","","","","","",""
"569890","9","9","9","","","","","",""
"569900","","","","10","10","10","","",""
"570080","6","6","6","","","","","",""
"570110","","","","","","","5","5","5"
"570120","","","","6","6","6","","",""
"570130","","","","","","","8","8","8"
"570260","","","","12","12","12","","",""
"570270","","","","10","10","10","","",""
"570280","","","","","","","9","9","9"
"570300","","","","11","11","11","","",""
"570430","","","","9","9","9","","",""
"570440","8","8","8","","","","","",""
"570480","11","11","11","","","","","",""
"570530","","","","","","","7","7","7"
"570610","","","","","","","8","8","8"
"570640","","","","","","","12","12","12"
"570780","","","","10","10","10","","",""
"570820","","","","7","7","7","","",""
"571010","","","","7","7","7","","",""
"571020","9","9","9","","","","","",""
