"Step","00-dynamic","00-dynamic - latency-1__MIN","00-dynamic - latency-1__MAX","00-every-100","00-every-100 - latency-1__MIN","00-every-100 - latency-1__MAX","00-every-10","00-every-10 - latency-1__MIN","00-every-10 - latency-1__MAX","00-static-1","00-static-1 - latency-1__MIN","00-static-1 - latency-1__MAX","00-ofb","00-ofb - latency-1__MIN","00-ofb - latency-1__MAX"
"2278","","","","","","","","","","0","0","0","0","0","0"
"2283","","","","","","","","","","0","0","0","0","0","0"
"2284","","","","0","0","0","","","","","","","","",""
"2285","","","","0","0","0","","","","","","","","",""
"2288","","","","","","","24","24","24","","","","","",""
"2290","","","","","","","24.666666666666668","24.666666666666668","24.666666666666668","","","","","",""
"2291","","","","","","","24.5","24.5","24.5","","","","","",""
"2293","","","","0","0","0","","","","","","","","",""
"2301","","","","","","","","","","0","0","0","70","70","70"
"2305","","","","0","0","0","","","","","","","","",""
"2325","","","","","","","0","0","0","","","","","",""
"2332","","","","","","","54","54","54","","","","","",""
"2334","0","0","0","","","","","","","","","","","",""
"2338","","","","","","","51.5","51.5","51.5","","","","","",""
"2345","","","","","","","","","","0","0","0","68","68","68"
"2348","","","","","","","49.5","49.5","49.5","","","","","",""
"2349","","","","","","","0","0","0","","","","","",""
"2354","","","","","","","","","","0","0","0","0","0","0"
"2356","0","0","0","","","","","","","","","","","",""
"2359","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","","","","",""
"2361","","","","","","","0","0","0","","","","","",""
"2365","0","0","0","","","","","","","","","","","",""
"2373","","","","","","","","","","0","0","0","69.66666666666667","69.66666666666667","69.66666666666667"
"2383","","","","","","","0","0","0","","","","","",""
"2388","0","0","0","","","","","","","","","","","",""
"2394","","","","0","0","0","","","","","","","","",""
"2399","","","","","","","","","","0","0","0","69","69","69"
"2400","","","","","","","","","","0","0","0","69","69","69"
"2402","","","","","","","","","","0","0","0","69","69","69"
"2412","","","","","","","0","0","0","","","","","",""
"2427","","","","","","","","","","0","0","0","70","70","70"
"2428","","","","","","","","","","0","0","0","0","0","0"
"2430","","","","","","","65","65","65","0","0","0","70","70","70"
"2434","","","","0","0","0","","","","","","","","",""
"2439","","","","","","","","","","0","0","0","0","0","0"
"2441","0","0","0","","","","","","","","","","","",""
"2450","","","","0","0","0","","","","","","","","",""
"2454","","","","","","","","","","0","0","0","64.83333333333333","64.83333333333333","64.83333333333333"
"2460","0","0","0","","","","","","","","","","","",""
"2463","","","","0","0","0","","","","","","","","",""
"2472","0","0","0","","","","","","","","","","","",""
"2473","0","0","0","","","","","","","","","","","",""
"2474","","","","","","","","","","0","0","0","40","40","40"
"2475","","","","0","0","0","","","","","","","","",""
"2487","","","","","","","0","0","0","","","","","",""
"2492","","","","","","","0","0","0","","","","","",""
"2501","","","","0","0","0","0","0","0","","","","","",""
"2510","","","","","","","50.333333333333336","50.333333333333336","50.333333333333336","","","","","",""
"2512","","","","","","","","","","26.333333333333332","26.333333333333332","26.333333333333332","0","0","0"
"2513","","","","0","0","0","","","","","","","","",""
"2515","0","0","0","","","","","","","","","","","",""
"2517","0","0","0","","","","","","","","","","","",""
"2521","","","","","","","","","","0","0","0","0","0","0"
"2527","","","","0","0","0","","","","","","","","",""
"2528","","","","","","","","","","0","0","0","0","0","0"
"2530","","","","","","","22.166666666666668","22.166666666666668","22.166666666666668","","","","","",""
"2531","0","0","0","","","","","","","","","","","",""
"2534","0","0","0","","","","","","","","","","","",""
"2537","0","0","0","","","","","","","","","","","",""
"2538","","","","0","0","0","","","","","","","","",""
"2540","","","","","","","11.666666666666666","11.666666666666666","11.666666666666666","","","","","",""
"2546","","","","","","","8.333333333333334","8.333333333333334","8.333333333333334","","","","","",""
"2551","","","","","","","","","","49.333333333333336","49.333333333333336","49.333333333333336","0","0","0"
"2552","","","","","","","","","","48.75","48.75","48.75","0","0","0"
"2559","","","","","","","0","0","0","","","","","",""
"2562","","","","","","","","","","44.2","44.2","44.2","70","70","70"
"2569","","","","","","","0","0","0","","","","","",""
"2573","","","","","","","","","","20","20","20","62.75","62.75","62.75"
"2575","","","","0","0","0","","","","","","","","",""
"2581","","","","","","","","","","1.2222222222222223","1.2222222222222223","1.2222222222222223","0","0","0"
"2585","","","","","","","","","","0","0","0","0","0","0"
"2586","","","","","","","","","","0","0","0","0","0","0"
"2591","0","0","0","","","","","","","","","","","",""
"2593","","","","","","","","","","0","0","0","0","0","0"
"2595","0","0","0","","","","","","","","","","","",""
"2598","","","","0","0","0","","","","","","","","",""
"2619","","","","","","","0","0","0","","","","","",""
"2630","","","","0","0","0","","","","","","","","",""
"2633","","","","","","","17.8","17.8","17.8","","","","","",""
"2634","","","","","","","17","17","17","","","","","",""
"2636","0","0","0","","","","16","16","16","","","","","",""
"2638","","","","0","0","0","","","","","","","","",""
"2644","","","","0","0","0","","","","","","","","",""
"2646","","","","0","0","0","","","","","","","","",""
"2659","1","1","1","","","","","","","","","","","",""
"2660","0","0","0","","","","0.6","0.6","0.6","","","","","",""
"2661","0","0","0","","","","","","","","","","","",""
"2662","","","","","","","","","","10","10","10","37.285714285714285","37.285714285714285","37.285714285714285"
"2664","0","0","0","","","","0","0","0","","","","","",""
"2676","","","","","","","","","","0","0","0","0","0","0"
"2681","","","","","","","","","","0","0","0","0","0","0"
"2682","","","","","","","","","","0","0","0","0","0","0"
"2683","","","","0","0","0","","","","","","","","",""
"2686","","","","","","","0","0","0","","","","","",""
"2692","0","0","0","","","","","","","","","","","",""
"2696","0","0","0","","","","0","0","0","","","","","",""
"2703","0","0","0","","","","","","","","","","","",""
"2704","","","","","","","","","","40","40","40","0","0","0"
"2709","0.6666666666666666","0.6666666666666666","0.6666666666666666","0","0","0","","","","","","","","",""
"2710","0","0","0","","","","","","","","","","","",""
"2711","","","","","","","3","3","3","","","","","",""
"2713","0","0","0","","","","","","","","","","","",""
"2714","","","","","","","0","0","0","","","","","",""
"2723","","","","0","0","0","","","","","","","","",""
"2725","","","","","","","","","","6.375","6.375","6.375","0","0","0"
"2726","","","","","","","","","","4.125","4.125","4.125","0","0","0"
"2731","","","","","","","","","","0","0","0","0","0","0"
"2733","","","","","","","","","","0","0","0","0","0","0"
"2736","","","","","","","","","","0","0","0","0","0","0"
"2737","","","","","","","","","","0","0","0","0","0","0"
"2739","5.3","5.3","5.3","","","","","","","","","","","",""
"2740","","","","","","","18","18","18","","","","","",""
"2742","0","0","0","","","","","","","","","","","",""
"2748","","","","","","","","","","0","0","0","70","70","70"
"2751","0","0","0","","","","","","","","","","","",""
"2758","","","","","","","33.5","33.5","33.5","","","","","",""
"2760","","","","","","","","","","0","0","0","69","69","69"
"2765","0","0","0","","","","","","","","","","","",""
"2768","0","0","0","","","","38","38","38","","","","","",""
"2770","0","0","0","","","","","","","","","","","",""
"2784","0","0","0","","","","","","","","","","","",""
"2787","","","","","","","0","0","0","","","","","",""
"2791","","","","","","","53.5","53.5","53.5","","","","","",""
"2792","","","","","","","53","53","53","","","","","",""
"2794","","","","","","","","","","0","0","0","61.25","61.25","61.25"
"2800","","","","","","","","","","0","0","0","54.6","54.6","54.6"
"2817","","","","0","0","0","","","","","","","","",""
"2821","","","","0","0","0","","","","","","","","",""
"2823","0","0","0","","","","","","","","","","","",""
"2824","0","0","0","","","","","","","","","","","",""
"2825","","","","0","0","0","","","","","","","","",""
"2829","","","","","","","","","","0","0","0","59.5","59.5","59.5"
"2830","","","","","","","","","","0","0","0","0","0","0"
"2838","","","","","","","66","66","66","","","","","",""
"2841","0","0","0","","","","","","","","","","","",""
"2849","","","","","","","","","","0","0","0","70","70","70"
"2852","","","","","","","66.5","66.5","66.5","","","","","",""
"2853","","","","","","","65.5","65.5","65.5","","","","","",""
"2860","","","","","","","","","","0","0","0","68.66666666666667","68.66666666666667","68.66666666666667"
"2861","0","0","0","","","","","","","","","","","",""
"2862","","","","","","","","","","0","0","0","67.25","67.25","67.25"
"2863","","","","","","","65","65","65","","","","","",""
"2871","","","","","","","","","","0","0","0","0","0","0"
"2873","0","0","0","","","","62.75","62.75","62.75","","","","","",""
"2875","","","","","","","61.6","61.6","61.6","","","","","",""
"2880","0","0","0","","","","","","","","","","","",""
"2882","0","0","0","","","","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","0","0","0"
"2884","0.6","0.6","0.6","","","","","","","0","0","0","0","0","0"
"2885","","","","0","0","0","","","","","","","","",""
"2888","","","","0","0","0","","","","","","","","",""
"2890","0","0","0","","","","61.75","61.75","61.75","","","","","",""
"2892","","","","","","","60.2","60.2","60.2","","","","","",""
"2896","0","0","0","","","","","","","","","","","",""
"2899","0.4","0.4","0.4","","","","","","","","","","","",""
"2905","","","","","","","39.333333333333336","39.333333333333336","39.333333333333336","","","","","",""
"2915","","","","","","","","","","0","0","0","64.6","64.6","64.6"
"2920","0","0","0","","","","","","","","","","","",""
"2925","","","","","","","18.4","18.4","18.4","","","","","",""
"2939","2.5","2.5","2.5","","","","","","","","","","","",""
"2940","","","","","","","11.333333333333334","11.333333333333334","11.333333333333334","","","","","",""
"2942","0","0","0","","","","","","","","","","","",""
"2945","","","","0","0","0","","","","","","","","",""
"2955","","","","","","","","","","60.5","60.5","60.5","0","0","0"
"2958","1","1","1","","","","","","","61","61","61","0","0","0"
"2963","","","","0","0","0","","","","","","","","",""
"2965","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"2968","0","0","0","","","","","","","","","","","",""
"2969","","","","0","0","0","","","","","","","","",""
"2974","","","","","","","","","","70","70","70","0","0","0"
"2977","","","","0","0","0","","","","","","","","",""
"2981","","","","0","0","0","","","","66.6","66.6","66.6","58","58","58"
"2994","","","","","","","23.5","23.5","23.5","","","","","",""
"3003","","","","","","","0","0","0","0","0","0","26","26","26"
"3009","0.4","0.4","0.4","","","","","","","","","","","",""
"3011","","","","","","","","","","0","0","0","19.333333333333332","19.333333333333332","19.333333333333332"
"3024","","","","","","","31.625","31.625","31.625","","","","","",""
"3026","0","0","0","0","0","0","","","","","","","","",""
"3029","0","0","0","","","","","","","","","","","",""
"3037","","","","","","","12.285714285714286","12.285714285714286","12.285714285714286","","","","","",""
"3043","","","","","","","","","","0","0","0","12.25","12.25","12.25"
"3048","","","","0","0","0","","","","","","","","",""
"3049","0","0","0","","","","","","","","","","","",""
"3051","","","","","","","1.6666666666666667","1.6666666666666667","1.6666666666666667","","","","","",""
"3052","","","","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","",""
"3054","0","0","0","","","","","","","","","","","",""
"3061","21","21","21","","","","","","","","","","","",""
"3067","","","","","","","","","","0","0","0","19","19","19"
"3072","21.333333333333332","21.333333333333332","21.333333333333332","","","","","","","","","","","",""
"3078","","","","","","","","","","70","70","70","0","0","0"
"3082","","","","","","","","","","0","0","0","0","0","0"
"3096","","","","0","0","0","","","","","","","","",""
"3106","","","","0","0","0","","","","","","","","",""
"3110","","","","4","4","4","","","","","","","","",""
"3112","0","0","0","","","","","","","","","","","",""
"3114","","","","","","","","","","0","0","0","9.166666666666666","9.166666666666666","9.166666666666666"
"3117","","","","0","0","0","","","","","","","","",""
"3125","","","","","","","0","0","0","","","","","",""
"3129","","","","","","","","","","64.2","64.2","64.2","0","0","0"
"3145","","","","","","","62.75","62.75","62.75","","","","","",""
"3147","","","","","","","","","","0","0","0","0","0","0"
"3163","5.857142857142857","5.857142857142857","5.857142857142857","","","","","","","","","","","",""
"3164","","","","38.75","38.75","38.75","70","70","70","","","","","",""
"3167","","","","37.25","37.25","37.25","","","","","","","","",""
"3168","0","0","0","","","","69","69","69","","","","","",""
"3175","","","","27.6","27.6","27.6","","","","","","","","",""
"3178","0","0","0","","","","","","","","","","","",""
"3180","","","","23.166666666666668","23.166666666666668","23.166666666666668","","","","","","","","",""
"3181","","","","","","","68.33333333333333","68.33333333333333","68.33333333333333","","","","","",""
"3187","","","","","","","","","","70","70","70","3.5","3.5","3.5"
"3188","","","","14.25","14.25","14.25","","","","","","","","",""
"3189","0","0","0","","","","","","","","","","","",""
"3192","0","0","0","","","","","","","","","","","",""
"3199","","","","","","","","","","68","68","68","0","0","0"
"3206","","","","","","","0","0","0","","","","","",""
"3207","","","","0","0","0","","","","","","","","",""
"3210","","","","","","","0","0","0","","","","","",""
"3211","0","0","0","","","","0","0","0","","","","","",""
"3212","","","","","","","0","0","0","","","","","",""
"3219","0","0","0","","","","","","","","","","","",""
"3220","","","","","","","0","0","0","56.25","56.25","56.25","0","0","0"
