"Step","00-dynamic","00-dynamic - dead-1__MIN","00-dynamic - dead-1__MAX","00-every-100","00-every-100 - dead-1__MIN","00-every-100 - dead-1__MAX","00-every-10","00-every-10 - dead-1__MIN","00-every-10 - dead-1__MAX","00-static-1","00-static-1 - dead-1__MIN","00-static-1 - dead-1__MAX","00-ofb","00-ofb - dead-1__MIN","00-ofb - dead-1__MAX"
"170683","0","0","0","","","","","","","","","","","",""
"170684","","","","0","0","0","","","","","","","0","0","0"
"170690","","","","0","0","0","","","","","","","0","0","0"
"170692","","","","0","0","0","","","","","","","0","0","0"
"170696","","","","","","","0","0","0","0","0","0","","",""
"170698","","","","","","","0","0","0","0","0","0","","",""
"170700","","","","0","0","0","","","","","","","0","0","0"
"170709","","","","","","","0","0","0","0","0","0","","",""
"170715","","","","","","","0","0","0","0","0","0","","",""
"170716","0","0","0","","","","","","","","","","","",""
"170724","","","","0","0","0","","","","","","","0","0","0"
"170730","0","0","0","","","","","","","","","","","",""
"170738","","","","","","","0","0","0","0","0","0","","",""
"170741","","","","","","","0","0","0","0","0","0","","",""
"170745","","","","","","","0","0","0","0","0","0","","",""
"170748","","","","0","0","0","","","","","","","0","0","0"
"170749","0","0","0","","","","","","","","","","","",""
"170754","","","","0","0","0","","","","","","","0","0","0"
"170768","","","","0","0","0","","","","","","","0","0","0"
"170775","","","","0","0","0","","","","","","","0","0","0"
"170780","","","","0","0","0","","","","","","","0","0","0"
"170786","0","0","0","","","","0","0","0","0","0","0","","",""
"170789","","","","0","0","0","","","","","","","0","0","0"
"170792","","","","","","","0","0","0","0","0","0","","",""
"170793","0","0","0","","","","","","","","","","","",""
"170798","","","","","","","0","0","0","0","0","0","","",""
"170799","0","0","0","","","","","","","","","","","",""
"170800","","","","0","0","0","","","","","","","0","0","0"
"170801","0","0","0","","","","","","","","","","","",""
"170802","0","0","0","","","","","","","","","","","",""
"170806","","","","","","","0","0","0","0","0","0","","",""
"170811","0","0","0","","","","","","","","","","","",""
"170813","","","","0","0","0","","","","","","","0","0","0"
"170817","","","","0","0","0","","","","","","","0","0","0"
"170832","","","","0","0","0","","","","","","","0","0","0"
"170836","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"170838","","","","","","","0","0","0","0","0","0","","",""
"170840","","","","","","","0","0","0","0","0","0","","",""
"170847","","","","0","0","0","","","","","","","0","0","0"
"170852","0","0","0","","","","","","","","","","","",""
"170858","","","","","","","0","0","0","0","0","0","","",""
"170861","","","","","","","0","0","0","0","0","0","","",""
"170871","0","0","0","","","","","","","","","","","",""
"170874","","","","0","0","0","","","","","","","0","0","0"
"170876","","","","","","","0","0","0","0","0","0","","",""
"170890","","","","","","","0","0","0","0","0","0","","",""
"170891","","","","","","","0","0","0","0","0","0","","",""
"170899","0","0","0","","","","","","","","","","","",""
"170900","0","0","0","","","","","","","","","","","",""
"170904","","","","","","","0","0","0","0","0","0","","",""
"170908","","","","0","0","0","","","","","","","0","0","0"
"170929","","","","0","0","0","","","","","","","0","0","0"
"170930","","","","0","0","0","","","","","","","0","0","0"
"170939","0","0","0","","","","","","","","","","","",""
"170940","0","0","0","","","","","","","","","","","",""
"170957","","","","","","","0","0","0","0","0","0","","",""
"170963","","","","0","0","0","","","","","","","0","0","0"
"170971","0","0","0","","","","","","","","","","","",""
"170976","","","","0","0","0","","","","","","","0","0","0"
"170986","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"170989","","","","0","0","0","","","","","","","0","0","0"
"170995","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"171010","0","0","0","","","","","","","","","","","",""
"171012","","","","0","0","0","","","","","","","0","0","0"
"171014","","","","","","","0","0","0","0","0","0","","",""
"171027","0","0","0","","","","","","","","","","","",""
"171028","0","0","0","","","","","","","","","","","",""
"171030","","","","0","0","0","","","","","","","0","0","0"
"171036","","","","0","0","0","","","","","","","0","0","0"
"171043","0","0","0","","","","","","","","","","","",""
"171045","","","","0","0","0","","","","","","","0","0","0"
"171046","","","","","","","0","0","0","0","0","0","","",""
"171047","","","","","","","0","0","0","0","0","0","","",""
"171054","0","0","0","","","","","","","","","","","",""
"171055","","","","0","0","0","","","","","","","0","0","0"
"171058","0","0","0","","","","","","","","","","","",""
"171067","","","","0","0","0","","","","","","","0","0","0"
"171071","","","","","","","0","0","0","0","0","0","","",""
"171076","","","","0","0","0","","","","","","","0","0","0"
"171077","0","0","0","","","","","","","","","","","",""
"171087","","","","0","0","0","","","","","","","0","0","0"
"171096","","","","","","","0","0","0","0","0","0","","",""
"171097","0","0","0","","","","","","","","","","","",""
"171102","","","","","","","0","0","0","0","0","0","","",""
"171105","","","","","","","0","0","0","0","0","0","","",""
"171110","","","","0","0","0","","","","","","","0","0","0"
"171119","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"171137","0","0","0","","","","","","","","","","","",""
"171140","","","","0","0","0","","","","","","","0","0","0"
"171144","0","0","0","","","","","","","","","","","",""
"171150","","","","0","0","0","","","","","","","0","0","0"
"171158","0","0","0","","","","","","","","","","","",""
"171160","0","0","0","","","","","","","","","","","",""
"171163","0","0","0","","","","0","0","0","0","0","0","","",""
"171168","","","","","","","0","0","0","0","0","0","","",""
"171171","","","","0","0","0","","","","","","","0","0","0"
"171187","0","0","0","","","","","","","","","","","",""
"171192","","","","","","","0","0","0","0","0","0","","",""
"171200","","","","0","0","0","","","","","","","0","0","0"
"171201","0","0","0","","","","","","","","","","","",""
"171212","0","0","0","","","","","","","","","","","",""
"171214","0","0","0","","","","","","","","","","","",""
"171227","","","","","","","0","0","0","0","0","0","","",""
"171246","0","0","0","","","","","","","","","","","",""
"171250","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"171252","","","","","","","0","0","0","0","0","0","","",""
"171270","","","","0","0","0","","","","","","","0","0","0"
"171278","","","","","","","0","0","0","0","0","0","","",""
"171288","","","","0","0","0","","","","","","","0","0","0"
"171290","","","","0","0","0","","","","","","","0","0","0"
"171291","0","0","0","","","","0","0","0","0","0","0","","",""
"171292","0","0","0","","","","","","","","","","","",""
"171293","","","","0","0","0","","","","","","","0","0","0"
"171294","","","","0","0","0","","","","","","","0","0","0"
"171304","","","","","","","0","0","0","0","0","0","","",""
"171316","","","","0","0","0","","","","","","","0","0","0"
"171327","","","","0","0","0","","","","","","","0","0","0"
"171329","","","","0","0","0","","","","","","","0","0","0"
"171331","","","","","","","0","0","0","0","0","0","","",""
"171335","","","","0","0","0","","","","","","","0","0","0"
"171348","","","","","","","0","0","0","0","0","0","","",""
"171355","0","0","0","","","","","","","","","","","",""
"171358","","","","","","","0","0","0","0","0","0","","",""
"171359","0","0","0","","","","","","","","","","","",""
"171373","0","0","0","","","","","","","","","","","",""
"171379","0","0","0","","","","","","","","","","","",""
"171383","","","","","","","0","0","0","0","0","0","","",""
"171396","","","","0","0","0","","","","","","","0","0","0"
"171432","","","","0","0","0","","","","","","","0","0","0"
"171433","","","","","","","0","0","0","0","0","0","","",""
"171442","","","","0","0","0","","","","","","","0","0","0"
"171444","","","","0","0","0","","","","","","","0","0","0"
"171450","0","0","0","","","","","","","","","","","",""
"171453","","","","","","","0","0","0","0","0","0","","",""
"171464","0","0","0","","","","","","","","","","","",""
"171470","0","0","0","","","","","","","","","","","",""
"171473","0","0","0","","","","","","","","","","","",""
"171478","","","","","","","0","0","0","0","0","0","","",""
"171481","0","0","0","","","","","","","","","","","",""
"171486","0","0","0","","","","","","","","","","","",""
"171488","","","","","","","0","0","0","0","0","0","","",""
"171491","0","0","0","","","","","","","","","","","",""
"171497","0","0","0","","","","","","","","","","","",""
"171502","","","","0","0","0","","","","","","","0","0","0"
"171503","","","","0","0","0","","","","","","","0","0","0"
"171504","","","","","","","0","0","0","0","0","0","","",""
"171505","","","","0","0","0","","","","","","","0","0","0"
"171507","0","0","0","","","","","","","","","","","",""
"171518","","","","0","0","0","","","","","","","0","0","0"
"171519","","","","","","","0","0","0","0","0","0","","",""
"171563","","","","0","0","0","","","","","","","0","0","0"
"171566","","","","","","","0","0","0","0","0","0","","",""
"171568","","","","","","","0","0","0","0","0","0","","",""
"171574","0","0","0","","","","","","","","","","","",""
"171577","","","","0","0","0","","","","","","","0","0","0"
"171582","","","","","","","0","0","0","0","0","0","","",""
"171585","0","0","0","","","","","","","","","","","",""
"171586","","","","0","0","0","","","","","","","0","0","0"
"171595","","","","0","0","0","","","","","","","0","0","0"
"171603","0","0","0","","","","","","","","","","","",""
"171604","","","","","","","0","0","0","0","0","0","","",""
"171611","0","0","0","","","","","","","","","","","",""
"171615","0","0","0","","","","","","","","","","","",""
"171621","","","","0","0","0","","","","","","","0","0","0"
"171622","0","0","0","","","","","","","","","","","",""
"171625","","","","","","","0","0","0","0","0","0","","",""
"171628","0","0","0","","","","","","","","","","","",""
"171630","0","0","0","","","","","","","","","","","",""
"171640","0","0","0","","","","","","","","","","","",""
"171642","","","","0","0","0","","","","","","","0","0","0"
"171646","","","","0","0","0","","","","","","","0","0","0"
"171647","0","0","0","","","","","","","","","","","",""
"171648","0","0","0","0","0","0","","","","","","","0","0","0"
"171649","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"171659","0","0","0","","","","","","","","","","","",""
"171660","0","0","0","","","","","","","","","","","",""
"171665","","","","","","","0","0","0","0","0","0","","",""
"171666","","","","0","0","0","","","","","","","0","0","0"
"171668","","","","0","0","0","","","","","","","0","0","0"
"171676","0","0","0","","","","","","","","","","","",""
"171680","","","","0","0","0","","","","","","","0","0","0"
"171700","","","","","","","0","0","0","0","0","0","","",""
"171711","","","","0","0","0","","","","","","","0","0","0"
"171713","0","0","0","","","","","","","","","","","",""
"171715","0","0","0","","","","","","","","","","","",""
"171728","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"171730","0","0","0","","","","","","","","","","","",""
"171735","0","0","0","","","","","","","","","","","",""
"171758","0","0","0","0","0","0","","","","","","","0","0","0"
"171764","0","0","0","","","","","","","","","","","",""
"171766","0","0","0","","","","","","","","","","","",""
"171769","","","","0","0","0","","","","","","","0","0","0"
"171774","0","0","0","","","","","","","","","","","",""
"171776","","","","0","0","0","","","","","","","0","0","0"
"171780","","","","0","0","0","","","","","","","0","0","0"
"171799","","","","","","","0","0","0","0","0","0","","",""
"171803","0","0","0","","","","","","","","","","","",""
"171823","0","0","0","","","","","","","","","","","",""
"171829","","","","0","0","0","","","","","","","0","0","0"
"171831","","","","0","0","0","","","","","","","0","0","0"
"171832","0","0","0","","","","","","","","","","","",""
"171836","0","0","0","","","","","","","","","","","",""
"171837","","","","","","","0","0","0","0","0","0","","",""
"171841","","","","","","","0","0","0","0","0","0","","",""
"171847","","","","0","0","0","","","","","","","0","0","0"
"171857","","","","0","0","0","","","","","","","0","0","0"
"171870","","","","0","0","0","","","","","","","0","0","0"
"171883","","","","","","","0","0","0","0","0","0","","",""
"171887","","","","","","","0","0","0","0","0","0","","",""
"171889","","","","","","","0","0","0","0","0","0","","",""
"171895","","","","0","0","0","","","","","","","0","0","0"
"171905","0","0","0","","","","","","","","","","","",""
"171910","","","","0","0","0","","","","","","","0","0","0"
"171912","","","","0","0","0","","","","","","","0","0","0"
"171917","0","0","0","","","","0","0","0","0","0","0","","",""
"171922","0","0","0","","","","","","","","","","","",""
"171924","","","","","","","0","0","0","0","0","0","","",""
"171926","0","0","0","","","","","","","","","","","",""
"171929","0","0","0","","","","","","","","","","","",""
"171934","0","0","0","","","","","","","","","","","",""
"171937","0","0","0","","","","","","","","","","","",""
"171938","0","0","0","","","","","","","","","","","",""
"171941","0","0","0","","","","","","","","","","","",""
"171942","","","","","","","0","0","0","0","0","0","","",""
"171946","0","0","0","","","","0","0","0","0","0","0","","",""
"171952","","","","0","0","0","","","","","","","0","0","0"
"171956","","","","","","","0","0","0","0","0","0","","",""
"171967","0","0","0","","","","","","","","","","","",""
"171969","","","","","","","0","0","0","0","0","0","","",""
"171971","0","0","0","","","","","","","","","","","",""
"171975","","","","0","0","0","","","","","","","0","0","0"
"171980","","","","","","","0","0","0","0","0","0","","",""
"171981","0","0","0","","","","","","","","","","","",""
"171983","","","","","","","0","0","0","0","0","0","","",""
"171985","","","","","","","0","0","0","0","0","0","","",""
"171994","0","0","0","","","","","","","","","","","",""
"172006","","","","0","0","0","","","","","","","0","0","0"
"172024","","","","0","0","0","","","","","","","0","0","0"
"172027","","","","0","0","0","","","","","","","0","0","0"
"172028","","","","0","0","0","","","","","","","0","0","0"
"172033","","","","","","","0","0","0","0","0","0","","",""
"172035","0","0","0","","","","","","","","","","","",""
"172039","0","0","0","","","","","","","","","","","",""
"172050","","","","","","","0","0","0","0","0","0","","",""
"172055","0","0","0","","","","","","","","","","","",""
"172071","0","0","0","0","0","0","","","","","","","0","0","0"
"172076","0","0","0","","","","","","","","","","","",""
"172080","","","","","","","0","0","0","0","0","0","","",""
"172084","0","0","0","","","","","","","","","","","",""
"172088","0","0","0","","","","","","","","","","","",""
"172092","","","","","","","0","0","0","0","0","0","","",""
"172103","0","0","0","","","","","","","","","","","",""
"172106","0","0","0","","","","","","","","","","","",""
"172109","","","","0","0","0","","","","","","","0","0","0"
"172120","0","0","0","","","","","","","","","","","",""
"172121","0","0","0","","","","","","","","","","","",""
"172126","","","","0","0","0","","","","","","","0","0","0"
"172136","","","","","","","0","0","0","0","0","0","","",""
"172164","","","","0","0","0","","","","","","","0","0","0"
"172179","","","","","","","0","0","0","0","0","0","","",""
"172195","","","","","","","0","0","0","0","0","0","","",""
"172212","","","","0","0","0","","","","","","","0","0","0"
"172223","0","0","0","","","","","","","","","","","",""
"172247","","","","","","","0","0","0","0","0","0","","",""
"172260","","","","","","","0","0","0","0","0","0","","",""
"172261","","","","","","","0","0","0","0","0","0","","",""
"172265","","","","","","","0","0","0","0","0","0","","",""
"172269","","","","","","","0","0","0","0","0","0","","",""
"172274","","","","0","0","0","","","","","","","0","0","0"
"172275","","","","0","0","0","","","","","","","0","0","0"
"172279","0","0","0","","","","0","0","0","0","0","0","","",""
"172280","","","","","","","0","0","0","0","0","0","","",""
"172292","","","","0","0","0","","","","","","","0","0","0"
"172293","","","","","","","0","0","0","0","0","0","","",""
"172294","","","","0","0","0","","","","","","","0","0","0"
"172299","","","","0","0","0","","","","","","","0","0","0"
"172301","0","0","0","","","","","","","","","","","",""
"172312","","","","0","0","0","","","","","","","0","0","0"
"172315","","","","0","0","0","","","","","","","0","0","0"
"172320","","","","","","","0","0","0","0","0","0","","",""
"172326","","","","","","","0","0","0","0","0","0","","",""
"172333","","","","","","","0","0","0","0","0","0","","",""
"172343","","","","0","0","0","","","","","","","0","0","0"
"172348","","","","0","0","0","","","","","","","0","0","0"
"172349","0","0","0","","","","","","","","","","","",""
"172350","0","0","0","","","","","","","","","","","",""
"172354","","","","","","","0","0","0","0","0","0","","",""
"172369","0","0","0","","","","","","","","","","","",""
"172373","","","","","","","0","0","0","0","0","0","","",""
"172383","0","0","0","","","","","","","","","","","",""
"172385","0","0","0","","","","","","","","","","","",""
"172394","","","","0","0","0","","","","","","","0","0","0"
"172400","0","0","0","","","","","","","","","","","",""
"172404","0","0","0","","","","","","","","","","","",""
"172408","0","0","0","","","","","","","","","","","",""
"172417","","","","","","","0","0","0","0","0","0","","",""
"172424","0","0","0","","","","","","","","","","","",""
"172426","","","","","","","0","0","0","0","0","0","","",""
"172446","","","","0","0","0","","","","","","","0","0","0"
"172462","0","0","0","","","","","","","","","","","",""
"172497","","","","","","","0","0","0","0","0","0","","",""
"172500","0","0","0","","","","","","","","","","","",""
"172504","","","","","","","0","0","0","0","0","0","","",""
"172508","0","0","0","0","0","0","","","","","","","0","0","0"
"172509","","","","0","0","0","","","","","","","0","0","0"
"172518","","","","","","","0","0","0","0","0","0","","",""
"172520","0","0","0","","","","","","","","","","","",""
"172523","","","","","","","0","0","0","0","0","0","","",""
"172524","","","","0","0","0","","","","","","","0","0","0"
"172530","","","","0","0","0","","","","","","","0","0","0"
"172534","","","","","","","0","0","0","0","0","0","","",""
"172536","0","0","0","","","","","","","","","","","",""
"172543","0","0","0","","","","","","","","","","","",""
"172546","0","0","0","","","","","","","","","","","",""
"172548","","","","","","","0","0","0","0","0","0","","",""
"172558","","","","0","0","0","","","","","","","0","0","0"
"172559","","","","","","","0","0","0","0","0","0","","",""
"172562","","","","0","0","0","","","","","","","0","0","0"
"172566","","","","","","","0","0","0","0","0","0","","",""
"172572","","","","0","0","0","","","","","","","0","0","0"
"172576","","","","","","","0","0","0","0","0","0","","",""
"172588","","","","0","0","0","","","","","","","0","0","0"
"172603","","","","0","0","0","","","","","","","0","0","0"
"172604","0","0","0","","","","0","0","0","0","0","0","","",""
"172608","","","","","","","0","0","0","0","0","0","","",""
"172616","0","0","0","","","","","","","","","","","",""
"172617","","","","","","","0","0","0","0","0","0","","",""
"172621","","","","0","0","0","","","","","","","0","0","0"
"172625","","","","","","","0","0","0","0","0","0","","",""
"172626","","","","0","0","0","","","","","","","0","0","0"
"172629","0","0","0","0","0","0","","","","","","","0","0","0"
"172633","0","0","0","","","","","","","","","","","",""
"172635","","","","0","0","0","","","","","","","0","0","0"
"172647","","","","","","","0","0","0","0","0","0","","",""
"172653","","","","0","0","0","","","","","","","0","0","0"
"172659","0","0","0","","","","","","","","","","","",""
"172669","","","","0","0","0","","","","","","","0","0","0"
"172674","","","","","","","0","0","0","0","0","0","","",""
"172679","","","","0","0","0","","","","","","","0","0","0"
"172680","0","0","0","","","","","","","","","","","",""
"172687","","","","","","","0","0","0","0","0","0","","",""
"172690","0","0","0","","","","","","","","","","","",""
"172692","0","0","0","0","0","0","","","","","","","0","0","0"
"172693","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"172703","0","0","0","","","","","","","","","","","",""
"172706","0","0","0","","","","","","","","","","","",""
"172707","","","","","","","0","0","0","0","0","0","","",""
"172711","0","0","0","0","0","0","","","","","","","0","0","0"
"172716","","","","0","0","0","","","","","","","0","0","0"
"172719","","","","0","0","0","","","","","","","0","0","0"
"172738","0","0","0","0","0","0","","","","","","","0","0","0"
"172743","","","","","","","0","0","0","0","0","0","","",""
"172744","0","0","0","","","","","","","","","","","",""
"172745","","","","0","0","0","","","","","","","0","0","0"
"172746","","","","","","","0","0","0","0","0","0","","",""
"172749","0","0","0","","","","","","","","","","","",""
"172751","0","0","0","0","0","0","","","","","","","0","0","0"
"172752","","","","","","","0","0","0","0","0","0","","",""
"172764","","","","","","","0","0","0","0","0","0","","",""
"172767","","","","0","0","0","","","","","","","0","0","0"
"172769","","","","","","","0","0","0","0","0","0","","",""
"172772","","","","","","","0","0","0","0","0","0","","",""
"172773","","","","0","0","0","","","","","","","0","0","0"
"172778","","","","","","","0","0","0","0","0","0","","",""
"172782","0","0","0","","","","","","","","","","","",""
"172784","","","","0","0","0","","","","","","","0","0","0"
"172787","0","0","0","","","","","","","","","","","",""
"172793","","","","0","0","0","","","","","","","0","0","0"
"172803","0","0","0","","","","","","","","","","","",""
"172828","","","","0","0","0","","","","","","","0","0","0"
"172830","","","","","","","0","0","0","0","0","0","","",""
"172842","0","0","0","","","","","","","","","","","",""
"172850","0","0","0","","","","","","","","","","","",""
"172852","0","0","0","","","","","","","","","","","",""
"172857","","","","0","0","0","","","","","","","0","0","0"
"172866","0","0","0","","","","","","","","","","","",""
"172867","","","","","","","0","0","0","0","0","0","","",""
"172886","","","","0","0","0","","","","","","","0","0","0"
"172892","","","","0","0","0","","","","","","","0","0","0"
"172893","","","","0","0","0","","","","","","","0","0","0"
"172895","","","","0","0","0","","","","","","","0","0","0"
"172896","","","","","","","0","0","0","0","0","0","","",""
"172899","","","","","","","0","0","0","0","0","0","","",""
"172902","0","0","0","","","","","","","","","","","",""
"172917","","","","","","","0","0","0","0","0","0","","",""
"172920","","","","0","0","0","","","","","","","0","0","0"
"172924","","","","","","","0","0","0","0","0","0","","",""
"172926","","","","","","","0","0","0","0","0","0","","",""
"172932","0","0","0","","","","","","","","","","","",""
"172934","","","","","","","0","0","0","0","0","0","","",""
"172935","","","","","","","0","0","0","0","0","0","","",""
"172938","","","","0","0","0","","","","","","","0","0","0"
"172969","0","0","0","","","","","","","","","","","",""
"172972","","","","","","","0","0","0","0","0","0","","",""
"172975","0","0","0","","","","","","","","","","","",""
"172977","","","","","","","0","0","0","0","0","0","","",""
"172979","","","","0","0","0","","","","","","","0","0","0"
"172982","","","","0","0","0","","","","","","","0","0","0"
"172983","0","0","0","","","","0","0","0","0","0","0","","",""
"172988","","","","","","","0","0","0","0","0","0","","",""
"172996","0","0","0","","","","","","","","","","","",""
"172999","","","","0","0","0","","","","","","","0","0","0"
"173007","","","","","","","0","0","0","0","0","0","","",""
"173010","","","","","","","0","0","0","0","0","0","","",""
"173013","","","","","","","0","0","0","0","0","0","","",""
"173024","0","0","0","","","","","","","","","","","",""
"173028","0","0","0","0","0","0","","","","","","","0","0","0"
"173031","","","","0","0","0","","","","","","","0","0","0"
"173037","","","","0","0","0","","","","","","","0","0","0"
"173045","","","","0","0","0","","","","","","","0","0","0"
"173048","","","","","","","0","0","0","0","0","0","","",""
"173055","","","","","","","0","0","0","0","0","0","","",""
"173066","0","0","0","","","","","","","","","","","",""
"173074","0","0","0","","","","","","","","","","","",""
"173086","0","0","0","","","","","","","","","","","",""
"173087","","","","","","","0","0","0","0","0","0","","",""
"173091","0","0","0","","","","","","","","","","","",""
"173103","","","","","","","0","0","0","0","0","0","","",""
"173104","","","","","","","0","0","0","0","0","0","","",""
"173106","0","0","0","","","","","","","","","","","",""
"173110","","","","0","0","0","","","","","","","0","0","0"
"173121","0","0","0","0","0","0","","","","","","","0","0","0"
"173123","","","","0","0","0","","","","","","","0","0","0"
"173126","","","","","","","0","0","0","0","0","0","","",""
"173127","0","0","0","","","","","","","","","","","",""
"173149","","","","0","0","0","","","","","","","0","0","0"
"173150","0","0","0","","","","","","","","","","","",""
"173152","","","","","","","0","0","0","0","0","0","","",""
"173168","","","","","","","0","0","0","0","0","0","","",""
"173173","0","0","0","","","","","","","","","","","",""
"173177","0","0","0","","","","","","","","","","","",""
"173181","","","","0","0","0","","","","","","","0","0","0"
"173185","","","","","","","0","0","0","0","0","0","","",""
"173192","","","","","","","0","0","0","0","0","0","","",""
"173198","0","0","0","","","","","","","","","","","",""
"173200","0","0","0","","","","","","","","","","","",""
"173210","","","","","","","0","0","0","0","0","0","","",""
"173212","0","0","0","","","","","","","","","","","",""
"173213","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"173214","","","","0","0","0","","","","","","","0","0","0"
"173217","","","","","","","0","0","0","0","0","0","","",""
"173218","","","","","","","0","0","0","0","0","0","","",""
"173220","0","0","0","","","","","","","","","","","",""
"173226","0","0","0","","","","","","","","","","","",""
"173230","","","","0","0","0","","","","","","","0","0","0"
"173237","0","0","0","","","","","","","","","","","",""
"173241","0","0","0","","","","","","","","","","","",""
"173244","","","","0","0","0","","","","","","","0","0","0"
"173249","","","","0","0","0","","","","","","","0","0","0"
"173252","0","0","0","","","","","","","","","","","",""
"173254","0","0","0","","","","","","","","","","","",""
"173255","0","0","0","","","","","","","","","","","",""
"173257","","","","","","","0","0","0","0","0","0","","",""
"173260","0","0","0","","","","0","0","0","0","0","0","","",""
"173261","","","","","","","0","0","0","0","0","0","","",""
"173264","0","0","0","","","","","","","","","","","",""
"173267","0","0","0","","","","","","","","","","","",""
"173269","","","","0","0","0","","","","","","","0","0","0"
"173277","0","0","0","","","","","","","","","","","",""
"173280","","","","0","0","0","","","","","","","0","0","0"
"173282","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"173283","","","","0","0","0","","","","","","","0","0","0"
"173284","","","","0","0","0","","","","","","","0","0","0"
"173290","","","","","","","0","0","0","0","0","0","","",""
"173292","0","0","0","","","","","","","","","","","",""
"173296","","","","","","","0","0","0","0","0","0","","",""
"173302","","","","0","0","0","","","","","","","0","0","0"
"173303","","","","0","0","0","","","","","","","0","0","0"
"173304","0","0","0","","","","","","","","","","","",""
"173317","","","","","","","0","0","0","0","0","0","","",""
"173328","0","0","0","","","","0","0","0","0","0","0","","",""
"173338","","","","","","","0","0","0","0","0","0","","",""
"173339","","","","0","0","0","","","","","","","0","0","0"
"173340","0","0","0","","","","","","","","","","","",""
"173341","","","","","","","0","0","0","0","0","0","","",""
"173348","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"173349","","","","0","0","0","","","","","","","0","0","0"
"173357","0","0","0","","","","","","","","","","","",""
"173370","","","","","","","0","0","0","0","0","0","","",""
"173373","","","","0","0","0","","","","","","","0","0","0"
"173375","0","0","0","","","","","","","","","","","",""
"173376","","","","","","","0","0","0","0","0","0","","",""
"173385","","","","0","0","0","","","","","","","0","0","0"
"173391","","","","","","","0","0","0","0","0","0","","",""
"173414","0","0","0","","","","","","","","","","","",""
"173423","","","","0","0","0","","","","","","","0","0","0"
"173426","0","0","0","","","","","","","","","","","",""
"173441","","","","0","0","0","","","","","","","0","0","0"
"173443","","","","0","0","0","","","","","","","0","0","0"
"173445","0","0","0","","","","","","","","","","","",""
"173449","0","0","0","","","","","","","","","","","",""
"173454","0","0","0","","","","","","","","","","","",""
"173466","","","","","","","0","0","0","0","0","0","","",""
"173471","0","0","0","","","","","","","","","","","",""
"173478","","","","0","0","0","","","","","","","0","0","0"
"173480","0","0","0","","","","","","","","","","","",""
"173490","0","0","0","","","","","","","","","","","",""
"173507","","","","","","","0","0","0","0","0","0","","",""
"173513","0","0","0","","","","0","0","0","0","0","0","","",""
"173534","0","0","0","","","","","","","","","","","",""
"173542","","","","","","","0","0","0","0","0","0","","",""
"173544","","","","","","","0","0","0","0","0","0","","",""
"173550","","","","","","","0","0","0","0","0","0","","",""
"173555","0","0","0","","","","","","","","","","","",""
"173561","","","","","","","0","0","0","0","0","0","","",""
"173565","","","","0","0","0","","","","","","","0","0","0"
"173582","","","","0","0","0","","","","","","","0","0","0"
"173583","0","0","0","","","","","","","","","","","",""
"173585","0","0","0","","","","","","","","","","","",""
"173595","0","0","0","","","","","","","","","","","",""
"173598","","","","","","","0","0","0","0","0","0","","",""
"173601","0","0","0","","","","","","","","","","","",""
"173602","","","","","","","0","0","0","0","0","0","","",""
"173604","0","0","0","","","","","","","","","","","",""
"173605","0","0","0","","","","","","","","","","","",""
"173611","0","0","0","","","","","","","","","","","",""
"173636","0","0","0","","","","","","","","","","","",""
"173650","0","0","0","","","","","","","","","","","",""
"173656","","","","0","0","0","","","","","","","0","0","0"
"173663","0","0","0","","","","","","","","","","","",""
"173664","","","","0","0","0","","","","","","","0","0","0"
"173674","0","0","0","","","","","","","","","","","",""
"173682","0","0","0","","","","","","","","","","","",""
"173683","","","","","","","0","0","0","0","0","0","","",""
"173696","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"173709","","","","0","0","0","0","0","0","0","0","0","0","0","0"
"173712","0","0","0","","","","0","0","0","0","0","0","","",""
"173718","","","","","","","0","0","0","0","0","0","","",""
"173726","","","","","","","0","0","0","0","0","0","","",""
"173729","0","0","0","","","","","","","","","","","",""
"173731","0","0","0","","","","","","","","","","","",""
"173738","","","","0","0","0","","","","","","","0","0","0"
"173742","","","","0","0","0","","","","","","","0","0","0"
"173747","0","0","0","","","","","","","","","","","",""
"173767","","","","","","","0","0","0","0","0","0","","",""
"173775","0","0","0","","","","","","","","","","","",""
"173779","","","","0","0","0","","","","","","","0","0","0"
"173795","","","","0","0","0","","","","","","","0","0","0"
"173796","","","","0","0","0","","","","","","","0","0","0"
"173803","0","0","0","","","","","","","","","","","",""
"173805","","","","","","","0","0","0","0","0","0","","",""
"173806","","","","","","","0","0","0","0","0","0","","",""
"173808","","","","","","","0","0","0","0","0","0","","",""
"173810","","","","","","","0","0","0","0","0","0","","",""
"173816","","","","0","0","0","","","","","","","0","0","0"
"173822","","","","0","0","0","","","","","","","0","0","0"
