"Step","00-dynamic","00-dynamic - drop-0__MIN","00-dynamic - drop-0__MAX","00-every-100","00-every-100 - drop-0__MIN","00-every-100 - drop-0__MAX","00-every-10","00-every-10 - drop-0__MIN","00-every-10 - drop-0__MAX","00-static-1","00-static-1 - drop-0__MIN","00-static-1 -drop-0__MAX","00-ofb","00-ofb - drop-0__MIN","00-ofb - drop-0__MAX"
"41783","","","","","","","1","1","1","","","","","",""
"41791","","","","7","7","7","","","","","","","","",""
"41797","","","","","","","0","0","0","","","","","",""
"41800","","","","10","10","10","","","","","","","","",""
"41802","","","","0","0","0","","","","","","","","",""
"41803","0","0","0","","","","","","","","","","","",""
"41804","","","","0","0","0","","","","","","","","",""
"41805","0","0","0","","","","","","","","","","","",""
"41812","","","","","","","1","1","1","","","","","",""
"41813","","","","","","","","","","","","","0","0","0"
"41815","","","","7","7","7","","","","","","","","",""
"41823","0","0","0","","","","","","","","","","","",""
"41824","","","","6","6","6","","","","","","","","",""
"41833","","","","7","7","7","","","","","","","","",""
"41835","","","","","","","","","","","","","0","0","0"
"41837","","","","","","","","","","0","0","0","","",""
"41840","","","","","","","","","","","","","0","0","0"
"41841","0","0","0","2","2","2","","","","","","","","",""
"41846","0","0","0","","","","","","","0","0","0","","",""
"41848","","","","1","1","1","","","","","","","","",""
"41851","0","0","0","","","","","","","","","","","",""
"41858","0","0","0","","","","","","","","","","0","0","0"
"41862","","","","","","","0","0","0","","","","","",""
"41865","","","","","","","0","0","0","","","","","",""
"41877","0","0","0","","","","","","","","","","","",""
"41880","","","","1","1","1","","","","","","","","",""
"41883","","","","","","","5","5","5","0","0","0","","",""
"41884","0","0","0","","","","1","1","1","","","","","",""
"41891","0","0","0","","","","","","","","","","","",""
"41893","0","0","0","","","","","","","","","","","",""
"41904","","","","6","6","6","","","","","","","","",""
"41910","","","","","","","","","","","","","0","0","0"
"41915","","","","","","","9","9","9","","","","","",""
"41916","","","","","","","0","0","0","0","0","0","","",""
"41918","0","0","0","","","","","","","","","","","",""
"41921","","","","","","","","","","","","","0","0","0"
"41925","","","","","","","","","","","","","0","0","0"
"41928","","","","","","","1","1","1","","","","","",""
"41930","","","","","","","","","","2","2","2","","",""
"41932","","","","","","","","","","0","0","0","","",""
"41934","","","","","","","","","","0","0","0","","",""
"41936","","","","","","","4","4","4","","","","","",""
"41939","0","0","0","","","","","","","","","","","",""
"41941","","","","","","","1","1","1","","","","","",""
"41946","","","","","","","","","","","","","0","0","0"
"41951","","","","4","4","4","","","","","","","","",""
"41958","","","","4","4","4","","","","","","","","",""
"41959","","","","","","","","","","0","0","0","","",""
"41976","","","","","","","8","8","8","","","","","",""
"41978","","","","","","","0","0","0","","","","","",""
"41995","","","","","","","","","","5","5","5","","",""
"42002","","","","","","","","","","","","","0","0","0"
"42006","","","","","","","","","","3","3","3","","",""
"42007","","","","","","","","","","","","","0","0","0"
"42024","","","","4","4","4","","","","4","4","4","","",""
"42025","0","0","0","","","","","","","","","","0","0","0"
"42026","","","","","","","","","","","","","0","0","0"
"42028","","","","","","","","","","1","1","1","","",""
"42033","0","0","0","","","","","","","","","","","",""
"42035","","","","","","","0","0","0","","","","","",""
"42038","","","","3","3","3","","","","1","1","1","","",""
"42041","","","","0","0","0","","","","","","","","",""
"42042","","","","","","","","","","4","4","4","","",""
"42045","","","","","","","","","","","","","0","0","0"
"42050","","","","","","","","","","3","3","3","","",""
"42056","","","","","","","0","0","0","","","","","",""
"42059","3","3","3","","","","","","","","","","","",""
"42060","","","","","","","","","","","","","0","0","0"
"42062","3","3","3","","","","","","","","","","","",""
"42068","","","","","","","","","","0","0","0","","",""
"42070","","","","","","","","","","","","","0","0","0"
"42080","","","","","","","","","","","","","0","0","0"
"42083","","","","0","0","0","","","","","","","","",""
"42085","","","","","","","","","","","","","0","0","0"
"42086","0","0","0","","","","","","","","","","","",""
"42088","0","0","0","","","","","","","","","","","",""
"42090","0","0","0","","","","","","","","","","","",""
"42091","","","","","","","","","","3","3","3","","",""
"42099","","","","3","3","3","","","","","","","","",""
"42102","","","","","","","0","0","0","","","","","",""
"42106","","","","6","6","6","","","","","","","","",""
"42107","","","","","","","","","","","","","0","0","0"
"42111","","","","2","2","2","","","","","","","","",""
"42121","","","","","","","3","3","3","","","","","",""
"42128","0","0","0","","","","","","","","","","","",""
"42131","0","0","0","","","","","","","1","1","1","","",""
"42134","","","","","","","","","","0","0","0","","",""
"42142","","","","5","5","5","","","","","","","","",""
"42144","","","","5","5","5","","","","","","","","",""
"42145","","","","3","3","3","","","","","","","","",""
"42146","0","0","0","","","","","","","","","","","",""
"42147","","","","","","","","","","","","","0","0","0"
"42151","","","","","","","","","","","","","0","0","0"
"42161","","","","0","0","0","","","","","","","","",""
"42164","","","","","","","","","","0","0","0","","",""
"42175","0","0","0","","","","","","","","","","","",""
"42177","","","","","","","0","0","0","","","","","",""
"42179","","","","","","","","","","","","","0","0","0"
"42188","","","","","","","0","0","0","","","","","",""
"42189","","","","","","","1","1","1","4","4","4","","",""
"42190","","","","2","2","2","","","","","","","","",""
"42191","","","","","","","","","","","","","0","0","0"
"42192","","","","","","","","","","","","","0","0","0"
"42197","0","0","0","","","","","","","","","","","",""
"42198","","","","","","","2","2","2","","","","0","0","0"
"42204","","","","","","","","","","","","","0","0","0"
"42214","","","","","","","","","","","","","0","0","0"
"42217","0","0","0","","","","","","","","","","","",""
"42221","","","","","","","","","","0","0","0","","",""
"42224","0","0","0","0","0","0","","","","","","","","",""
"42226","","","","","","","","","","0","0","0","","",""
"42229","0","0","0","","","","","","","1","1","1","","",""
"42233","","","","","","","","","","0","0","0","","",""
"42239","","","","0","0","0","","","","","","","","",""
"42242","","","","2","2","2","","","","","","","","",""
"42243","","","","","","","","","","","","","0","0","0"
"42245","","","","","","","3","3","3","","","","","",""
"42248","","","","","","","4","4","4","","","","","",""
"42251","","","","","","","","","","5","5","5","","",""
"42253","0","0","0","","","","","","","","","","0","0","0"
"42256","0","0","0","","","","7","7","7","","","","","",""
"42258","","","","6","6","6","","","","","","","","",""
"42261","","","","2","2","2","","","","","","","","",""
"42262","2","2","2","","","","","","","","","","","",""
"42264","","","","4","4","4","","","","","","","","",""
"42268","","","","","","","","","","7","7","7","0","0","0"
"42272","","","","","","","","","","","","","0","0","0"
"42278","2","2","2","","","","","","","","","","","",""
"42282","","","","","","","0","0","0","","","","","",""
"42285","","","","7","7","7","0","0","0","","","","","",""
"42286","","","","","","","","","","","","","0","0","0"
"42288","1","1","1","","","","","","","3","3","3","","",""
"42290","","","","2","2","2","","","","","","","","",""
"42292","0","0","0","","","","","","","0","0","0","","",""
"42296","","","","","","","4","4","4","","","","","",""
"42297","0","0","0","","","","","","","","","","","",""
"42308","","","","","","","3","3","3","","","","","",""
"42312","","","","","","","0","0","0","","","","","",""
"42316","","","","","","","","","","","","","0","0","0"
"42317","","","","6","6","6","","","","","","","","",""
"42318","","","","","","","","","","5","5","5","","",""
"42321","","","","","","","","","","0","0","0","","",""
"42322","","","","","","","0","0","0","","","","","",""
"42323","","","","","","","","","","","","","0","0","0"
"42324","","","","","","","1","1","1","","","","","",""
"42330","","","","","","","","","","0","0","0","","",""
"42335","","","","6","6","6","","","","","","","","",""
"42337","","","","","","","4","4","4","","","","","",""
"42339","","","","","","","","","","","","","0","0","0"
"42343","0","0","0","","","","","","","","","","","",""
"42347","","","","5","5","5","","","","","","","","",""
"42350","","","","","","","","","","","","","0","0","0"
"42353","","","","","","","0","0","0","","","","","",""
"42354","","","","","","","","","","7","7","7","","",""
"42357","","","","3","3","3","","","","","","","","",""
"42358","0","0","0","","","","","","","","","","","",""
"42363","","","","","","","2","2","2","","","","","",""
"42373","","","","","","","","","","0","0","0","","",""
"42375","","","","","","","","","","2","2","2","","",""
"42379","0","0","0","","","","","","","","","","","",""
"42380","","","","","","","","","","","","","0","0","0"
"42387","","","","","","","","","","5","5","5","","",""
"42389","","","","","","","","","","","","","0","0","0"
"42392","","","","","","","2","2","2","","","","","",""
"42398","","","","","","","","","","0","0","0","","",""
"42400","","","","","","","","","","","","","0","0","0"
"42405","0","0","0","10","10","10","","","","","","","","",""
"42407","","","","0","0","0","3","3","3","","","","","",""
"42409","0","0","0","","","","","","","","","","","",""
"42410","","","","","","","","","","","","","0","0","0"
"42412","","","","","","","0","0","0","","","","0","0","0"
"42413","","","","7","7","7","","","","","","","","",""
"42417","","","","","","","8","8","8","","","","","",""
"42420","0","0","0","","","","","","","","","","","",""
"42425","","","","","","","3","3","3","","","","","",""
"42431","","","","","","","","","","1","1","1","","",""
"42436","","","","","","","","","","4","4","4","","",""
"42438","0","0","0","","","","","","","","","","","",""
"42439","0","0","0","","","","","","","","","","","",""
"42443","0","0","0","","","","","","","","","","","",""
"42444","0","0","0","","","","","","","","","","","",""
"42446","","","","","","","0","0","0","","","","","",""
"42447","","","","","","","","","","3","3","3","","",""
"42450","","","","","","","","","","6","6","6","","",""
"42451","","","","","","","","","","","","","0","0","0"
"42453","0","0","0","","","","","","","","","","","",""
"42455","","","","","","","","","","2","2","2","","",""
"42458","","","","","","","2","2","2","","","","","",""
"42459","","","","","","","","","","","","","0","0","0"
"42460","","","","","","","5","5","5","","","","","",""
"42463","","","","3","3","3","","","","","","","","",""
"42465","","","","","","","","","","","","","0","0","0"
"42471","","","","","","","","","","0","0","0","","",""
"42472","","","","","","","","","","","","","0","0","0"
"42479","","","","1","1","1","","","","","","","","",""
"42488","0","0","0","","","","","","","","","","0","0","0"
"42489","","","","","","","","","","","","","0","0","0"
"42493","","","","","","","","","","6","6","6","","",""
"42505","","","","4","4","4","","","","","","","","",""
"42506","","","","","","","0","0","0","","","","","",""
"42507","","","","6","6","6","","","","","","","","",""
"42512","","","","8","8","8","","","","","","","","",""
"42516","0","0","0","","","","","","","","","","0","0","0"
"42517","","","","0","0","0","","","","","","","0","0","0"
"42523","","","","4","4","4","","","","","","","","",""
"42524","","","","","","","0","0","0","","","","","",""
"42532","0","0","0","","","","","","","","","","","",""
"42534","","","","6","6","6","","","","","","","","",""
