"Step","102-static-1","102-static-1 - latency-1__MIN","102-static-1 - latency-1__MAX","102-ofb","102-ofbt - latency-1__MIN","102-ofbt - latency-1__MAX","102-dynamic","102-dynamic - latency-1__MIN","102-dynamic - latency-1__MAX","102-every-10","102-every-10 - latency-1__MIN","102-every-10 - latency-1__MAX","102-every-100","102-every-100 - latency-1__MIN","102-every-100 - latency-1__MAX"
"165453","","","","","","","10","10","10","70","70","70","","",""
"165463","","","","","","","9.2","9.2","9.2","70","70","70","","",""
"165467","70","70","70","","","","","","","","","","","",""
"165477","70","70","70","","","","","","","","","","","",""
"165479","","","","0","0","0","","","","","","","","",""
"165481","","","","1","1","1","","","","","","","","",""
"165485","","","","","","","9","9","9","70","70","70","60","60","60"
"165486","","","","","","","8.833333333333334","8.833333333333334","8.833333333333334","70","70","70","","",""
"165491","70","70","70","","","","","","","","","","","",""
"165493","","","","","","","9.142857142857142","9.142857142857142","9.142857142857142","70","70","70","","",""
"165500","","","","","","","","","","","","","63.142857142857146","63.142857142857146","63.142857142857146"
"165505","","","","","","","9.833333333333334","9.833333333333334","9.833333333333334","70","70","70","","",""
"165507","","","","6","6","6","","","","","","","","",""
"165509","","","","","","","","","","","","","65","65","65"
"165515","70","70","70","","","","","","","","","","","",""
"165517","","","","","","","","","","","","","68","68","68"
"165523","","","","","","","","","","","","","70","70","70"
"165524","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"165528","","","","","","","","","","","","","70","70","70"
"165529","","","","1","1","1","","","","","","","","",""
"165531","70","70","70","","","","","","","","","","","",""
"165534","69.66666666666667","69.66666666666667","69.66666666666667","","","","","","","","","","","",""
"165536","","","","","","","","","","","","","68.57142857142857","68.57142857142857","68.57142857142857"
"165538","70","70","70","","","","","","","","","","","",""
"165541","","","","","","","12.571428571428571","12.571428571428571","12.571428571428571","70","70","70","","",""
"165542","70","70","70","","","","","","","","","","","",""
"165545","70","70","70","","","","","","","","","","","",""
"165556","","","","","","","12.166666666666666","12.166666666666666","12.166666666666666","69.75","69.75","69.75","","",""
"165560","","","","","","","","","","","","","69.5","69.5","69.5"
"165561","","","","0","0","0","","","","","","","","",""
"165562","","","","0","0","0","","","","","","","","",""
"165563","70","70","70","","","","","","","","","","","",""
"165566","","","","1.1666666666666667","1.1666666666666667","1.1666666666666667","","","","","","","","",""
"165568","","","","","","","13","13","13","70","70","70","","",""
"165573","","","","","","","13.125","13.125","13.125","70","70","70","","",""
"165576","","","","","","","","","","","","","68.33333333333333","68.33333333333333","68.33333333333333"
"165590","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"165592","","","","","","","","","","","","","67.42857142857143","67.42857142857143","67.42857142857143"
"165596","","","","","","","10.571428571428571","10.571428571428571","10.571428571428571","70","70","70","","",""
"165609","","","","","","","7.625","7.625","7.625","0","0","0","","",""
"165610","","","","0","0","0","","","","","","","","",""
"165616","70","70","70","","","","6.5","6.5","6.5","70","70","70","","",""
"165618","","","","","","","6.428571428571429","6.428571428571429","6.428571428571429","70","70","70","","",""
"165622","","","","","","","5.5","5.5","5.5","70","70","70","","",""
"165630","","","","","","","5.5","5.5","5.5","70","70","70","","",""
"165650","","","","0.5714285714285714","0.5714285714285714","0.5714285714285714","","","","","","","","",""
"165658","70","70","70","","","","","","","","","","","",""
"165659","","","","1.75","1.75","1.75","","","","","","","","",""
"165662","","","","0","0","0","","","","","","","","",""
"165665","","","","","","","","","","","","","68.83333333333333","68.83333333333333","68.83333333333333"
"165667","69.5","69.5","69.5","","","","16.5","16.5","16.5","70","70","70","","",""
"165676","","","","","","","","","","","","","70","70","70"
"165680","","","","","","","18","18","18","69.5","69.5","69.5","","",""
"165681","","","","","","","18.142857142857142","18.142857142857142","18.142857142857142","70","70","70","","",""
"165683","70","70","70","","","","","","","","","","","",""
"165688","68.16666666666667","68.16666666666667","68.16666666666667","","","","","","","","","","","",""
"165690","","","","","","","20.428571428571427","20.428571428571427","20.428571428571427","69.25","69.25","69.25","69","69","69"
"165691","","","","","","","20.333333333333332","20.333333333333332","20.333333333333332","70","70","70","","",""
"165700","","","","","","","21.571428571428573","21.571428571428573","21.571428571428573","70","70","70","","",""
"165702","69.66666666666667","69.66666666666667","69.66666666666667","","","","","","","","","","70","70","70"
"165729","","","","2","2","2","","","","","","","","",""
"165734","","","","3","3","3","24.625","24.625","24.625","70","70","70","","",""
"165735","","","","","","","","","","","","","70","70","70"
"165736","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","24.285714285714285","24.285714285714285","24.285714285714285","70","70","70","","",""
"165737","69.5","69.5","69.5","","","","","","","","","","","",""
"165745","","","","","","","26.714285714285715","26.714285714285715","26.714285714285715","70","70","70","","",""
"165746","","","","0","0","0","","","","","","","","",""
"165755","69.75","69.75","69.75","","","","","","","","","","","",""
"165756","","","","","","","","","","","","","70","70","70"
"165759","","","","","","","","","","","","","70","70","70"
"165766","","","","","","","","","","","","","70","70","70"
"165780","","","","0","0","0","","","","","","","","",""
"165782","","","","","","","","","","","","","68.57142857142857","68.57142857142857","68.57142857142857"
"165784","","","","0","0","0","","","","","","","","",""
"165785","","","","","","","","","","","","","69","69","69"
"165786","","","","0","0","0","","","","","","","","",""
"165788","70","70","70","","","","","","","","","","","",""
"165790","","","","0","0","0","","","","","","","","",""
"165796","","","","0.5","0.5","0.5","","","","","","","","",""
"165799","","","","","","","19","19","19","0","0","0","","",""
"165806","","","","","","","19","19","19","70","70","70","","",""
"165811","","","","0","0","0","","","","","","","","",""
"165813","","","","0","0","0","","","","","","","","",""
"165814","","","","","","","19","19","19","70","70","70","","",""
"165815","70","70","70","","","","","","","","","","","",""
"165816","","","","","","","19.285714285714285","19.285714285714285","19.285714285714285","70","70","70","","",""
"165819","","","","1.3333333333333333","1.3333333333333333","1.3333333333333333","","","","","","","","",""
"165820","","","","2","2","2","","","","","","","","",""
"165823","","","","","","","20","20","20","70","70","70","","",""
"165832","","","","","","","18.166666666666668","18.166666666666668","18.166666666666668","70","70","70","","",""
"165843","","","","0","0","0","","","","","","","","",""
"165854","70","70","70","","","","21","21","21","70","70","70","","",""
"165856","70","70","70","","","","22","22","22","70","70","70","","",""
"165863","","","","","","","","","","","","","70","70","70"
"165866","70","70","70","","","","","","","","","","","",""
"165874","","","","","","","","","","","","","64.66666666666667","64.66666666666667","64.66666666666667"
"165881","","","","0","0","0","","","","","","","","",""
"165883","","","","","","","","","","","","","65.28571428571429","65.28571428571429","65.28571428571429"
"165887","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","23.5","23.5","23.5","70","70","70","","",""
"165891","","","","","","","23.714285714285715","23.714285714285715","23.714285714285715","70","70","70","","",""
"165896","","","","","","","20","20","20","70","70","70","","",""
"165916","","","","","","","","","","","","","69","69","69"
"165924","","","","0.375","0.375","0.375","","","","","","","","",""
"165927","","","","0","0","0","","","","","","","","",""
"165928","","","","","","","","","","","","","68","68","68"
"165930","","","","","","","16.5","16.5","16.5","0","0","0","69","69","69"
"165932","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","","","","",""
"165933","","","","","","","16.857142857142858","16.857142857142858","16.857142857142858","70","70","70","","",""
"165944","","","","","","","","","","","","","66.44444444444444","66.44444444444444","66.44444444444444"
"165945","","","","","","","","","","","","","66.125","66.125","66.125"
"165949","","","","","","","19","19","19","0","0","0","","",""
"165952","","","","","","","19.166666666666668","19.166666666666668","19.166666666666668","70","70","70","67","67","67"
"165957","","","","","","","","","","","","","66.66666666666667","66.66666666666667","66.66666666666667"
"165959","70","70","70","","","","","","","","","","","",""
"165975","","","","0","0","0","","","","","","","","",""
"165978","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","","","","","","","","",""
"165983","68.8","68.8","68.8","","","","","","","","","","","",""
"165988","","","","","","","18.142857142857142","18.142857142857142","18.142857142857142","70","70","70","","",""
"165993","","","","","","","","","","","","","67.57142857142857","67.57142857142857","67.57142857142857"
"165995","70","70","70","","","","","","","","","","","",""
"165999","","","","","","","17","17","17","0","0","0","","",""
"166001","","","","0.875","0.875","0.875","","","","","","","","",""
"166015","70","70","70","","","","","","","","","","","",""
"166031","70","70","70","","","","","","","","","","","",""
"166035","69.71428571428571","69.71428571428571","69.71428571428571","","","","","","","","","","","",""
"166040","","","","","","","16","16","16","70","70","70","70","70","70"
"166043","","","","","","","","","","","","","70","70","70"
"166045","","","","1.625","1.625","1.625","","","","","","","","",""
"166048","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"166050","70","70","70","","","","","","","","","","","",""
"166055","70","70","70","","","","","","","","","","","",""
"166056","","","","","","","18.375","18.375","18.375","70","70","70","","",""
"166057","","","","5","5","5","","","","","","","","",""
"166060","","","","5.428571428571429","5.428571428571429","5.428571428571429","","","","","","","","",""
"166061","","","","","","","19.5","19.5","19.5","70","70","70","","",""
"166065","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"166066","","","","3.888888888888889","3.888888888888889","3.888888888888889","","","","","","","","",""
"166069","70","70","70","","","","","","","","","","","",""
"166074","","","","","","","22","22","22","70","70","70","","",""
"166077","","","","","","","","","","","","","69.875","69.875","69.875"
"166084","","","","","","","21.75","21.75","21.75","70","70","70","","",""
"166091","","","","0","0","0","","","","","","","","",""
"166093","69","69","69","","","","","","","","","","","",""
"166094","69.75","69.75","69.75","","","","","","","","","","","",""
"166097","70","70","70","","","","","","","","","","","",""
"166098","","","","","","","","","","","","","68.57142857142857","68.57142857142857","68.57142857142857"
"166102","","","","","","","","","","","","","69.5","69.5","69.5"
"166103","","","","","","","20.714285714285715","20.714285714285715","20.714285714285715","70","70","70","","",""
"166104","","","","","","","21","21","21","70","70","70","","",""
"166105","70","70","70","","","","","","","","","","","",""
"166108","","","","","","","","","","","","","70","70","70"
"166112","70","70","70","","","","","","","","","","","",""
"166115","","","","","","","","","","","","","70","70","70"
"166121","","","","","","","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286"
"166122","","","","","","","","","","","","","70","70","70"
"166129","","","","","","","14.714285714285714","14.714285714285714","14.714285714285714","0","0","0","","",""
"166131","","","","","","","","","","","","","70","70","70"
"166132","","","","","","","","","","","","","69.16666666666667","69.16666666666667","69.16666666666667"
"166138","","","","","","","","","","","","","70","70","70"
"166142","69","69","69","","","","","","","","","","","",""
"166144","","","","","","","","","","","","","69","69","69"
"166149","70","70","70","","","","","","","","","","","",""
"166152","","","","","","","10.5","10.5","10.5","70","70","70","","",""
"166158","","","","","","","","","","","","","67.33333333333333","67.33333333333333","67.33333333333333"
"166163","","","","","","","","","","","","","67.375","67.375","67.375"
"166164","","","","","","","9.2","9.2","9.2","70","70","70","","",""
"166165","","","","0","0","0","","","","","","","66.71428571428571","66.71428571428571","66.71428571428571"
"166170","","","","","","","9.875","9.875","9.875","70","70","70","","",""
"166176","70","70","70","","","","","","","","","","","",""
"166194","","","","0","0","0","","","","","","","","",""
"166195","","","","0","0","0","","","","","","","64.83333333333333","64.83333333333333","64.83333333333333"
"166198","","","","0.42857142857142855","0.42857142857142855","0.42857142857142855","","","","","","","","",""
"166201","","","","","","","","","","","","","67","67","67"
"166203","","","","","","","","","","","","","67.71428571428571","67.71428571428571","67.71428571428571"
"166209","","","","0.625","0.625","0.625","","","","","","","","",""
"166210","","","","1","1","1","8.25","8.25","8.25","70","70","70","","",""
"166213","","","","1.625","1.625","1.625","","","","","","","","",""
"166215","","","","","","","","","","","","","66.57142857142857","66.57142857142857","66.57142857142857"
"166223","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","","","","","","","","",""
"166228","","","","0.5","0.5","0.5","","","","","","","","",""
"166230","70","70","70","","","","","","","","","","","",""
"166234","","","","","","","6.5","6.5","6.5","70","70","70","","",""
"166256","70","70","70","","","","","","","","","","","",""
"166258","","","","","","","","","","","","","63.666666666666664","63.666666666666664","63.666666666666664"
"166260","","","","","","","6","6","6","70","70","70","","",""
"166264","","","","","","","7.714285714285714","7.714285714285714","7.714285714285714","0","0","0","","",""
"166266","","","","","","","","","","","","","60.5","60.5","60.5"
"166267","70","70","70","","","","","","","","","","","",""
"166268","","","","","","","","","","","","","58.125","58.125","58.125"
"166279","70","70","70","","","","","","","","","","","",""
"166280","69.6","69.6","69.6","","","","","","","","","","","",""
"166282","","","","","","","11.25","11.25","11.25","70","70","70","","",""
"166283","70","70","70","","","","","","","","","","51","51","51"
"166290","69","69","69","","","","","","","","","","","",""
"166304","","","","5.375","5.375","5.375","","","","","","","","",""
"166313","","","","","","","5.857142857142857","5.857142857142857","5.857142857142857","70","70","70","","",""
"166319","","","","0.7","0.7","0.7","","","","","","","","",""
"166343","","","","0.875","0.875","0.875","","","","","","","","",""
"166345","70","70","70","","","","","","","","","","","",""
"166346","","","","","","","4","4","4","70","70","70","","",""
"166348","70","70","70","","","","","","","","","","","",""
"166356","70","70","70","","","","","","","","","","","",""
"166357","","","","0.625","0.625","0.625","","","","","","","","",""
"166361","","","","","","","","","","","","","58.625","58.625","58.625"
"166363","","","","1","1","1","","","","","","","","",""
"166374","","","","","","","","","","","","","60.714285714285715","60.714285714285715","60.714285714285715"
"166376","69.66666666666667","69.66666666666667","69.66666666666667","","","","","","","","","","","",""
"166378","","","","","","","5","5","5","70","70","70","","",""
"166381","","","","","","","","","","","","","62.166666666666664","62.166666666666664","62.166666666666664"
"166386","70","70","70","","","","","","","","","","","",""
"166397","","","","","","","10.5","10.5","10.5","70","70","70","","",""
"166398","","","","3","3","3","","","","","","","","",""
"166399","69.8","69.8","69.8","","","","","","","","","","","",""
"166403","","","","5","5","5","","","","","","","","",""
"166406","70","70","70","","","","","","","","","","","",""
"166408","70","70","70","","","","","","","","","","","",""
"166411","","","","","","","10.2","10.2","10.2","70","70","70","","",""
"166421","","","","3.7142857142857144","3.7142857142857144","3.7142857142857144","","","","","","","","",""
"166422","","","","","","","8.625","8.625","8.625","70","70","70","","",""
"166425","70","70","70","","","","","","","","","","","",""
"166427","","","","","","","","","","","","","66.28571428571429","66.28571428571429","66.28571428571429"
"166433","","","","5.428571428571429","5.428571428571429","5.428571428571429","","","","","","","","",""
"166435","70","70","70","","","","","","","","","","","",""
"166436","","","","5.5","5.5","5.5","","","","","","","","",""
"166441","","","","6","6","6","","","","","","","","",""
"166450","","","","","","","8","8","8","70","70","70","66.42857142857143","66.42857142857143","66.42857142857143"
"166451","","","","6.571428571428571","6.571428571428571","6.571428571428571","","","","","","","","",""
"166456","","","","5.5","5.5","5.5","","","","","","","","",""
"166460","","","","","","","3.875","3.875","3.875","70","70","70","","",""
"166472","","","","","","","3.875","3.875","3.875","70","70","70","","",""
"166473","","","","","","","4","4","4","70","70","70","","",""
"166483","","","","","","","6","6","6","70","70","70","","",""
"166491","70","70","70","","","","","","","","","","","",""
"166497","","","","6.166666666666667","6.166666666666667","6.166666666666667","","","","","","","","",""
"166509","","","","","","","","","","","","","69","69","69"
"166513","","","","","","","","","","","","","70","70","70"
"166517","","","","","","","3.3333333333333335","3.3333333333333335","3.3333333333333335","70","70","70","","",""
"166522","","","","","","","","","","","","","68.5","68.5","68.5"
"166532","","","","4","4","4","","","","","","","","",""
"166535","","","","","","","0","0","0","70","70","70","","",""
"166537","","","","","","","","","","","","","66.14285714285714","66.14285714285714","66.14285714285714"
"166538","","","","5.285714285714286","5.285714285714286","5.285714285714286","","","","","","","","",""
"166539","70","70","70","","","","","","","","","","","",""
"166545","70","70","70","","","","","","","","","","","",""
"166548","","","","1.8571428571428572","1.8571428571428572","1.8571428571428572","","","","","","","","",""
"166552","","","","","","","","","","","","","66.71428571428571","66.71428571428571","66.71428571428571"
"166558","","","","0","0","0","","","","","","","","",""
"166563","69.75","69.75","69.75","","","","","","","","","","","",""
"166578","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","","","","","","","","",""
"166579","","","","","","","0.875","0.875","0.875","0","0","0","","",""
"166586","70","70","70","","","","","","","","","","","",""
"166590","","","","","","","0.125","0.125","0.125","70","70","70","","",""
"166592","","","","3.5714285714285716","3.5714285714285716","3.5714285714285716","","","","","","","","",""
"166593","70","70","70","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","70","70","70","","",""
"166600","","","","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","70","70","70","","",""
"166604","","","","","","","0.14285714285714285","0.14285714285714285","0.14285714285714285","70","70","70","","",""
"166605","70","70","70","7.125","7.125","7.125","","","","","","","","",""
"166615","","","","","","","","","","","","","67","67","67"
"166619","","","","8.125","8.125","8.125","","","","","","","66.88888888888889","66.88888888888889","66.88888888888889"
"166624","","","","","","","0.4","0.4","0.4","70","70","70","67.125","67.125","67.125"
"166625","","","","7","7","7","","","","","","","","",""
"166632","","","","","","","0.16666666666666666","0.16666666666666666","0.16666666666666666","70","70","70","","",""
"166635","70","70","70","","","","","","","","","","","",""
"166642","70","70","70","","","","","","","","","","67","67","67"
"166644","","","","","","","","","","","","","67.5","67.5","67.5"
"166647","70","70","70","6.333333333333333","6.333333333333333","6.333333333333333","","","","","","","","",""
"166651","","","","","","","","","","","","","67.25","67.25","67.25"
"166656","70","70","70","","","","","","","","","","","",""
"166657","","","","","","","2","2","2","70","70","70","","",""
"166659","70","70","70","","","","","","","","","","","",""
"166663","","","","7","7","7","","","","","","","","",""
"166664","","","","7.5","7.5","7.5","","","","","","","","",""
"166668","","","","","","","","","","","","","64.85714285714286","64.85714285714286","64.85714285714286"
"166670","","","","","","","","","","","","","65","65","65"
"166673","70","70","70","","","","","","","","","","","",""
"166676","","","","","","","","","","","","","65.57142857142857","65.57142857142857","65.57142857142857"
"166681","","","","6","6","6","","","","","","","","",""
"166685","70","70","70","","","","","","","","","","","",""
"166694","70","70","70","4.111111111111111","4.111111111111111","4.111111111111111","","","","","","","","",""
"166695","","","","","","","","","","","","","66.42857142857143","66.42857142857143","66.42857142857143"
"166702","70","70","70","","","","","","","","","","","",""
"166715","","","","","","","","","","","","","64","64","64"
"166719","","","","","","","0","0","0","0","0","0","","",""
"166721","70","70","70","","","","","","","","","","","",""
"166723","","","","","","","0","0","0","70","70","70","","",""
"166726","","","","","","","","","","","","","64.57142857142857","64.57142857142857","64.57142857142857"
"166727","","","","","","","0","0","0","70","70","70","","",""
"166738","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","","",""
"166749","","","","","","","1.1428571428571428","1.1428571428571428","1.1428571428571428","0","0","0","","",""
"166750","70","70","70","","","","","","","","","","","",""
"166757","70","70","70","","","","","","","","","","","",""
"166764","","","","0.625","0.625","0.625","","","","","","","","",""
"166771","","","","","","","3","3","3","70","70","70","","",""
"166772","","","","0.75","0.75","0.75","","","","","","","","",""
"166773","70","70","70","","","","","","","","","","","",""
"166776","","","","","","","0.5","0.5","0.5","70","70","70","","",""
"166781","69.8","69.8","69.8","","","","","","","","","","","",""
"166789","","","","0","0","0","","","","","","","","",""
"166795","69.5","69.5","69.5","","","","","","","","","","","",""
"166797","69.75","69.75","69.75","","","","","","","","","","","",""
"166799","","","","","","","","","","","","","0","0","0"
"166801","","","","0.3333333333333333","0.3333333333333333","0.3333333333333333","","","","","","","","",""
"166802","","","","","","","0.2857142857142857","0.2857142857142857","0.2857142857142857","70","70","70","","",""
"166805","70","70","70","","","","","","","","","","68.33333333333333","68.33333333333333","68.33333333333333"
"166806","","","","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","70","70","70","","",""
"166807","70","70","70","","","","0.5","0.5","0.5","70","70","70","","",""
"166822","","","","","","","","","","","","","68.85714285714286","68.85714285714286","68.85714285714286"
"166826","70","70","70","","","","0.8","0.8","0.8","70","70","70","","",""
"166836","","","","4","4","4","","","","","","","","",""
"166838","70","70","70","","","","","","","","","","","",""
"166839","70","70","70","","","","","","","","","","","",""
"166843","","","","","","","","","","","","","65","65","65"
"166851","","","","4.666666666666667","4.666666666666667","4.666666666666667","","","","","","","","",""
"166868","","","","","","","","","","","","","69.57142857142857","69.57142857142857","69.57142857142857"
"166872","","","","","","","1.8571428571428572","1.8571428571428572","1.8571428571428572","70","70","70","","",""
"166880","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"166886","","","","","","","","","","","","","69.28571428571429","69.28571428571429","69.28571428571429"
"166887","70","70","70","","","","","","","","","","","",""
"166888","","","","","","","5.125","5.125","5.125","70","70","70","69.71428571428571","69.71428571428571","69.71428571428571"
"166898","70","70","70","","","","","","","","","","","",""
"166899","","","","","","","","","","","","","0","0","0"
"166908","","","","","","","","","","","","","70","70","70"
"166913","","","","","","","2.75","2.75","2.75","70","70","70","","",""
"166917","","","","1.5","1.5","1.5","","","","","","","","",""
"166918","70","70","70","","","","","","","","","","","",""
"166926","70","70","70","","","","","","","","","","","",""
"166928","","","","0.5","0.5","0.5","","","","","","","69","69","69"
"166931","","","","0","0","0","","","","","","","","",""
"166949","","","","","","","0","0","0","0","0","0","","",""
"166951","","","","","","","","","","","","","69.14285714285714","69.14285714285714","69.14285714285714"
"166955","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","",""
"166957","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","",""
"166962","","","","","","","0","0","0","70","70","70","","",""
"166963","70","70","70","","","","","","","","","","","",""
"166970","70","70","70","","","","","","","","","","","",""
"166972","70","70","70","","","","","","","","","","","",""
"166981","","","","1.7142857142857142","1.7142857142857142","1.7142857142857142","2.1666666666666665","2.1666666666666665","2.1666666666666665","70","70","70","","",""
"166983","","","","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","70","70","70","","",""
"166987","","","","0.8333333333333334","0.8333333333333334","0.8333333333333334","","","","","","","","",""
"166997","","","","0.5","0.5","0.5","","","","","","","","",""
"167000","70","70","70","","","","","","","","","","","",""
"167005","","","","","","","","","","","","","67","67","67"
"167009","70","70","70","","","","","","","","","","","",""
"167010","","","","","","","","","","","","","66.85714285714286","66.85714285714286","66.85714285714286"
"167012","","","","0","0","0","4","4","4","70","70","70","","",""
"167016","","","","","","","","","","","","","67","67","67"
"167019","","","","","","","4","4","4","0","0","0","","",""
"167026","","","","2","2","2","","","","","","","","",""
"167030","69.8","69.8","69.8","","","","","","","","","","","",""
"167034","","","","2","2","2","","","","","","","","",""
"167041","68.66666666666667","68.66666666666667","68.66666666666667","","","","","","","","","","","",""
"167044","69","69","69","","","","","","","","","","","",""
"167046","","","","","","","7.857142857142857","7.857142857142857","7.857142857142857","70","70","70","","",""
"167050","","","","","","","","","","","","","63.333333333333336","63.333333333333336","63.333333333333336"
"167052","70","70","70","","","","","","","","","","","",""
"167069","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","","",""
"167070","70","70","70","","","","","","","","","","","",""
"167075","","","","","","","","","","","","","62.857142857142854","62.857142857142854","62.857142857142854"
"167077","70","70","70","","","","","","","","","","","",""
"167086","","","","3.142857142857143","3.142857142857143","3.142857142857143","5.75","5.75","5.75","70","70","70","","",""
"167087","","","","3.25","3.25","3.25","","","","","","","","",""
"167089","69","69","69","","","","","","","","","","","",""
"167097","","","","","","","4.111111111111111","4.111111111111111","4.111111111111111","70","70","70","","",""
"167106","","","","","","","","","","","","","65.16666666666667","65.16666666666667","65.16666666666667"
"167108","","","","","","","","","","","","","65.83333333333333","65.83333333333333","65.83333333333333"
"167116","69.33333333333333","69.33333333333333","69.33333333333333","2.5","2.5","2.5","","","","","","","","",""
"167117","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","",""
"167126","","","","","","","","","","","","","68","68","68"
"167127","","","","","","","7","7","7","0","0","0","","",""
"167145","70","70","70","","","","","","","","","","","",""
"167147","","","","5.5","5.5","5.5","","","","","","","","",""
"167153","","","","6.125","6.125","6.125","","","","","","","","",""
"167154","","","","","","","","","","","","","69.83333333333333","69.83333333333333","69.83333333333333"
"167155","70","70","70","","","","","","","","","","","",""
"167156","70","70","70","","","","","","","","","","","",""
"167162","","","","6","6","6","","","","","","","","",""
"167165","","","","","","","9.5","9.5","9.5","70","70","70","","",""
"167166","","","","","","","","","","","","","66.125","66.125","66.125"
"167169","","","","","","","9.857142857142858","9.857142857142858","9.857142857142858","0","0","0","","",""
"167176","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","",""
"167178","","","","","","","9.125","9.125","9.125","70","70","70","","",""
"167179","69.8","69.8","69.8","","","","","","","","","","","",""
"167183","","","","","","","","","","","","","69.85714285714286","69.85714285714286","69.85714285714286"
"167187","","","","1","1","1","","","","","","","","",""
"167189","","","","","","","","","","","","","69.71428571428571","69.71428571428571","69.71428571428571"
"167190","","","","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","","",""
"167192","","","","","","","","","","","","","70","70","70"
"167195","","","","","","","9","9","9","70","70","70","","",""
"167207","70","70","70","","","","","","","","","","","",""
"167209","","","","1","1","1","","","","","","","","",""
"167210","","","","","","","9.375","9.375","9.375","70","70","70","","",""
"167216","","","","","","","9.75","9.75","9.75","69.66666666666667","69.66666666666667","69.66666666666667","","",""
"167218","","","","2.857142857142857","2.857142857142857","2.857142857142857","","","","","","","","",""
"167220","","","","","","","9.571428571428571","9.571428571428571","9.571428571428571","70","70","70","","",""
"167222","","","","","","","","","","","","","68.33333333333333","68.33333333333333","68.33333333333333"
"167225","","","","","","","","","","","","","68.42857142857143","68.42857142857143","68.42857142857143"
"167237","","","","","","","6.625","6.625","6.625","70","70","70","","",""
"167241","","","","","","","6.25","6.25","6.25","70","70","70","","",""
"167243","70","70","70","","","","","","","","","","","",""
"167245","70","70","70","","","","","","","","","","66.375","66.375","66.375"
"167255","","","","","","","6","6","6","70","70","70","","",""
"167256","70","70","70","","","","","","","","","","","",""
"167257","","","","","","","","","","","","","68.85714285714286","68.85714285714286","68.85714285714286"
"167261","","","","","","","","","","","","","68.375","68.375","68.375"
"167266","","","","0","0","0","","","","","","","","",""
"167280","","","","0","0","0","","","","","","","","",""
"167286","","","","","","","","","","","","","68.83333333333333","68.83333333333333","68.83333333333333"
"167290","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","","",""
"167291","","","","","","","","","","","","","67.375","67.375","67.375"
"167295","","","","2","2","2","","","","","","","","",""
"167298","","","","2.5714285714285716","2.5714285714285716","2.5714285714285716","","","","","","","68","68","68"
"167300","","","","2.2222222222222223","2.2222222222222223","2.2222222222222223","","","","","","","","",""
"167301","","","","","","","","","","","","","69.66666666666667","69.66666666666667","69.66666666666667"
"167302","70","70","70","","","","","","","","","","","",""
"167308","","","","","","","0","0","0","70","70","70","","",""
"167314","69.8","69.8","69.8","","","","","","","","","","","",""
"167315","","","","0.8571428571428571","0.8571428571428571","0.8571428571428571","","","","","","","","",""
"167317","","","","","","","0","0","0","70","70","70","","",""
"167321","","","","","","","1.2857142857142858","1.2857142857142858","1.2857142857142858","70","70","70","","",""
"167323","","","","","","","","","","","","","68.83333333333333","68.83333333333333","68.83333333333333"
"167325","","","","1","1","1","","","","","","","","",""
"167326","69.25","69.25","69.25","","","","","","","","","","","",""
"167337","","","","","","","","","","","","","69","69","69"
"167338","69.6","69.6","69.6","","","","","","","","","","","",""
"167344","","","","","","","0","0","0","70","70","70","","",""
"167348","","","","","","","","","","","","","70","70","70"
"167353","70","70","70","","","","","","","","","","","",""
"167361","","","","","","","","","","","","","67.375","67.375","67.375"
"167362","70","70","70","","","","","","","","","","","",""
"167364","69.75","69.75","69.75","","","","","","","","","","","",""
"167370","","","","8","8","8","","","","","","","","",""
"167375","70","70","70","10","10","10","","","","","","","","",""
"167376","","","","10.222222222222221","10.222222222222221","10.222222222222221","","","","","","","","",""
"167378","","","","","","","0.625","0.625","0.625","70","70","70","","",""
"167380","70","70","70","","","","","","","","","","","",""
"167383","","","","","","","0","0","0","70","70","70","","",""
