"Step","102-static-1","102-static-1 - drop-0__MIN","102-static-1 - drop-0__MAX","102-ofb","102-ofbt - drop-0__MIN","102-ofbt - drop-0__MAX","102-dynamic","102-dynamic - drop-0__MIN","102-dynamic - drop-0__MAX","102-every-10","102-every-10 - drop-0__MIN","102-every-10 - drop-0__MAX","102-every-100","102-every-100 - drop-0__MIN","102-every-100 - drop-0__MAX"
"2066","","","","","","","","","","0","0","0","","",""
"2069","","","","0","0","0","","","","","","","","",""
"2071","0","0","0","","","","","","","","","","","",""
"2072","","","","","","","2","2","2","","","","","",""
"2074","0","0","0","","","","","","","","","","","",""
"2075","","","","0","0","0","","","","","","","","",""
"2078","0","0","0","","","","","","","","","","","",""
"2089","","","","","","","","","","","","","6","6","6"
"2092","","","","","","","","","","","","","4","4","4"
"2094","0","0","0","0","0","0","","","","","","","","",""
"2095","","","","","","","","","","0","0","0","","",""
"2103","","","","","","","","","","","","","6","6","6"
"2116","","","","0","0","0","","","","","","","","",""
"2117","","","","0","0","0","","","","0","0","0","","",""
"2121","","","","0","0","0","","","","","","","","",""
"2122","","","","","","","","","","0","0","0","","",""
"2123","","","","","","","0","0","0","","","","","",""
"2126","","","","","","","","","","0","0","0","","",""
"2127","","","","0","0","0","","","","","","","","",""
"2128","","","","","","","0","0","0","","","","","",""
"2132","","","","0","0","0","","","","","","","","",""
"2134","","","","","","","","","","","","","7","7","7"
"2136","0","0","0","","","","","","","0","0","0","9","9","9"
"2145","","","","","","","","","","0","0","0","","",""
"2148","","","","0","0","0","","","","","","","","",""
"2155","","","","","","","0","0","0","","","","","",""
"2156","","","","0","0","0","","","","","","","","",""
"2163","0","0","0","","","","","","","","","","","",""
"2165","","","","","","","0","0","0","","","","","",""
"2166","","","","","","","","","","0","0","0","","",""
"2167","0","0","0","","","","","","","","","","4","4","4"
"2171","","","","","","","0","0","0","","","","","",""
"2184","0","0","0","","","","","","","","","","","",""
"2187","0","0","0","","","","","","","","","","","",""
"2190","0","0","0","","","","","","","","","","","",""
"2196","0","0","0","","","","","","","","","","","",""
"2199","","","","","","","0","0","0","","","","","",""
"2205","","","","","","","2","2","2","","","","5","5","5"
"2206","","","","","","","","","","0","0","0","","",""
"2210","0","0","0","0","0","0","","","","","","","","",""
"2215","","","","","","","2","2","2","","","","","",""
"2217","0","0","0","","","","","","","","","","","",""
"2219","","","","0","0","0","","","","","","","","",""
"2220","","","","","","","6","6","6","","","","","",""
"2221","0","0","0","","","","2","2","2","","","","","",""
"2222","","","","","","","","","","0","0","0","","",""
"2227","","","","","","","","","","0","0","0","","",""
"2229","","","","","","","","","","0","0","0","","",""
"2230","","","","0","0","0","","","","","","","","",""
"2232","0","0","0","0","0","0","","","","","","","","",""
"2233","0","0","0","","","","","","","","","","","",""
"2236","","","","","","","0","0","0","0","0","0","","",""
"2239","","","","","","","","","","","","","0","0","0"
"2243","0","0","0","0","0","0","5","5","5","","","","","",""
"2244","","","","","","","","","","0","0","0","","",""
"2245","0","0","0","","","","","","","","","","","",""
"2248","0","0","0","","","","","","","","","","2","2","2"
"2251","","","","","","","","","","0","0","0","","",""
"2261","","","","","","","8","8","8","","","","","",""
"2262","","","","","","","2","2","2","0","0","0","","",""
"2263","","","","","","","8","8","8","","","","","",""
"2268","0","0","0","","","","1","1","1","0","0","0","","",""
"2273","","","","0","0","0","4","4","4","","","","","",""
"2277","0","0","0","","","","","","","","","","","",""
"2280","0","0","0","","","","","","","","","","","",""
"2283","","","","","","","","","","","","","4","4","4"
"2284","0","0","0","","","","","","","","","","","",""
"2287","","","","","","","2","2","2","","","","","",""
"2292","","","","","","","4","4","4","","","","","",""
"2294","","","","","","","","","","0","0","0","","",""
"2311","","","","","","","7","7","7","","","","","",""
"2312","","","","0","0","0","","","","","","","","",""
"2314","","","","","","","","","","","","","0","0","0"
"2315","","","","0","0","0","","","","","","","","",""
"2317","","","","","","","5","5","5","","","","","",""
"2323","","","","0","0","0","","","","","","","","",""
"2328","","","","","","","","","","","","","2","2","2"
"2330","","","","","","","5","5","5","","","","","",""
"2331","","","","","","","","","","","","","0","0","0"
"2333","","","","","","","","","","","","","0","0","0"
"2335","","","","0","0","0","","","","","","","","",""
"2339","","","","0","0","0","","","","","","","","",""
"2340","","","","","","","","","","","","","0","0","0"
"2349","","","","0","0","0","8","8","8","","","","","",""
"2359","7","7","7","","","","","","","","","","","",""
"2363","","","","0","0","0","","","","","","","","",""
"2373","","","","","","","3","3","3","","","","","",""
"2375","1","1","1","","","","","","","","","","11","11","11"
"2376","","","","","","","","","","0","0","0","","",""
"2378","","","","0","0","0","","","","","","","","",""
"2386","","","","","","","9","9","9","","","","","",""
"2389","","","","","","","5","5","5","","","","6","6","6"
"2393","9","9","9","","","","","","","","","","","",""
"2397","6","6","6","","","","","","","","","","","",""
"2399","","","","","","","5","5","5","","","","","",""
"2402","","","","","","","","","","","","","2","2","2"
"2403","","","","0","0","0","","","","","","","","",""
"2405","","","","","","","","","","0","0","0","","",""
"2408","","","","0","0","0","","","","0","0","0","","",""
"2409","","","","","","","","","","","","","0","0","0"
"2414","","","","0","0","0","","","","","","","","",""
"2422","","","","","","","2","2","2","","","","","",""
"2428","","","","0","0","0","","","","","","","","",""
"2434","8","8","8","","","","","","","","","","","",""
"2436","","","","","","","","","","0","0","0","","",""
"2437","9","9","9","","","","","","","","","","","",""
"2442","","","","","","","1","1","1","","","","","",""
"2448","","","","","","","1","1","1","","","","","",""
"2449","","","","","","","3","3","3","","","","","",""
"2452","","","","","","","","","","","","","5","5","5"
"2455","12","12","12","","","","","","","","","","","",""
"2456","","","","","","","3","3","3","","","","","",""
"2458","","","","","","","","","","","","","4","4","4"
"2459","7","7","7","","","","0","0","0","","","","","",""
"2462","","","","0","0","0","","","","","","","","",""
"2463","0","0","0","","","","","","","","","","8","8","8"
"2468","0","0","0","","","","","","","","","","","",""
"2470","","","","","","","","","","0","0","0","","",""
"2471","","","","","","","0","0","0","","","","","",""
"2474","","","","","","","","","","","","","2","2","2"
"2475","","","","","","","0","0","0","","","","6","6","6"
"2477","0","0","0","","","","","","","","","","","",""
"2478","","","","","","","","","","","","","4","4","4"
"2480","0","0","0","","","","","","","","","","","",""
"2481","","","","","","","","","","","","","4","4","4"
"2486","","","","0","0","0","","","","","","","","",""
"2487","","","","","","","0","0","0","","","","","",""
"2490","","","","","","","","","","","","","6","6","6"
"2493","0","0","0","","","","","","","","","","","",""
"2495","","","","0","0","0","","","","","","","","",""
"2499","","","","","","","","","","0","0","0","","",""
"2504","","","","0","0","0","","","","","","","","",""
"2507","","","","","","","","","","","","","2","2","2"
"2513","0","0","0","","","","","","","","","","","",""
"2515","","","","0","0","0","","","","","","","","",""
"2517","","","","","","","","","","","","","8","8","8"
"2519","","","","0","0","0","","","","","","","","",""
"2532","","","","","","","","","","0","0","0","","",""
"2540","","","","","","","","","","","","","8","8","8"
"2541","","","","","","","0","0","0","0","0","0","","",""
"2545","0","0","0","","","","","","","","","","","",""
"2547","","","","","","","","","","","","","4","4","4"
"2552","","","","","","","","","","0","0","0","","",""
"2554","","","","","","","","","","0","0","0","","",""
"2565","","","","0","0","0","","","","0","0","0","","",""
"2567","","","","","","","0","0","0","","","","","",""
"2573","","","","0","0","0","","","","","","","","",""
"2578","","","","","","","","","","0","0","0","","",""
"2581","0","0","0","","","","","","","","","","","",""
"2582","0","0","0","","","","","","","","","","","",""
"2587","","","","","","","","","","0","0","0","","",""
"2591","","","","","","","0","0","0","","","","","",""
"2601","","","","","","","","","","0","0","0","","",""
"2603","","","","","","","","","","0","0","0","","",""
"2604","","","","","","","","","","","","","6","6","6"
"2605","","","","0","0","0","","","","","","","","",""
"2609","","","","","","","0","0","0","","","","","",""
"2618","","","","","","","","","","","","","4","4","4"
"2619","2","2","2","","","","","","","","","","","",""
"2626","","","","","","","","","","0","0","0","","",""
"2628","0","0","0","","","","","","","","","","","",""
"2629","0","0","0","","","","","","","","","","","",""
"2630","","","","","","","","","","0","0","0","","",""
"2632","","","","","","","","","","","","","5","5","5"
"2634","","","","0","0","0","","","","","","","","",""
"2639","0","0","0","","","","","","","","","","","",""
"2649","","","","0","0","0","","","","","","","","",""
"2650","","","","","","","0","0","0","","","","","",""
"2661","","","","0","0","0","","","","0","0","0","","",""
"2665","","","","0","0","0","","","","","","","","",""
"2667","","","","","","","0","0","0","","","","","",""
"2669","","","","0","0","0","","","","","","","","",""
"2677","","","","","","","0","0","0","","","","","",""
"2693","0","0","0","","","","","","","","","","","",""
"2698","","","","","","","","","","0","0","0","","",""
"2706","0","0","0","","","","","","","","","","","",""
"2707","","","","","","","0","0","0","","","","","",""
"2708","","","","","","","","","","0","0","0","","",""
"2709","0","0","0","","","","","","","","","","","",""
"2710","0","0","0","","","","","","","","","","","",""
"2715","","","","","","","","","","0","0","0","","",""
"2719","","","","","","","2","2","2","","","","","",""
"2720","","","","0","0","0","","","","","","","3","3","3"
"2721","","","","","","","3","3","3","","","","","",""
"2722","0","0","0","","","","","","","","","","","",""
"2723","0","0","0","","","","","","","","","","6","6","6"
"2729","","","","0","0","0","","","","","","","","",""
"2735","","","","","","","3","3","3","","","","","",""
"2740","","","","","","","","","","","","","2","2","2"
"2741","","","","0","0","0","","","","","","","","",""
"2742","","","","","","","0","0","0","","","","","",""
"2745","","","","","","","8","8","8","","","","","",""
"2746","","","","","","","","","","0","0","0","","",""
"2753","","","","","","","","","","","","","7","7","7"
"2754","","","","","","","6","6","6","","","","","",""
"2755","","","","0","0","0","","","","","","","","",""
"2756","","","","","","","","","","0","0","0","","",""
"2762","","","","0","0","0","","","","","","","","",""
"2765","","","","","","","","","","","","","4","4","4"
"2767","","","","0","0","0","","","","","","","","",""
"2768","","","","","","","","","","0","0","0","","",""
"2772","0","0","0","","","","","","","","","","5","5","5"
"2775","","","","0","0","0","","","","0","0","0","","",""
"2778","","","","","","","","","","","","","8","8","8"
"2780","0","0","0","","","","","","","","","","","",""
"2785","","","","","","","","","","","","","4","4","4"
"2786","","","","","","","0","0","0","","","","","",""
"2787","","","","","","","","","","0","0","0","","",""
"2790","","","","0","0","0","","","","","","","","",""
"2792","0","0","0","","","","","","","","","","","",""
"2793","","","","","","","","","","","","","11","11","11"
"2794","","","","","","","","","","0","0","0","","",""
"2796","","","","0","0","0","0","0","0","","","","","",""
"2797","","","","0","0","0","","","","","","","","",""
"2800","","","","","","","2","2","2","","","","7","7","7"
"2801","","","","","","","","","","0","0","0","","",""
"2809","0","0","0","","","","","","","0","0","0","","",""
"2810","","","","","","","","","","","","","4","4","4"
"2811","","","","","","","2","2","2","","","","","",""
"2812","","","","","","","","","","0","0","0","","",""
"2814","","","","","","","","","","","","","10","10","10"
"2821","","","","","","","","","","","","","9","9","9"
"2827","0","0","0","","","","","","","","","","","",""
"2833","","","","","","","","","","0","0","0","","",""
"2835","","","","","","","","","","","","","12","12","12"
"2838","","","","","","","","","","0","0","0","","",""
"2845","","","","","","","","","","","","","6","6","6"
"2849","","","","","","","","","","","","","5","5","5"
"2852","","","","","","","1","1","1","","","","","",""
"2853","0","0","0","2","2","2","","","","0","0","0","","",""
"2860","","","","","","","5","5","5","","","","","",""
"2864","","","","","","","","","","","","","7","7","7"
"2869","","","","3","3","3","","","","","","","","",""
"2870","","","","","","","","","","","","","7","7","7"
